sample_id,language,smell_type,project_name,project_path,location,metric_value,evidence,reported_occurrence_count,listed_occurrence_count,group_occurrences,test_status,test_file,test_command,test_coverage,test_commit
11,java,mysterious_name,commons-lang-3.20.0,/opt/projects/commons-lang-3.20.0,src/main/java/org/apache/commons/lang3/ArrayUtils.java:6679,1.0,local=tmp; reason=low_info_name; label_strength=medium_high_tp; replacement_source=java_mysterious_name_strict_candidates_20260529_1315,1,1,"{""file"": ""src/main/java/org/apache/commons/lang3/ArrayUtils.java"", ""class"": ""ArrayUtils"", ""method"": ""reverse(final double[] array, final int startIndexInclusive, final int endIndexExclusive)"", ""begin_line"": ""6679"", ""end_line"": ""6679""}",PASS_GE80,src/test/java/org/apache/commons/lang3/ArrayUtilsTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Drat.skip=true -Dtest=ArrayUtilsTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test,100.0,0378b992b4bf
12,java,mysterious_name,commons-lang-3.20.0,/opt/projects/commons-lang-3.20.0,src/main/java/org/apache/commons/lang3/StringUtils.java:2738,1.0,local=tmp; reason=low_info_name; label_strength=medium_high_tp; replacement_source=java_mysterious_name_strict_candidates_20260529_1315,1,1,"{""file"": ""src/main/java/org/apache/commons/lang3/StringUtils.java"", ""class"": ""StringUtils"", ""method"": ""indexOfAny(final CharSequence str, final CharSequence... searchStrs)"", ""begin_line"": ""2738"", ""end_line"": ""2738""}",PASS_GE80,src/test/java/org/apache/commons/lang3/CoverageBackfillRemainingTest.java,"mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Drat.skip=true -Dtest=CoverageBackfillRemainingTest,BuilderCoverageBackfillRemainingTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test",91.7,0378b992b4bf
13,java,mysterious_name,commons-lang-3.20.0,/opt/projects/commons-lang-3.20.0,src/main/java/org/apache/commons/lang3/StringUtils.java:4917,1.0,local=tmp; reason=low_info_name; label_strength=medium_high_tp; replacement_source=java_mysterious_name_strict_candidates_20260529_1315,1,1,"{""file"": ""src/main/java/org/apache/commons/lang3/StringUtils.java"", ""class"": ""StringUtils"", ""method"": ""lastIndexOfAny(final CharSequence str, final CharSequence... searchStrs)"", ""begin_line"": ""4917"", ""end_line"": ""4917""}",PASS_GE80,src/test/java/org/apache/commons/lang3/CoverageBackfillRemainingTest.java,"mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Drat.skip=true -Dtest=CoverageBackfillRemainingTest,BuilderCoverageBackfillRemainingTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test",80.0,0378b992b4bf
14,java,mysterious_name,commons-lang-3.20.0,/opt/projects/commons-lang-3.20.0,src/main/java/org/apache/commons/lang3/time/DurationFormatUtils.java:430,1.0,local=tmp; reason=low_info_name; label_strength=medium_high_tp; replacement_source=java_mysterious_name_strict_candidates_20260529_1315,1,1,"{""file"": ""src/main/java/org/apache/commons/lang3/time/DurationFormatUtils.java"", ""class"": ""DurationFormatUtils"", ""method"": ""formatDurationWords(final long durationMillis, final boolean suppressLeadingZeroElements, final boolean suppressTrailingZeroElements)"", ""begin_line"": ""430"", ""end_line"": ""430""}",PASS_GE80,src/test/java/org/apache/commons/lang3/SerializationUtilsCoverageBoost_ESTest.java;src/test/java/org/apache/commons/lang3/builder/CoverageBoost_ESTest.java;src/test/java/org/apache/commons/lang3/math/CoverageBoost_ESTest.java;src/test/java/org/apache/commons/lang3/reflect/CoverageBoost_ESTest.java;src/test/java/org/apache/commons/lang3/text/CoverageBoost_ESTest.java;src/test/java/org/apache/commons/lang3/time/CoverageBoost_ESTest.java,"mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Drat.skip=true -Dtest=CoverageBoost_ESTest,SerializationUtilsCoverageBoost_ESTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test",85.0,0378b992b4bf
15,java,mysterious_name,directory-kerby-2.1.1,/opt/projects/directory-kerby-2.1.1,kerby-common/kerby-asn1/src/main/java/org/apache/kerby/asn1/parse/Asn1Reader.java:100,1.0,local=tmp; reason=low_info_name; label_strength=medium_high_tp; replacement_source=java_mysterious_name_strict_candidates_20260529_1315,1,1,"{""file"": ""kerby-common/kerby-asn1/src/main/java/org/apache/kerby/asn1/parse/Asn1Reader.java"", ""class"": ""Asn1Reader"", ""method"": ""readLength()"", ""begin_line"": ""100"", ""end_line"": ""100""}",PASS_GE80,kerby-common/kerby-asn1/src/test/java/org/apache/kerby/asn1/parse/Asn1ReaderCoverageBoostTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Pjdk18 -Dpmd.skip=true -pl kerby-common/kerby-asn1 -am -Dtest=Asn1ReaderCoverageBoostTest test -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false,100.0,9e002851
16,java,mysterious_name,directory-kerby-2.1.1,/opt/projects/directory-kerby-2.1.1,kerby-kerb/kerb-crypto/src/main/java/org/apache/kerby/kerberos/kerb/crypto/key/CamelliaKeyMaker.java:68,1.0,local=tmp; reason=low_info_name; label_strength=medium_high_tp; replacement_source=java_mysterious_name_strict_candidates_20260529_1315,1,1,"{""file"": ""kerby-kerb/kerb-crypto/src/main/java/org/apache/kerby/kerberos/kerb/crypto/key/CamelliaKeyMaker.java"", ""class"": ""CamelliaKeyMaker"", ""method"": ""dr(byte[] key, byte[] constant)"", ""begin_line"": ""68"", ""end_line"": ""68""}",PASS_GE80,kerby-kerb/kerb-crypto/src/test/java/org/apache/kerby/kerberos/kerb/crypto/KeyDeriveTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Pjdk18 -Dpmd.skip=true -pl kerby-kerb/kerb-crypto -am -Dtest=KeyDeriveTest test -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false,100.0,e4f661c48046
17,java,mysterious_name,directory-kerby-2.1.1,/opt/projects/directory-kerby-2.1.1,kerby-kerb/kerb-crypto/src/main/java/org/apache/kerby/kerberos/kerb/crypto/key/Des3KeyMaker.java:57,1.0,local=tmp; reason=low_info_name; label_strength=medium_high_tp; replacement_source=java_mysterious_name_strict_candidates_20260529_1315,1,1,"{""file"": ""kerby-kerb/kerb-crypto/src/main/java/org/apache/kerby/kerberos/kerb/crypto/key/Des3KeyMaker.java"", ""class"": ""Des3KeyMaker"", ""method"": ""random2Key(byte[] randomBits)"", ""begin_line"": ""57"", ""end_line"": ""57""}",PASS_GE80,kerby-kerb/kerb-crypto/src/test/java/org/apache/kerby/kerberos/kerb/crypto/KeyDeriveTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Pjdk18 -Dpmd.skip=true -pl kerby-kerb/kerb-crypto -am -Dtest=KeyDeriveTest test -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false,94.4,e4f661c48046
18,java,mysterious_name,directory-kerby-2.1.1,/opt/projects/directory-kerby-2.1.1,kerby-kerb/kerb-identity-test/src/main/java/org/apache/kerby/kerberos/kerb/identity/backend/BackendTestUtil.java:63,1.0,local=tmp; reason=low_info_name; label_strength=medium_high_tp; replacement_source=java_mysterious_name_strict_candidates_20260529_1315,1,1,"{""file"": ""kerby-kerb/kerb-identity-test/src/main/java/org/apache/kerby/kerberos/kerb/identity/backend/BackendTestUtil.java"", ""class"": ""BackendTestUtil"", ""method"": ""createManyIdentities(int count)"", ""begin_line"": ""63"", ""end_line"": ""63""}",PASS_GE80,kerby-kerb/kerb-identity-test/src/test/java/org/apache/kerby/kerberos/kerb/identity/backend/BackendTestUtilBoostTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Pjdk18 -Dpmd.skip=true -pl kerby-kerb/kerb-identity-test -am -Dtest=BackendTestUtilBoostTest test -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false,100.0,9e002851
19,java,mysterious_name,directory-kerby-2.1.1,/opt/projects/directory-kerby-2.1.1,kerby-kerb/kerb-server/src/main/java/org/apache/kerby/kerberos/kerb/server/preauth/pkinit/PkinitPreauth.java:86,1.0,local=tmp; reason=low_info_name; label_strength=medium_high_tp; replacement_source=java_mysterious_name_strict_candidates_20260529_1315,1,1,"{""file"": ""kerby-kerb/kerb-server/src/main/java/org/apache/kerby/kerberos/kerb/server/preauth/pkinit/PkinitPreauth.java"", ""class"": ""PkinitPreauth"", ""method"": ""initWith(KdcContext kdcContext)"", ""begin_line"": ""86"", ""end_line"": ""86""}",PASS_GE80,kerby-kerb/kerb-server/src/test/java/org/apache/kerby/kerberos/kerb/server/ReviewOnlyServerScopeTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Pjdk18 -Dcheckstyle.skip=true -Dpmd.skip=true -pl kerby-kerb/kerb-server -am -Dtest=ReviewOnlyServerScopeTest test -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false,100.0,7bb55dc78043
20,java,mysterious_name,directory-kerby-2.1.1,/opt/projects/directory-kerby-2.1.1,kerby-kerb/kerb-util/src/main/java/org/apache/kerby/kerberos/kerb/keytab/Keytab.java:93,1.0,local=tmp; reason=low_info_name; label_strength=medium_high_tp; replacement_source=java_mysterious_name_strict_candidates_20260529_1315,1,1,"{""file"": ""kerby-kerb/kerb-util/src/main/java/org/apache/kerby/kerberos/kerb/keytab/Keytab.java"", ""class"": ""Keytab"", ""method"": ""removeKeytabEntry(KeytabEntry entry)"", ""begin_line"": ""93"", ""end_line"": ""93""}",PASS_GE80,kerby-kerb/kerb-util/src/test/java/org/apache/kerby/kerberos/kerb/util/KeytabBoostTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Pjdk18 -Dpmd.skip=true -pl kerby-kerb/kerb-util -am -Dtest=KeytabBoostTest test -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false,100.0,e4f661c48046
21,java,mysterious_name,directory-kerby-2.1.1,/opt/projects/directory-kerby-2.1.1,kerby-kerb/kerb-util/src/main/java/org/apache/kerby/kerberos/kerb/keytab/KeytabEntry.java:47,1.0,local=tmp; reason=low_info_name; label_strength=medium_high_tp; replacement_source=java_mysterious_name_strict_candidates_20260529_1315,1,1,"{""file"": ""kerby-kerb/kerb-util/src/main/java/org/apache/kerby/kerberos/kerb/keytab/KeytabEntry.java"", ""class"": ""KeytabEntry"", ""method"": ""load(KeytabInputStream kis, int version, int entrySize)"", ""begin_line"": ""47"", ""end_line"": ""47""}",PASS_GE80,kerby-kerb/kerb-util/src/test/java/org/apache/kerby/kerberos/kerb/keytab/KeytabEntryBoostTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Pjdk18 -Dpmd.skip=true -pl kerby-kerb/kerb-util -am -Dtest=KeytabEntryBoostTest test -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false,100.0,9e002851
22,java,mysterious_name,jcseg-573874f,/opt/projects/jcseg-573874f,jcseg-core/src/main/java/org/lionsoul/jcseg/util/Sort.java:46,1.0,local=tmp; reason=low_info_name; label_strength=medium_high_tp; replacement_source=java_mysterious_name_strict_candidates_20260529_1315,1,1,"{""file"": ""jcseg-core/src/main/java/org/lionsoul/jcseg/util/Sort.java"", ""class"": ""Sort"", ""method"": ""insertionSort(T[] arr)"", ""begin_line"": ""46"", ""end_line"": ""46""}",PASS_GE80,jcseg-core/src/test/java/org/lionsoul/jcseg/test/CoreCoverageBackfillRemainingTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -pl jcseg-core -Dtest=CoreCoverageBackfillRemainingTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test,100.0,de61ba7f96d2
23,java,mysterious_name,jcseg-573874f,/opt/projects/jcseg-573874f,jcseg-core/src/main/java/org/lionsoul/jcseg/util/Sort.java:64,1.0,local=tmp; reason=low_info_name; label_strength=medium_high_tp; replacement_source=java_mysterious_name_strict_candidates_20260529_1315,1,1,"{""file"": ""jcseg-core/src/main/java/org/lionsoul/jcseg/util/Sort.java"", ""class"": ""Sort"", ""method"": ""shellSort(T[] arr)"", ""begin_line"": ""64"", ""end_line"": ""64""}",PASS_GE80,jcseg-core/src/test/java/org/lionsoul/jcseg/test/CoreCoverageBackfillRemainingTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -pl jcseg-core -Dtest=CoreCoverageBackfillRemainingTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test,100.0,de61ba7f96d2
24,java,mysterious_name,jcseg-573874f,/opt/projects/jcseg-573874f,jcseg-core/src/main/java/org/lionsoul/jcseg/util/Sort.java:194,1.0,local=tmp; reason=low_info_name; label_strength=medium_high_tp; replacement_source=java_mysterious_name_strict_candidates_20260529_1315,1,1,"{""file"": ""jcseg-core/src/main/java/org/lionsoul/jcseg/util/Sort.java"", ""class"": ""Sort"", ""method"": ""swapReferences(T[] arr, int idx1, int idx2)"", ""begin_line"": ""194"", ""end_line"": ""194""}",PASS_GE80,jcseg-core/src/test/java/org/lionsoul/jcseg/test/CoreCoverageBackfillRemainingTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -pl jcseg-core -Dtest=CoreCoverageBackfillRemainingTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test,100.0,de61ba7f96d2
25,java,mysterious_name,jcseg-573874f,/opt/projects/jcseg-573874f,jcseg-core/src/main/java/org/lionsoul/jcseg/util/Sort.java:247,1.0,local=tmp; reason=low_info_name; label_strength=medium_high_tp; replacement_source=java_mysterious_name_strict_candidates_20260529_1315,1,1,"{""file"": ""jcseg-core/src/main/java/org/lionsoul/jcseg/util/Sort.java"", ""class"": ""Sort"", ""method"": ""insertionSort(T[] arr, int start, int end)"", ""begin_line"": ""247"", ""end_line"": ""247""}",PASS_GE80,jcseg-core/src/test/java/org/lionsoul/jcseg/test/CoreCoverageBackfillRemainingTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -pl jcseg-core -Dtest=CoreCoverageBackfillRemainingTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test,100.0,de61ba7f96d2
26,java,mysterious_name,wumpz-jhotdraw-10.2.4,/opt/projects/wumpz-jhotdraw-10.2.4,jhotdraw-utils/src/main/java/org/jhotdraw/utils/geom/path/Bezier.java:810,1.0,local=tmp; reason=low_info_name; label_strength=medium_high_tp; replacement_source=java_mysterious_name_strict_candidates_20260529_1315,1,1,"{""file"": ""jhotdraw-utils/src/main/java/org/jhotdraw/utils/geom/path/Bezier.java"", ""class"": ""Bezier"", ""method"": ""b0(double u)"", ""begin_line"": ""810"", ""end_line"": ""810""}",PASS_GE80,jhotdraw-utils/src/test/java/org/jhotdraw/utils/geom/path/BezierCoverageBoost_ESTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -pl jhotdraw-utils -am -Dtest=BezierCoverageBoost_ESTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test,100.0,2ea903ee
27,java,mysterious_name,wumpz-jhotdraw-10.2.4,/opt/projects/wumpz-jhotdraw-10.2.4,jhotdraw-utils/src/main/java/org/jhotdraw/utils/geom/path/Bezier.java:815,1.0,local=tmp; reason=low_info_name; label_strength=medium_high_tp; replacement_source=java_mysterious_name_strict_candidates_20260529_1315,1,1,"{""file"": ""jhotdraw-utils/src/main/java/org/jhotdraw/utils/geom/path/Bezier.java"", ""class"": ""Bezier"", ""method"": ""b1(double u)"", ""begin_line"": ""815"", ""end_line"": ""815""}",PASS_GE80,jhotdraw-utils/src/test/java/org/jhotdraw/utils/geom/path/BezierCoverageBoost_ESTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -pl jhotdraw-utils -am -Dtest=BezierCoverageBoost_ESTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test,100.0,2ea903ee
28,java,mysterious_name,wumpz-jhotdraw-10.2.4,/opt/projects/wumpz-jhotdraw-10.2.4,jhotdraw-utils/src/main/java/org/jhotdraw/utils/geom/path/Bezier.java:820,1.0,local=tmp; reason=low_info_name; label_strength=medium_high_tp; replacement_source=java_mysterious_name_strict_candidates_20260529_1315,1,1,"{""file"": ""jhotdraw-utils/src/main/java/org/jhotdraw/utils/geom/path/Bezier.java"", ""class"": ""Bezier"", ""method"": ""b2(double u)"", ""begin_line"": ""820"", ""end_line"": ""820""}",PASS_GE80,jhotdraw-utils/src/test/java/org/jhotdraw/utils/geom/path/BezierCoverageBoost_ESTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -pl jhotdraw-utils -am -Dtest=BezierCoverageBoost_ESTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test,100.0,2ea903ee
29,java,mysterious_name,Mindustry-v154.3,/opt/projects/Mindustry-v154.3,core/src/mindustry/maps/planet/ErekirPlanetGenerator.java:124,1.0,local=temp; reason=low_info_name; label_strength=medium_high_tp; replacement_source=java_mysterious_name_strict_candidates_20260529_1315,1,1,"{""file"": ""core/src/mindustry/maps/planet/ErekirPlanetGenerator.java"", ""class"": ""ErekirPlanetGenerator"", ""method"": ""generate()"", ""begin_line"": ""124"", ""end_line"": ""124""}",PASS_GE80,tests/src/test/java/MindustryErekirPlanetGeneratorCoverageBoost_ESTest.java,./gradlew :tests:cleanTest :tests:test --tests MindustryErekirPlanetGeneratorCoverageBoost_ESTest --no-build-cache --no-daemon,92.9,acde88dcdf
