sample_id,language,smell_type,project_name,project_path,location,metric_value,evidence,reported_occurrence_count,listed_occurrence_count,group_occurrences,test_status,test_file,test_command,verification_mode,test_coverage,test_commit,target_context_json
11,java,switch_statements,wumpz-jhotdraw-10.2.4,/opt/projects/wumpz-jhotdraw-10.2.4,jhotdraw-utils/src/main/java/org/jhotdraw/utils/geom/path/BezierPath.java:method=arcTo|line=1064,0.625,"switch_count=1; case_count=5; default_count=0; max_branches=5; density=5.00; loc=113; review_priority=B_review; context=public void arcTo( / double rx, / double ry, / double xAxisRotation, / boolean largeArcFlag, / boolean sweepFlag, / double x, / double y) { / // Ensure radii are valid / if (rx == 0 || ry == 0) {; final_quality_gate=PASS; source_batch=previous_quality_gate; subagent_decision=PASS",1,1,"{""file"": ""jhotdraw-utils/src/main/java/org/jhotdraw/utils/geom/path/BezierPath.java"", ""class"": ""BezierPath"", ""method"": ""arcTo"", ""begin_line"": ""1064"", ""end_line"": ""1176""}",PASS_GE80,jhotdraw-utils/src/test/java/org/jhotdraw/utils/geom/GeometryCoverageBackfillRemainingTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -pl jhotdraw-utils -Dtest=GeometryCoverageBackfillRemainingTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test,sample_optimized,90.4,2ea903ee13f2,"{""target_class"":""BezierPath""}"
12,java,switch_statements,Mindustry-v154.3,/opt/projects/Mindustry-v154.3,core/src/mindustry/ai/types/LogicAI.java:method=updateMovement|line=49,0.625,switch_count=1; case_count=5; default_count=0; max_branches=5; density=5.00; loc=73; review_priority=B_review; context=@Override / public void updateMovement(){ / if(targetTimer > 0f){ / targetTimer -= Time.delta; / }else{ / radars.clear(); / targetTimer = 40f; / } /  / //timeout when not controlled by logic for a while; final_quality_gate=PASS; source_batch=previous_quality_gate; subagent_decision=PASS,1,1,"{""file"": ""core/src/mindustry/ai/types/LogicAI.java"", ""class"": ""LogicAI"", ""method"": ""updateMovement"", ""begin_line"": ""49"", ""end_line"": ""121""}",PASS_GE80,tests/src/test/java/MindustryLogicAICoverageBoost_ESTest.java,./gradlew :tests:cleanTest :tests:test --tests MindustryLogicAICoverageBoost_ESTest --no-build-cache --no-daemon,sample_optimized,90.0,acde88dcdf,"{""target_class"":""LogicAI""}"
13,java,switch_statements,canal-1.1.8,/opt/projects/canal-1.1.8,dbsync/src/main/java/com/taobao/tddl/dbsync/binlog/event/UserVarLogEvent.java:method=UserVarLogEvent|line=66,0.625,"switch_count=1; case_count=5; default_count=1; max_branches=6; density=5.00; loc=51; review_priority=B_review; context=public UserVarLogEvent(LogHeader header, LogBuffer buffer, FormatDescriptionLogEvent descriptionEvent) / throws IOException{ / super(header); /  / /* The Post-Header is empty. The Variable Data part begins immediately. */ / buffer.position(descriptionEvent.commonHeaderLen + descriptionEvent.postHeaderLen[USER_VAR_EVENT - 1]); / final int nameLen = (int) buffer.getUint32(); / name = buffer.getFixString(nameLen); // UV_NAME_LEN_SIZE / isNull = (0 != buffer.getInt8());; final_quality_gate=PASS; source_batch=previous_quality_gate; subagent_decision=PASS",1,1,"{""file"": ""dbsync/src/main/java/com/taobao/tddl/dbsync/binlog/event/UserVarLogEvent.java"", ""class"": ""UserVarLogEvent"", ""method"": ""UserVarLogEvent"", ""begin_line"": ""66"", ""end_line"": ""116""}",PASS_GE80,dbsync/src/test/java/com/taobao/tddl/dbsync/binlog/event/UserVarLogEventCoverageBoostTest.java;dbsync/src/test/java/com/taobao/tddl/dbsync/binlog/event/UserVarLogEventCoverageBoost_ESTest.java,"mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Djacoco.skip=true -pl dbsync -am -Dtest=UserVarLogEventCoverageBoostTest,UserVarLogEventCoverageBoost_ESTest -Dmaven.test.skip=false -DskipITs -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test -DcloseTestReports=false",sample_optimized,96.8,60d4ee828f89,"{""target_class"":""UserVarLogEvent""}"
14,java,switch_statements,wumpz-jhotdraw-10.2.4,/opt/projects/wumpz-jhotdraw-10.2.4,jhotdraw-utils/src/main/java/org/jhotdraw/utils/geom/DoubleStroke.java:method=createStrokedShape|line=48,0.625,"switch_count=1; case_count=5; default_count=0; max_branches=5; density=5.00; loc=43; review_priority=B_review; context=@Override / public Shape createStrokedShape(Shape s) { / BezierPath bp = new BezierPath(); / Path2D.Double left = new Path2D.Double(); / Path2D.Double right = new Path2D.Double(); / double[] coords = new double[6]; / // FIXME - We only do a flattened path / for (PathIterator i = s.getPathIterator(null, 0.1d); !i.isDone(); i.next()) { / int type = i.currentSegment(coords); / switch (type) {; final_quality_gate=PASS; source_batch=previous_quality_gate; subagent_decision=PASS",1,1,"{""file"": ""jhotdraw-utils/src/main/java/org/jhotdraw/utils/geom/DoubleStroke.java"", ""class"": ""DoubleStroke"", ""method"": ""createStrokedShape"", ""begin_line"": ""48"", ""end_line"": ""90""}",PASS_GE80,jhotdraw-utils/src/test/java/org/jhotdraw/utils/RemainingSourceAnchorTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -pl jhotdraw-utils -am -Dtest=RemainingSourceAnchorTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test,sample_optimized,84.0,874cd8ae0d79,"{""target_class"":""DoubleStroke""}"
15,java,switch_statements,h2database,/opt/projects/h2database,"h2/src/main/org/h2/command/Tokenizer.java:method=tokenize(String sql, boolean stopOnCloseParen, BitSet parameters)|line=162",95.0,switch_count=2; case_count=95; density=47.50; source_batch=expansion_switch_review; subagent_decision=PASS,1,1,"{""file"": ""h2/src/main/org/h2/command/Tokenizer.java"", ""class"": ""Tokenizer"", ""method"": ""tokenize(String sql, boolean stopOnCloseParen, BitSet parameters)"", ""begin_line"": ""162"", ""end_line"": ""552""}",PASS_GE80,h2/src/test/org/h2/command/TestTokenizer_ESTest.java;h2/src/test/org/h2/mode/TestToDateTokenizer_ESTest.java;h2/src/test/org/h2/test/unit/TestDateTimeTemplate_ESTest.java;h2/src/test/org/h2/test/unit/TestInterval_ESTest.java;h2/src/test/org/h2/util/json/TestJSONTextSource_ESTest.java,"cd h2 && mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dtest=TestDateTimeTemplate_ESTest,TestInterval_ESTest,TestJSONTextSource_ESTest,TestToDateTokenizer_ESTest,TestTokenizer_ESTest test -DfailIfNoTests=false",sample_optimized,85.4,dc16063b4fe3,"{""target_class"":""Tokenizer""}"
16,java,switch_statements,commons-compress,/opt/projects/commons-compress,src/main/java/org/apache/commons/compress/harmony/unpack200/BcBands.java:method=read(final InputStream in)|line=322,68.0,switch_count=1; case_count=68; density=68.00; source_batch=expansion_switch_review; subagent_decision=PASS,1,1,"{""file"": ""src/main/java/org/apache/commons/compress/harmony/unpack200/BcBands.java"", ""class"": ""BcBands"", ""method"": ""read(final InputStream in)"", ""begin_line"": ""322"", ""end_line"": ""560""}",PASS_GE80,src/test/java/org/apache/commons/compress/archivers/sevenz/SevenZFileCoverageBoost_ESTest.java;src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveEntryCoverageBoost_ESTest.java;src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveEntry_ESTest.java;src/test/java/org/apache/commons/compress/archivers/zip/ZipArchiveInputStreamCoverageBoost_ESTest.java;src/test/java/org/apache/commons/compress/compressors/bzip2/BZip2CompressorInputStreamCoverageBoost_ESTest.java;src/test/java/org/apache/commons/compress/compressors/lz4/BlockLZ4CompressorInputStreamCoverageBoost_ESTest.java;src/test/java/org/apache/commons/compress/compressors/lz4/BlockLZ4CompressorInputStream_ESTest.java;src/test/java/org/apache/commons/compress/harmony/internal/AttributeLayoutParser_ESTest.java;src/test/java/org/apache/commons/compress/harmony/unpack200/BcBands_ESTest.java;src/test/java/org/apache/commons/compress/harmony/unpack200/ClassBands_ESTest.java,"mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dtest=AttributeLayoutParser_ESTest,BZip2CompressorInputStreamCoverageBoost_ESTest,BcBands_ESTest,BlockLZ4CompressorInputStreamCoverageBoost_ESTest,BlockLZ4CompressorInputStream_ESTest,ClassBands_ESTest,SevenZFileCoverageBoost_ESTest,TarArchiveEntryCoverageBoost_ESTest,TarArchiveEntry_ESTest,ZipArchiveInputStreamCoverageBoost_ESTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test",sample_optimized,91.7,c6148c966f88,"{""target_class"":""BcBands""}"
17,java,switch_statements,tika,/opt/projects/tika,tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/rtf/jflex/RTFState.java:method=processControlWord(RTFToken tok)|line=129,24.0,switch_count=4; case_count=24; density=6.00; source_batch=expansion_switch_review; subagent_decision=PASS,1,1,"{""file"": ""tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/rtf/jflex/RTFState.java"", ""class"": ""RTFState"", ""method"": ""processControlWord(RTFToken tok)"", ""begin_line"": ""129"", ""end_line"": ""262""}",PASS_GE80,tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/test/java/org/apache/tika/parser/microsoft/rtf/jflex/RTFState_ESTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dcheckstyle.skip=true -pl tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module -am -Dtest=RTFState_ESTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test,sample_optimized,98.6,cb4de1f,"{""target_class"":""RTFState""}"
18,java,switch_statements,tika,/opt/projects/tika,tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/ExcelExtractor.java:method=internalProcessRecord(Record record)|line=508,22.0,switch_count=1; case_count=22; density=22.00; source_batch=expansion_switch_review; subagent_decision=PASS,1,1,"{""file"": ""tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/ExcelExtractor.java"", ""class"": ""TikaHSSFListener"", ""method"": ""internalProcessRecord(Record record)"", ""begin_line"": ""508"", ""end_line"": ""704""}",PASS_GE80,tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/test/java/org/apache/tika/parser/microsoft/ExcelParserTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dcheckstyle.skip=true -pl tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module -am -Dtest=ExcelParserTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test,sample_optimized,89.7,b7f5e12f4076,"{""target_class"":""TikaHSSFListener""}"
19,java,switch_statements,tika,/opt/projects/tika,tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/rtf/jflex/RTFHtmlDecapsulator.java:method=extract(byte[] rtfBytes)|line=56,11.0,switch_count=2; case_count=11; density=5.50; source_batch=expansion_switch_review; subagent_decision=PASS,1,1,"{""file"": ""tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/rtf/jflex/RTFHtmlDecapsulator.java"", ""class"": ""RTFHtmlDecapsulator"", ""method"": ""extract(byte[] rtfBytes)"", ""begin_line"": ""56"", ""end_line"": ""229""}",PASS_GE80,tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/test/java/org/apache/tika/parser/microsoft/rtf/jflex/RTFHtmlDecapsulator_ESTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dcheckstyle.skip=true -pl tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module -am -Dtest=RTFHtmlDecapsulator_ESTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test,sample_optimized,93.9,6e3c94e,"{""target_class"":""RTFHtmlDecapsulator""}"
20,java,switch_statements,tika,/opt/projects/tika,tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/rtf/jflex/RTFObjDataStreamParser.java:method=onByte(int b)|line=113,12.0,switch_count=1; case_count=12; density=12.00; source_batch=expansion_switch_review; subagent_decision=PASS,1,1,"{""file"": ""tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/rtf/jflex/RTFObjDataStreamParser.java"", ""class"": ""RTFObjDataStreamParser"", ""method"": ""onByte(int b)"", ""begin_line"": ""113"", ""end_line"": ""215""}",PASS_GE80,tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/test/java/org/apache/tika/parser/microsoft/rtf/jflex/RTFObjDataStreamParser_ESTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dcheckstyle.skip=true -pl tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module -am -Dtest=RTFObjDataStreamParser_ESTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test,sample_optimized,100.0,cb4de1f,"{""target_class"":""RTFObjDataStreamParser""}"
21,java,switch_statements,tika,/opt/projects/tika,"tika-encoding-detectors/tika-encoding-detector-mojibuster/src/main/java/org/apache/tika/ml/chardetect/HtmlByteStripper.java:method=strip(byte[] src, int srcOffset, int srcLen, byte[] dst, int dstOffset, boolean dropEntities)|line=187",16.0,switch_count=1; case_count=16; density=16.00; source_batch=expansion_switch_review; subagent_decision=PASS,1,1,"{""file"": ""tika-encoding-detectors/tika-encoding-detector-mojibuster/src/main/java/org/apache/tika/ml/chardetect/HtmlByteStripper.java"", ""class"": ""HtmlByteStripper"", ""method"": ""strip(byte[] src, int srcOffset, int srcLen, byte[] dst, int dstOffset, boolean dropEntities)"", ""begin_line"": ""187"", ""end_line"": ""520""}",PASS_GE80,tika-encoding-detectors/tika-encoding-detector-mojibuster/src/test/java/org/apache/tika/ml/chardetect/HtmlByteStripper_ESTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dcheckstyle.skip=true -pl tika-encoding-detectors/tika-encoding-detector-mojibuster -am -Dtest=HtmlByteStripper_ESTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test,sample_optimized,89.7,cd196bc,"{""target_class"":""HtmlByteStripper""}"
22,java,switch_statements,commons-compress,/opt/projects/commons-compress,"src/main/java/org/apache/commons/compress/archivers/sevenz/SevenZFile.java:method=readFilesInfo(final ByteBuffer header, final Archive archive)|line=1446",9.0,switch_count=1; case_count=9; density=9.00; source_batch=expansion_switch_review; subagent_decision=PASS,1,1,"{""file"": ""src/main/java/org/apache/commons/compress/archivers/sevenz/SevenZFile.java"", ""class"": ""SevenZFile"", ""method"": ""readFilesInfo(final ByteBuffer header, final Archive archive)"", ""begin_line"": ""1446"", ""end_line"": ""1595""}",PASS_GE80,src/test/java/org/apache/commons/compress/archivers/sevenz/SevenZFileCoverageBoost_ESTest.java;src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveEntryCoverageBoost_ESTest.java;src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveEntry_ESTest.java;src/test/java/org/apache/commons/compress/archivers/zip/ZipArchiveInputStreamCoverageBoost_ESTest.java;src/test/java/org/apache/commons/compress/compressors/bzip2/BZip2CompressorInputStreamCoverageBoost_ESTest.java;src/test/java/org/apache/commons/compress/compressors/lz4/BlockLZ4CompressorInputStreamCoverageBoost_ESTest.java;src/test/java/org/apache/commons/compress/compressors/lz4/BlockLZ4CompressorInputStream_ESTest.java;src/test/java/org/apache/commons/compress/harmony/internal/AttributeLayoutParser_ESTest.java;src/test/java/org/apache/commons/compress/harmony/unpack200/BcBands_ESTest.java;src/test/java/org/apache/commons/compress/harmony/unpack200/ClassBands_ESTest.java,"mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dtest=AttributeLayoutParser_ESTest,BZip2CompressorInputStreamCoverageBoost_ESTest,BcBands_ESTest,BlockLZ4CompressorInputStreamCoverageBoost_ESTest,BlockLZ4CompressorInputStream_ESTest,ClassBands_ESTest,SevenZFileCoverageBoost_ESTest,TarArchiveEntryCoverageBoost_ESTest,TarArchiveEntry_ESTest,ZipArchiveInputStreamCoverageBoost_ESTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test",sample_optimized,96.0,c6148c966f88,"{""target_class"":""SevenZFile""}"
23,java,switch_statements,commons-compress,/opt/projects/commons-compress,src/main/java/org/apache/commons/compress/compressors/bzip2/BZip2CompressorInputStream.java:method=read0()|line=739,8.0,switch_count=1; case_count=8; density=8.00; source_batch=expansion_switch_review; subagent_decision=PASS,1,1,"{""file"": ""src/main/java/org/apache/commons/compress/compressors/bzip2/BZip2CompressorInputStream.java"", ""class"": ""BZip2CompressorInputStream"", ""method"": ""read0()"", ""begin_line"": ""739"", ""end_line"": ""768""}",PASS_GE80,src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveEntryCoverageBoost_ESTest.java;src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveEntry_ESTest.java;src/test/java/org/apache/commons/compress/archivers/zip/ZipArchiveInputStreamCoverageBoost_ESTest.java;src/test/java/org/apache/commons/compress/compressors/bzip2/BZip2CompressorInputStreamCoverageBoost_ESTest.java;src/test/java/org/apache/commons/compress/compressors/lz4/BlockLZ4CompressorInputStreamCoverageBoost_ESTest.java;src/test/java/org/apache/commons/compress/compressors/lz4/BlockLZ4CompressorInputStream_ESTest.java,"mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dtest=BZip2CompressorInputStreamCoverageBoost_ESTest,BlockLZ4CompressorInputStreamCoverageBoost_ESTest,BlockLZ4CompressorInputStream_ESTest,TarArchiveEntryCoverageBoost_ESTest,TarArchiveEntry_ESTest,ZipArchiveInputStreamCoverageBoost_ESTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test",sample_optimized,90.0,c6148c966f88,"{""target_class"":""BZip2CompressorInputStream""}"
24,java,switch_statements,commons-compress,/opt/projects/commons-compress,"src/main/java/org/apache/commons/compress/compressors/lz4/BlockLZ4CompressorInputStream.java:method=read(final byte[] b, final int off, final int len)|line=94",5.0,switch_count=1; case_count=5; density=5.00; source_batch=expansion_switch_review; subagent_decision=PASS,1,1,"{""file"": ""src/main/java/org/apache/commons/compress/compressors/lz4/BlockLZ4CompressorInputStream.java"", ""class"": ""BlockLZ4CompressorInputStream"", ""method"": ""read(final byte[] b, final int off, final int len)"", ""begin_line"": ""94"", ""end_line"": ""126""}",PASS_GE80,src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveEntryCoverageBoost_ESTest.java;src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveEntry_ESTest.java;src/test/java/org/apache/commons/compress/compressors/lz4/BlockLZ4CompressorInputStreamCoverageBoost_ESTest.java;src/test/java/org/apache/commons/compress/compressors/lz4/BlockLZ4CompressorInputStream_ESTest.java,"mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dtest=BlockLZ4CompressorInputStreamCoverageBoost_ESTest,BlockLZ4CompressorInputStream_ESTest,TarArchiveEntryCoverageBoost_ESTest,TarArchiveEntry_ESTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test",sample_optimized,94.4,c6148c966f88,"{""target_class"":""BlockLZ4CompressorInputStream""}"
25,java,switch_statements,Mindustry-v154.3,/opt/projects/Mindustry-v154.3,core/src/mindustry/logic/LExecutor.java:method=run|line=1550,1.000,"switch_count=2; case_count=29; default_count=0; max_branches=29; density=14.50; loc=61; review_priority=A_strong; context=@Override / public void run(LExecutor exec){ / switch(rule){ / case waveTimer -> state.rules.waveTimer = value.bool(); / case wave -> state.wave = Math.max(value.numi(), 1); / case currentWaveTime -> state.wavetime = Math.max(value.numf() * 60f, 0f); / case waves -> state.rules.waves = value.bool(); / case waveSending -> state.rules.waveSending = value.bool(); / case attackMode -> state.rules.attackMode = value.bool(); / case waveSpacing -> state.rules.waveSpacing = value.numf() * 60f;",1,1,"{""file"": ""core/src/mindustry/logic/LExecutor.java"", ""class"": ""SetRuleI"", ""method"": ""run"", ""begin_line"": ""1550"", ""end_line"": ""1610""}",PASS_GE80,tests/src/test/java/MindustryLExecutorCoverageBoost_ESTest.java,./gradlew :tests:cleanTest :tests:test --tests MindustryLExecutorCoverageBoost_ESTest --no-build-cache --no-daemon,sample_optimized,83.0,acde88dcdf,"{""target_class"":""SetRuleI""}"
26,java,switch_statements,canal-1.1.8,/opt/projects/canal-1.1.8,parse/src/main/java/com/alibaba/otter/canal/parse/inbound/mysql/dbsync/LogEventConvert.java:method=parse|line=96,1.000,"switch_count=1; case_count=20; default_count=1; max_branches=21; density=20.00; loc=50; review_priority=A_strong; context=@Override / public Entry parse(LogEvent logEvent, boolean isSeek) throws CanalParseException { / if (logEvent == null || logEvent instanceof UnknownLogEvent) { / return null; / } /  / int eventType = logEvent.getHeader().getType(); / switch (eventType) { / case LogEvent.QUERY_EVENT: / return parseQueryEvent((QueryLogEvent) logEvent, isSeek);",1,1,"{""file"": ""parse/src/main/java/com/alibaba/otter/canal/parse/inbound/mysql/dbsync/LogEventConvert.java"", ""class"": ""LogEventConvert"", ""method"": ""parse"", ""begin_line"": ""96"", ""end_line"": ""145""}",PASS_GE80,parse/src/test/java/com/alibaba/otter/canal/parse/inbound/mysql/dbsync/LogEventConvertCoverageBoostTest.java;parse/src/test/java/com/alibaba/otter/canal/parse/inbound/mysql/dbsync/LogEventConvertCoverageBoost_ESTest.java,"mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Djacoco.skip=true -pl parse -am -Dtest=LogEventConvertCoverageBoostTest,LogEventConvertCoverageBoost_ESTest -Dmaven.test.skip=false -DskipITs -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test -DcloseTestReports=false",sample_optimized,95.2,60d4ee828f89,"{""target_class"":""LogEventConvert""}"
27,java,switch_statements,Mindustry-v154.3,/opt/projects/Mindustry-v154.3,core/src/mindustry/entities/comp/UnitComp.java:method=setProp|line=326,1.000,"switch_count=1; case_count=11; default_count=0; max_branches=11; density=11.00; loc=35; review_priority=A_strong; context=@Override / public void setProp(LAccess prop, double value){ / switch(prop){ / case health -> { / health = (float)Mathf.clamp(value, 0, maxHealth); / if(health <= 0f && !dead){ / kill(); / } / } / case shield -> shield = Math.max((float)value, 0f);",1,1,"{""file"": ""core/src/mindustry/entities/comp/UnitComp.java"", ""class"": ""UnitComp"", ""method"": ""setProp"", ""begin_line"": ""326"", ""end_line"": ""360""}",TEST_PRESENT_BELOW80,tests/src/test/java/MindustryConstructBlockCoverageBoost_ESTest.java;tests/src/test/java/MindustryCoverageBoostHarness.java;tests/src/test/java/MindustryDamageCoverageBoost_ESTest.java;tests/src/test/java/tantros_batch/MindustryTantrosCoverageBoostHarness.java;tests/src/test/java/tantros_batch/MindustryTantrosPlanetGeneratorCoverageBoost_ESTest.java,./gradlew :tests:cleanTest :tests:test --tests MindustryConstructBlockCoverageBoost_ESTest --tests MindustryCoverageBoostHarness --tests MindustryDamageCoverageBoost_ESTest --tests tantros_batch.MindustryTantrosCoverageBoostHarness --tests tantros_batch.MindustryTantrosPlanetGeneratorCoverageBoost_ESTest --no-build-cache --no-daemon,sample_optimized,0.0,acde88dcdf58,"{""target_class"":""UnitComp""}"
28,java,switch_statements,Mindustry-v154.3,/opt/projects/Mindustry-v154.3,core/src/mindustry/logic/LExecutor.java:method=run|line=1300,1.000,switch_count=1; case_count=8; default_count=0; max_branches=8; density=8.00; loc=49; review_priority=A_strong; context=@Override / public void run(LExecutor exec){ / int i = index.numi(); / Team t = team.team(); / if(t == null) return; / TeamData data = t.data(); /  / switch(type){ / case unit -> { / UnitType type = extra.obj() instanceof UnitType u ? u : null;,1,1,"{""file"": ""core/src/mindustry/logic/LExecutor.java"", ""class"": ""FetchI"", ""method"": ""run"", ""begin_line"": ""1300"", ""end_line"": ""1348""}",PASS_GE80,tests/src/test/java/MindustryLExecutorCoverageBoost_ESTest.java,./gradlew :tests:cleanTest :tests:test --tests MindustryLExecutorCoverageBoost_ESTest --no-build-cache --no-daemon,sample_optimized,100.0,acde88dcdf,"{""target_class"":""FetchI""}"
29,java,switch_statements,Mindustry-v154.3,/opt/projects/Mindustry-v154.3,core/src/mindustry/editor/DrawOperation.java:method=setTile|line=71,0.875,"switch_count=1; case_count=7; default_count=0; max_branches=7; density=7.00; loc=49; review_priority=B_review; context=void setTile(Tile tile, int type, int to){ / if(type == opBlock || type == opTeam || type == opRotation){ / tile.getLinkedTiles(t -> { / editor.renderer.updateBlock(t); / editor.renderer.updateStatic(t.x, t.y); / }); / }else{ / editor.renderer.updateStatic(tile.x, tile.y); / }",1,1,"{""file"": ""core/src/mindustry/editor/DrawOperation.java"", ""class"": ""DrawOperation"", ""method"": ""setTile"", ""begin_line"": ""71"", ""end_line"": ""119""}",PASS_GE80,tests/src/test/java/mindustry/editor/MindustryDrawOperationCoverageBoost_ESTest.java,./gradlew :tests:cleanTest :tests:test --tests mindustry.editor.MindustryDrawOperationCoverageBoost_ESTest --no-build-cache --no-daemon,sample_optimized,100.0,acde88dcdf,"{""target_class"":""DrawOperation""}"
30,java,switch_statements,directory-kerby-2.1.1,/opt/projects/directory-kerby-2.1.1,kerby-kerb/kerb-admin-server/src/main/java/org/apache/kerby/kerberos/kerb/admin/server/kadmin/AdminServerHandler.java:method=handleMessage|line=92,0.875,"switch_count=1; case_count=7; default_count=1; max_branches=8; density=7.00; loc=46; review_priority=B_review; context=public ByteBuffer handleMessage(ByteBuffer receivedMessage, / InetAddress remoteAddress) throws KrbException, IOException { / XdrStructType decoded = new AdminMessageCode(); / decoded.decode(receivedMessage); / XdrFieldInfo[] fieldInfos = decoded.getValue().getXdrFieldInfos(); / AdminMessageType type = (AdminMessageType) fieldInfos[0].getValue(); /  / /**Create LocalKadmin here*/ / LocalKadmin localKadmin = new LocalKadminImpl(adminServerContext.getAdminServerSetting()); / ByteBuffer responseMes",1,1,"{""file"": ""kerby-kerb/kerb-admin-server/src/main/java/org/apache/kerby/kerberos/kerb/admin/server/kadmin/AdminServerHandler.java"", ""class"": ""AdminServerHandler"", ""method"": ""handleMessage"", ""begin_line"": ""92"", ""end_line"": ""137""}",PASS_GE80,kerby-kerb/kerb-admin-server/src/test/java/org/apache/kerby/kerberos/kerb/admin/server/kadmin/AdminServerHandlerReviewOnlyTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Pjdk18 -Dcheckstyle.skip=true -Dpmd.skip=true -pl kerby-kerb/kerb-admin-server -am -Dtest=AdminServerHandlerReviewOnlyTest test -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false,sample_optimized,83.3,,"{""target_class"":""AdminServerHandler""}"
