sample_id,language,smell_type,project_name,project_path,location,metric_value,evidence,reported_occurrence_count,listed_occurrence_count,group_occurrences,test_status,test_file,test_command,test_coverage,test_commit
11,java,code_clone_type1,canal-1.1.8,/opt/projects/canal-1.1.8,client/src/main/java/com/alibaba/otter/canal/client/rabbitmq/RabbitMQCanalConnector.java:193 <-> client/src/main/java/com/alibaba/otter/canal/client/rocketmq/RocketMQCanalConnector.java:229,89.0,tokens=89; lines=17; group_size=3,2,2,"{""left_file"": ""client/src/main/java/com/alibaba/otter/canal/client/rabbitmq/RabbitMQCanalConnector.java"", ""left_class"": ""RabbitMQCanalConnector"", ""left_method"": ""getListWithoutAck(Long timeout, TimeUnit unit)"", ""left_begin_line"": ""193"", ""left_end_line"": ""209"", ""right_file"": ""client/src/main/java/com/alibaba/otter/canal/client/rocketmq/RocketMQCanalConnector.java"", ""right_class"": ""RocketMQCanalConnector"", ""right_method"": ""getListWithoutAck(Long timeout, TimeUnit unit)"", ""right_begin_line"": ""229"", ""right_end_line"": ""245""}",PASS_GE80,client/src/test/java/com/alibaba/otter/canal/client/rabbitmq/RabbitMQCanalConnectorCoverageBoostTest.java;client/src/test/java/com/alibaba/otter/canal/client/rabbitmq/RabbitMQCanalConnectorCoverageBoost_ESTest.java;client/src/test/java/com/alibaba/otter/canal/client/rocketmq/RocketMQCanalConnectorCoverageBoostTest.java;client/src/test/java/com/alibaba/otter/canal/client/rocketmq/RocketMQCanalConnectorCoverageBoost_ESTest.java,"mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Djacoco.skip=true -pl client -am -Dtest=RabbitMQCanalConnectorCoverageBoostTest,RabbitMQCanalConnectorCoverageBoost_ESTest,RocketMQCanalConnectorCoverageBoostTest,RocketMQCanalConnectorCoverageBoost_ESTest -Dmaven.test.skip=false -DskipITs -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test",100.0,60d4ee828f89
12,java,code_clone_type1,canal-1.1.8,/opt/projects/canal-1.1.8,client/src/main/java/com/alibaba/otter/canal/client/rabbitmq/RabbitMQCanalConnector.java:221 <-> client/src/main/java/com/alibaba/otter/canal/client/rocketmq/RocketMQCanalConnector.java:229,89.0,tokens=89; lines=17; group_size=3,2,2,"{""left_file"": ""client/src/main/java/com/alibaba/otter/canal/client/rabbitmq/RabbitMQCanalConnector.java"", ""left_class"": ""RabbitMQCanalConnector"", ""left_method"": ""getFlatListWithoutAck(Long timeout, TimeUnit unit)"", ""left_begin_line"": ""221"", ""left_end_line"": ""237"", ""right_file"": ""client/src/main/java/com/alibaba/otter/canal/client/rocketmq/RocketMQCanalConnector.java"", ""right_class"": ""RocketMQCanalConnector"", ""right_method"": ""getListWithoutAck(Long timeout, TimeUnit unit)"", ""right_begin_line"": ""229"", ""right_end_line"": ""245""}",PASS_GE80,client/src/test/java/com/alibaba/otter/canal/client/rabbitmq/RabbitMQCanalConnectorCoverageBoostTest.java;client/src/test/java/com/alibaba/otter/canal/client/rabbitmq/RabbitMQCanalConnectorCoverageBoost_ESTest.java;client/src/test/java/com/alibaba/otter/canal/client/rocketmq/RocketMQCanalConnectorCoverageBoostTest.java;client/src/test/java/com/alibaba/otter/canal/client/rocketmq/RocketMQCanalConnectorCoverageBoost_ESTest.java,"mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Djacoco.skip=true -pl client -am -Dtest=RabbitMQCanalConnectorCoverageBoostTest,RabbitMQCanalConnectorCoverageBoost_ESTest,RocketMQCanalConnectorCoverageBoostTest,RocketMQCanalConnectorCoverageBoost_ESTest -Dmaven.test.skip=false -DskipITs -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test",100.0,60d4ee828f89
13,java,code_clone_type1,canal-1.1.8,/opt/projects/canal-1.1.8,parse/src/main/java/com/alibaba/otter/canal/parse/inbound/mysql/LocalBinLogConnection.java:407 <-> parse/src/main/java/com/alibaba/otter/canal/parse/inbound/mysql/LocalBinlogEventParser.java:105,37.0,tokens=37; lines=8; group_size=2,2,2,"{""left_file"": ""parse/src/main/java/com/alibaba/otter/canal/parse/inbound/mysql/LocalBinLogConnection.java"", ""left_class"": ""LocalBinLogConnection"", ""left_method"": ""fork()"", ""left_begin_line"": ""407"", ""left_end_line"": ""414"", ""right_file"": ""parse/src/main/java/com/alibaba/otter/canal/parse/inbound/mysql/LocalBinlogEventParser.java"", ""right_class"": ""LocalBinlogEventParser"", ""right_method"": ""buildLocalBinLogConnection()"", ""right_begin_line"": ""105"", ""right_end_line"": ""113""}",PASS_GE80,parse/src/test/java/com/alibaba/otter/canal/parse/inbound/mysql/LocalBinLogConnectionCoverageBoostTest.java;parse/src/test/java/com/alibaba/otter/canal/parse/inbound/mysql/LocalBinLogConnectionCoverageBoost_ESTest.java;parse/src/test/java/com/alibaba/otter/canal/parse/inbound/mysql/LocalBinlogEventParserCoverageBoostTest.java;parse/src/test/java/com/alibaba/otter/canal/parse/inbound/mysql/LocalBinlogEventParserCoverageBoost_ESTest.java;parse/src/test/java/com/alibaba/otter/canal/parse/inbound/mysql/LocalBinlogEventParserTest.java,"mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Djacoco.skip=true -pl parse -am -Dtest=LocalBinLogConnectionCoverageBoostTest,LocalBinLogConnectionCoverageBoost_ESTest,LocalBinlogEventParserCoverageBoostTest,LocalBinlogEventParserCoverageBoost_ESTest,LocalBinlogEventParserTest -Dmaven.test.skip=false -DskipITs -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test",100.0,60d4ee828f89
14,java,code_clone_type1,canal-1.1.8,/opt/projects/canal-1.1.8,parse/src/main/java/com/alibaba/otter/canal/parse/inbound/mysql/LocalBinlogEventParser.java:88 <-> parse/src/main/java/com/alibaba/otter/canal/parse/inbound/mysql/MysqlEventParser.java:164,61.0,tokens=61; lines=16; group_size=2,2,2,"{""left_file"": ""parse/src/main/java/com/alibaba/otter/canal/parse/inbound/mysql/LocalBinlogEventParser.java"", ""left_class"": ""LocalBinlogEventParser"", ""left_method"": ""stop()"", ""left_begin_line"": ""88"", ""left_end_line"": ""103"", ""right_file"": ""parse/src/main/java/com/alibaba/otter/canal/parse/inbound/mysql/MysqlEventParser.java"", ""right_class"": ""MysqlEventParser"", ""right_method"": ""stop()"", ""right_begin_line"": ""164"", ""right_end_line"": ""179""}",PASS_GE80,parse/src/test/java/com/alibaba/otter/canal/parse/inbound/mysql/LocalBinlogEventParserCoverageBoostTest.java;parse/src/test/java/com/alibaba/otter/canal/parse/inbound/mysql/LocalBinlogEventParserCoverageBoost_ESTest.java;parse/src/test/java/com/alibaba/otter/canal/parse/inbound/mysql/LocalBinlogEventParserTest.java;parse/src/test/java/com/alibaba/otter/canal/parse/inbound/mysql/MysqlEventParserCoverageBoostTest.java;parse/src/test/java/com/alibaba/otter/canal/parse/inbound/mysql/MysqlEventParserCoverageBoost_ESTest.java;parse/src/test/java/com/alibaba/otter/canal/parse/inbound/mysql/MysqlEventParserTest.java,"mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Djacoco.skip=true -pl parse -am -Dtest=LocalBinlogEventParserCoverageBoostTest,LocalBinlogEventParserCoverageBoost_ESTest,LocalBinlogEventParserTest,MysqlEventParserCoverageBoostTest,MysqlEventParserCoverageBoost_ESTest,MysqlEventParserTest -Dmaven.test.skip=false -DskipITs -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test",100.0,60d4ee828f89
15,java,code_clone_type1,commons-lang-3.20.0,/opt/projects/commons-lang-3.20.0,src/main/java/org/apache/commons/lang3/builder/EqualsBuilder.java:403 <-> src/main/java/org/apache/commons/lang3/builder/EqualsBuilder.java:802,93.0,tokens=93; lines=20; group_size=2,2,2,"{""left_file"": ""src/main/java/org/apache/commons/lang3/builder/EqualsBuilder.java"", ""left_class"": ""EqualsBuilder"", ""left_method"": ""append(final boolean[] lhs, final boolean[] rhs)"", ""left_begin_line"": ""403"", ""left_end_line"": ""422"", ""right_file"": ""src/main/java/org/apache/commons/lang3/builder/EqualsBuilder.java"", ""right_class"": ""EqualsBuilder"", ""right_method"": ""append(final short[] lhs, final short[] rhs)"", ""right_begin_line"": ""802"", ""right_end_line"": ""821""}",PASS_GE80,src/test/java/org/apache/commons/lang3/builder/EqualsBuilderTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Drat.skip=true -Dtest=EqualsBuilderTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test,84.6,0378b992b4bf
16,java,code_clone_type1,commons-lang-3.20.0,/opt/projects/commons-lang-3.20.0,src/main/java/org/apache/commons/lang3/builder/ToStringStyle.java:739 <-> src/main/java/org/apache/commons/lang3/builder/ToStringStyle.java:1008,65.0,tokens=65; lines=11; group_size=2,2,2,"{""left_file"": ""src/main/java/org/apache/commons/lang3/builder/ToStringStyle.java"", ""left_class"": ""ToStringStyle"", ""left_method"": ""append(final StringBuffer buffer, final String fieldName, final boolean[] array, final Boolean fullDetail)"", ""left_begin_line"": ""739"", ""left_end_line"": ""749"", ""right_file"": ""src/main/java/org/apache/commons/lang3/builder/ToStringStyle.java"", ""right_class"": ""ToStringStyle"", ""right_method"": ""append(final StringBuffer buffer, final String fieldName, final short[] array, final Boolean fullDetail)"", ""right_begin_line"": ""1008"", ""right_end_line"": ""1018""}",PASS_GE80,src/test/java/org/apache/commons/lang3/builder/BuilderCoverageBackfillRemainingTest.java,"mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Drat.skip=true -Dtest=CoverageBackfillRemainingTest,BuilderCoverageBackfillRemainingTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test",100.0,0378b992b4bf
17,java,code_clone_type1,commons-lang-3.20.0,/opt/projects/commons-lang-3.20.0,src/main/java/org/apache/commons/lang3/builder/CompareToBuilder.java:373 <-> src/main/java/org/apache/commons/lang3/builder/CompareToBuilder.java:926,115.0,tokens=115; lines=24; group_size=2,2,2,"{""left_file"": ""src/main/java/org/apache/commons/lang3/builder/CompareToBuilder.java"", ""left_class"": ""CompareToBuilder"", ""left_method"": ""append(final boolean[] lhs, final boolean[] rhs)"", ""left_begin_line"": ""373"", ""left_end_line"": ""396"", ""right_file"": ""src/main/java/org/apache/commons/lang3/builder/CompareToBuilder.java"", ""right_class"": ""CompareToBuilder"", ""right_method"": ""append(final short[] lhs, final short[] rhs)"", ""right_begin_line"": ""926"", ""right_end_line"": ""949""}",PASS_GE80,src/test/java/org/apache/commons/lang3/builder/BuilderCoverageBackfillRemainingTest.java,"mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Drat.skip=true -Dtest=CoverageBackfillRemainingTest,BuilderCoverageBackfillRemainingTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test",93.8,0378b992b4bf
18,java,code_clone_type1,commons-lang-3.20.0,/opt/projects/commons-lang-3.20.0,src/main/java/org/apache/commons/lang3/text/StrSubstitutor.java:785 <-> src/main/java/org/apache/commons/lang3/text/StrSubstitutor.java:828,74.0,tokens=74; lines=11; group_size=2,2,2,"{""left_file"": ""src/main/java/org/apache/commons/lang3/text/StrSubstitutor.java"", ""left_class"": ""StrSubstitutor"", ""left_method"": ""replaceIn(final StringBuffer source, final int offset, final int length)"", ""left_begin_line"": ""785"", ""left_end_line"": ""795"", ""right_file"": ""src/main/java/org/apache/commons/lang3/text/StrSubstitutor.java"", ""right_class"": ""StrSubstitutor"", ""right_method"": ""replaceIn(final StringBuilder source, final int offset, final int length)"", ""right_begin_line"": ""828"", ""right_end_line"": ""838""}",PASS_GE80,src/test/java/org/apache/commons/lang3/SerializationUtilsCoverageBoost_ESTest.java;src/test/java/org/apache/commons/lang3/builder/CoverageBoost_ESTest.java;src/test/java/org/apache/commons/lang3/math/CoverageBoost_ESTest.java;src/test/java/org/apache/commons/lang3/reflect/CoverageBoost_ESTest.java;src/test/java/org/apache/commons/lang3/text/CoverageBoost_ESTest.java;src/test/java/org/apache/commons/lang3/time/CoverageBoost_ESTest.java,"mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Drat.skip=true -Dtest=CoverageBoost_ESTest,SerializationUtilsCoverageBoost_ESTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test",85.7,0378b992b4bf
19,java,code_clone_type1,commons-lang-3.20.0,/opt/projects/commons-lang-3.20.0,src/main/java/org/apache/commons/lang3/builder/ToStringStyle.java:1086 <-> src/main/java/org/apache/commons/lang3/builder/ToStringStyle.java:1357,65.0,tokens=65; lines=10; group_size=2,2,2,"{""left_file"": ""src/main/java/org/apache/commons/lang3/builder/ToStringStyle.java"", ""left_class"": ""ToStringStyle"", ""left_method"": ""appendDetail(final StringBuffer buffer, final String fieldName, final boolean[] array)"", ""left_begin_line"": ""1086"", ""left_end_line"": ""1095"", ""right_file"": ""src/main/java/org/apache/commons/lang3/builder/ToStringStyle.java"", ""right_class"": ""ToStringStyle"", ""right_method"": ""appendDetail(final StringBuffer buffer, final String fieldName, final short[] array)"", ""right_begin_line"": ""1357"", ""right_end_line"": ""1366""}",PASS_GE80,src/test/java/org/apache/commons/lang3/builder/ToStringStyleTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Drat.skip=true -Dtest=ToStringStyleTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test,100.0,0378b992b4bf
20,java,code_clone_type1,commons-lang-3.20.0,/opt/projects/commons-lang-3.20.0,src/main/java/org/apache/commons/lang3/ArrayUtils.java:3888 <-> src/main/java/org/apache/commons/lang3/ArrayUtils.java:4274,67.0,tokens=67; lines=14; group_size=2,2,2,"{""left_file"": ""src/main/java/org/apache/commons/lang3/ArrayUtils.java"", ""left_class"": ""ArrayUtils"", ""left_method"": ""lastIndexOf(final byte[] array, final byte valueToFind, int startIndex)"", ""left_begin_line"": ""3888"", ""left_end_line"": ""3901"", ""right_file"": ""src/main/java/org/apache/commons/lang3/ArrayUtils.java"", ""right_class"": ""ArrayUtils"", ""right_method"": ""lastIndexOf(final short[] array, final short valueToFind, int startIndex)"", ""right_begin_line"": ""4274"", ""right_end_line"": ""4287""}",PASS_GE80,src/test/java/org/apache/commons/lang3/ArrayUtilsTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Drat.skip=true -Dtest=ArrayUtilsTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test,100.0,0378b992b4bf
21,java,code_clone_type1,wumpz-jhotdraw-10.2.4,/opt/projects/wumpz-jhotdraw-10.2.4,jhotdraw-gui/src/main/java/org/jhotdraw/gui/DefaultActivityModel.java:224 <-> jhotdraw-utils/src/main/java/org/jhotdraw/utils/beans/AbstractBean.java:49,75.0,tokens=75; lines=20; group_size=2,2,2,"{""left_file"": ""jhotdraw-gui/src/main/java/org/jhotdraw/gui/DefaultActivityModel.java"", ""left_class"": ""DefaultActivityModel"", ""left_method"": ""removePropertyChangeListener(PropertyChangeListener listener)"", ""left_begin_line"": ""224"", ""left_end_line"": ""243"", ""right_file"": ""jhotdraw-utils/src/main/java/org/jhotdraw/utils/beans/AbstractBean.java"", ""right_class"": ""AbstractBean"", ""right_method"": ""removePropertyChangeListener(PropertyChangeListener listener)"", ""right_begin_line"": ""49"", ""right_end_line"": ""68""}",PASS_GE80,jhotdraw-gui/src/test/java/org/jhotdraw/gui/DefaultActivityModelCoverageBoost_ESTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -pl jhotdraw-gui -am -Dtest=DefaultActivityModelCoverageBoost_ESTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test,100.0,2ea903ee13f2
22,java,code_clone_type1,wumpz-jhotdraw-10.2.4,/opt/projects/wumpz-jhotdraw-10.2.4,jhotdraw-utils/src/main/java/org/jhotdraw/utils/geom/ConvexHull.java:179 <-> jhotdraw-utils/src/main/java/org/jhotdraw/utils/geom/ConvexHull.java:251,82.0,tokens=82; lines=9; group_size=2,2,2,"{""left_file"": ""jhotdraw-utils/src/main/java/org/jhotdraw/utils/geom/ConvexHull.java"", ""left_class"": ""ConvexHull"", ""left_method"": ""isRightTurn(Point p1, Point p2, Point p3)"", ""left_begin_line"": ""179"", ""left_end_line"": ""187"", ""right_file"": ""jhotdraw-utils/src/main/java/org/jhotdraw/utils/geom/ConvexHull.java"", ""right_class"": ""ConvexHull"", ""right_method"": ""isRightTurn2D(Point.Double p1, Point.Double p2, Point.Double p3)"", ""right_begin_line"": ""251"", ""right_end_line"": ""259""}",PASS_GE80,jhotdraw-utils/src/test/java/org/jhotdraw/utils/geom/GeometryCoverageBackfillRemainingTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -pl jhotdraw-utils -Dtest=GeometryCoverageBackfillRemainingTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test,100.0,874cd8ae0d79
23,java,code_clone_type1,wumpz-jhotdraw-10.2.4,/opt/projects/wumpz-jhotdraw-10.2.4,jhotdraw-gui/src/main/java/org/jhotdraw/gui/ActivityManager.java:105 <-> jhotdraw-gui/src/main/java/org/jhotdraw/gui/JActivityWindow.java:278,50.0,tokens=50; lines=11; group_size=2,2,2,"{""left_file"": ""jhotdraw-gui/src/main/java/org/jhotdraw/gui/ActivityManager.java"", ""left_class"": ""ActivityManager"", ""left_method"": ""invokeAndWait(Runnable r)"", ""left_begin_line"": ""105"", ""left_end_line"": ""115"", ""right_file"": ""jhotdraw-gui/src/main/java/org/jhotdraw/gui/JActivityWindow.java"", ""right_class"": ""JActivityWindow"", ""right_method"": ""invokeAndWait(Runnable r)"", ""right_begin_line"": ""278"", ""right_end_line"": ""288""}",PASS_GE80,jhotdraw-gui/src/test/java/org/jhotdraw/gui/ActivityManagerCoverageBoost_ESTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -pl jhotdraw-gui -am -Dtest=ActivityManagerCoverageBoost_ESTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test,100.0,
24,java,code_clone_type1,wumpz-jhotdraw-10.2.4,/opt/projects/wumpz-jhotdraw-10.2.4,jhotdraw-core/src/main/java/org/jhotdraw/draw/figure/AbstractAttributedCompositeFigure.java:715 <-> jhotdraw-core/src/main/java/org/jhotdraw/draw/figure/AbstractAttributedFigure.java:105,37.0,tokens=37; lines=4; group_size=2,2,2,"{""left_file"": ""jhotdraw-core/src/main/java/org/jhotdraw/draw/figure/AbstractAttributedCompositeFigure.java"", ""left_class"": ""AbstractAttributedCompositeFigure"", ""left_method"": ""getStrokeMiterLimitFactor()"", ""left_begin_line"": ""715"", ""left_end_line"": ""718"", ""right_file"": ""jhotdraw-core/src/main/java/org/jhotdraw/draw/figure/AbstractAttributedFigure.java"", ""right_class"": ""AbstractAttributedFigure"", ""right_method"": ""getStrokeMiterLimitFactor()"", ""right_begin_line"": ""105"", ""right_end_line"": ""108""}",PASS_GE80,jhotdraw-core/src/test/java/org/jhotdraw/draw/figure/AttributedMiterLimitCoverageBoost_ESTest.java;jhotdraw-core/src/test/java/org/jhotdraw/draw/locator/RelativeLocatorCoverageBoost_ESTest.java;jhotdraw-utils/src/test/java/org/jhotdraw/utils/geom/path/BezierCoverageBoost_ESTest.java;jhotdraw-utils/src/test/java/org/jhotdraw/utils/io/StreamPosTokenizerCoverageBoost_ESTest.java;jhotdraw-utils/src/test/java/org/jhotdraw/utils/net/ClientHttpRequestCoverageBoostTest.java;jhotdraw-utils/src/test/java/org/jhotdraw/utils/net/ClientHttpRequestCoverageBoost_ESTest.java;jhotdraw-utils/src/test/java/org/jhotdraw/utils/util/prefs/ToolBarPrefsHandlerCoverageBoost_ESTest.java,"mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -pl jhotdraw-core,jhotdraw-utils -am -Dtest=AttributedMiterLimitCoverageBoost_ESTest,BezierCoverageBoost_ESTest,ClientHttpRequestCoverageBoostTest,ClientHttpRequestCoverageBoost_ESTest,RelativeLocatorCoverageBoost_ESTest,StreamPosTokenizerCoverageBoost_ESTest,ToolBarPrefsHandlerCoverageBoost_ESTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test",100.0,2ea903ee13f2
25,java,code_clone_type1,wumpz-jhotdraw-10.2.4,/opt/projects/wumpz-jhotdraw-10.2.4,jhotdraw-utils/src/main/java/org/jhotdraw/utils/util/prefs/ToolBarPrefsHandler.java:133 <-> jhotdraw-utils/src/main/java/org/jhotdraw/utils/util/prefs/ToolBarPrefsHandler.java:142,40.0,tokens=40; lines=7; group_size=2,2,2,"{""left_file"": ""jhotdraw-utils/src/main/java/org/jhotdraw/utils/util/prefs/ToolBarPrefsHandler.java"", ""left_class"": ""ToolBarPrefsHandler"", ""left_method"": ""ancestorMoved(AncestorEvent event)"", ""left_begin_line"": ""133"", ""left_end_line"": ""139"", ""right_file"": ""jhotdraw-utils/src/main/java/org/jhotdraw/utils/util/prefs/ToolBarPrefsHandler.java"", ""right_class"": ""ToolBarPrefsHandler"", ""right_method"": ""ancestorRemoved(AncestorEvent event)"", ""right_begin_line"": ""142"", ""right_end_line"": ""148""}",PASS_GE80,jhotdraw-utils/src/test/java/org/jhotdraw/utils/util/prefs/ToolBarPrefsHandlerCoverageBoost_ESTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -pl jhotdraw-utils -am -Dtest=ToolBarPrefsHandlerCoverageBoost_ESTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test,100.0,2ea903ee
26,java,code_clone_type1,wumpz-jhotdraw-10.2.4,/opt/projects/wumpz-jhotdraw-10.2.4,jhotdraw-gui/src/main/java/org/jhotdraw/gui/JSheet.java:503 <-> jhotdraw-gui/src/main/java/org/jhotdraw/gui/JSheet.java:524,90.0,tokens=90; lines=16; group_size=2,2,2,"{""left_file"": ""jhotdraw-gui/src/main/java/org/jhotdraw/gui/JSheet.java"", ""left_class"": ""JSheet"", ""left_method"": ""fireOptionSelected(JFileChooser pane, int option)"", ""left_begin_line"": ""503"", ""left_end_line"": ""518"", ""right_file"": ""jhotdraw-gui/src/main/java/org/jhotdraw/gui/JSheet.java"", ""right_class"": ""JSheet"", ""right_method"": ""fireOptionSelected(URIChooser pane, int option)"", ""right_begin_line"": ""524"", ""right_end_line"": ""539""}",PASS_GE80,jhotdraw-gui/src/test/java/org/jhotdraw/gui/JSheetCoverageBoost_ESTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -pl jhotdraw-gui -am -Dtest=JSheetCoverageBoost_ESTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test,100.0,2ea903ee13f2
27,java,code_clone_type1,commons-lang-3.20.0,/opt/projects/commons-lang-3.20.0,src/main/java/org/apache/commons/lang3/StringUtils.java:3931 <-> src/main/java/org/apache/commons/lang3/StringUtils.java:4663,91.0,tokens=91; lines=15; group_size=2,2,2,"{""left_file"": ""src/main/java/org/apache/commons/lang3/StringUtils.java"", ""left_class"": ""StringUtils"", ""left_method"": ""join(final byte[] array, final char delimiter, final int startIndex, final int endIndex)"", ""left_begin_line"": ""3931"", ""left_end_line"": ""3945"", ""right_file"": ""src/main/java/org/apache/commons/lang3/StringUtils.java"", ""right_class"": ""StringUtils"", ""right_method"": ""join(final short[] array, final char delimiter, final int startIndex, final int endIndex)"", ""right_begin_line"": ""4663"", ""right_end_line"": ""4677""}",PASS_GE80,src/test/java/org/apache/commons/lang3/StringUtilsTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Drat.skip=true -Dtest=StringUtilsTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test,100.0,0378b992b4bf
28,java,code_clone_type1,canal-1.1.8,/opt/projects/canal-1.1.8,meta/src/main/java/com/alibaba/otter/canal/meta/FileMixedMetaManager.java:144 <-> meta/src/main/java/com/alibaba/otter/canal/meta/MixedMetaManager.java:93,35.0,tokens=35; lines=8; group_size=2,2,2,"{""left_file"": ""meta/src/main/java/com/alibaba/otter/canal/meta/FileMixedMetaManager.java"", ""left_class"": ""FileMixedMetaManager"", ""left_method"": ""getCursor(ClientIdentity clientIdentity)"", ""left_begin_line"": ""144"", ""left_end_line"": ""151"", ""right_file"": ""meta/src/main/java/com/alibaba/otter/canal/meta/MixedMetaManager.java"", ""right_class"": ""MixedMetaManager"", ""right_method"": ""getCursor(ClientIdentity clientIdentity)"", ""right_begin_line"": ""93"", ""right_end_line"": ""100""}",PASS_GE80,meta/src/test/java/com/alibaba/otter/canal/meta/FileMixedMetaManagerCoverageBoost_ESTest.java;meta/src/test/java/com/alibaba/otter/canal/meta/FileMixedMetaManagerTest.java;meta/src/test/java/com/alibaba/otter/canal/meta/MixedMetaManagerCoverageBoostTest.java;meta/src/test/java/com/alibaba/otter/canal/meta/MixedMetaManagerCoverageBoost_ESTest.java;meta/src/test/java/com/alibaba/otter/canal/meta/MixedMetaManagerTest.java,"mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Djacoco.skip=true -pl meta -am -Dtest=FileMixedMetaManagerCoverageBoost_ESTest,FileMixedMetaManagerTest,MixedMetaManagerCoverageBoostTest,MixedMetaManagerCoverageBoost_ESTest,MixedMetaManagerTest -Dmaven.test.skip=false -DskipITs -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test",100.0,60d4ee828f89
29,java,code_clone_type1,commons-lang-3.20.0,/opt/projects/commons-lang-3.20.0,src/main/java/org/apache/commons/lang3/text/translate/NumericEntityEscaper.java:96 <-> src/main/java/org/apache/commons/lang3/text/translate/UnicodeEscaper.java:96,30.0,tokens=30; lines=5; group_size=2,2,2,"{""left_file"": ""src/main/java/org/apache/commons/lang3/text/translate/NumericEntityEscaper.java"", ""left_class"": ""NumericEntityEscaper"", ""left_method"": ""NumericEntityEscaper(final int below, final int above, final boolean between)"", ""left_begin_line"": ""96"", ""left_end_line"": ""100"", ""right_file"": ""src/main/java/org/apache/commons/lang3/text/translate/UnicodeEscaper.java"", ""right_class"": ""UnicodeEscaper"", ""right_method"": ""UnicodeEscaper(final int below, final int above, final boolean between)"", ""right_begin_line"": ""96"", ""right_end_line"": ""100""}",PASS_GE80,src/test/java/org/apache/commons/lang3/text/translate/NumericEntityEscaperTest.java;src/test/java/org/apache/commons/lang3/text/translate/UnicodeEscaperTest.java,"mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Drat.skip=true -Dtest=NumericEntityEscaperTest,UnicodeEscaperTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test",100.0,0378b992b4bf
