sample_id,language,smell_type,project_name,project_path,location,metric_value,evidence,reported_occurrence_count,listed_occurrence_count,group_occurrences,test_status,test_file,test_command,test_coverage,test_commit,test_oracle_sha256
11,java,refused_bequest,mybatis-3,/opt/projects/mybatis-3,src/main/java/org/apache/ibatis/reflection/wrapper/CollectionWrapper.java:method=set|line=41,0.85,quality=RELAXED_CLEAR_PATH; parents=ObjectWrapper; flags=explicit_unsupported_throw+unsupported_override_interface_segregation; refactor_path=split_collection_wrapper_from_property_wrapper; target_contract=set_PropertyTokenizer_Object,1,1,,PASS_GE80,src/test/java/org/apache/ibatis/reflection/wrapper/CollectionWrapperRefusedBequest_ESTest.java,mvn -gs /opt/buildenv/maven-offline-settings.xml -Dmaven.plugin.validation=NONE -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dtest=CollectionWrapperRefusedBequest_ESTest test -DfailIfNoTests=false,100.0,e366cb7ee72e71564dded236c3515af64c61dca4
12,java,refused_bequest,mybatis-3,/opt/projects/mybatis-3,src/main/java/org/apache/ibatis/reflection/wrapper/CollectionWrapper.java:method=findProperty|line=46,0.85,quality=RELAXED_CLEAR_PATH; parents=ObjectWrapper; flags=explicit_unsupported_throw+unsupported_override_interface_segregation; refactor_path=split_collection_wrapper_from_property_wrapper; target_contract=findProperty,1,1,,PASS_GE80,src/test/java/org/apache/ibatis/reflection/wrapper/CollectionWrapperRefusedBequest_ESTest.java,mvn -gs /opt/buildenv/maven-offline-settings.xml -Dmaven.plugin.validation=NONE -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dtest=CollectionWrapperRefusedBequest_ESTest test -DfailIfNoTests=false,100.0,e366cb7ee72e71564dded236c3515af64c61dca4
13,java,refused_bequest,mybatis-3,/opt/projects/mybatis-3,src/main/java/org/apache/ibatis/reflection/wrapper/CollectionWrapper.java:method=getGetterNames|line=51,0.85,quality=RELAXED_CLEAR_PATH; parents=ObjectWrapper; flags=explicit_unsupported_throw+unsupported_override_interface_segregation; refactor_path=split_collection_wrapper_from_property_wrapper; target_contract=getGetterNames,1,1,,PASS_GE80,src/test/java/org/apache/ibatis/reflection/wrapper/CollectionWrapperRefusedBequest_ESTest.java,mvn -gs /opt/buildenv/maven-offline-settings.xml -Dmaven.plugin.validation=NONE -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dtest=CollectionWrapperRefusedBequest_ESTest test -DfailIfNoTests=false,100.0,e366cb7ee72e71564dded236c3515af64c61dca4
14,java,refused_bequest,mybatis-3,/opt/projects/mybatis-3,src/main/java/org/apache/ibatis/reflection/wrapper/CollectionWrapper.java:method=getSetterNames|line=56,0.85,quality=RELAXED_CLEAR_PATH; parents=ObjectWrapper; flags=explicit_unsupported_throw+unsupported_override_interface_segregation; refactor_path=split_collection_wrapper_from_property_wrapper; target_contract=getSetterNames,1,1,,PASS_GE80,src/test/java/org/apache/ibatis/reflection/wrapper/CollectionWrapperRefusedBequest_ESTest.java,mvn -gs /opt/buildenv/maven-offline-settings.xml -Dmaven.plugin.validation=NONE -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dtest=CollectionWrapperRefusedBequest_ESTest test -DfailIfNoTests=false,100.0,e366cb7ee72e71564dded236c3515af64c61dca4
15,java,refused_bequest,mybatis-3,/opt/projects/mybatis-3,src/main/java/org/apache/ibatis/reflection/wrapper/CollectionWrapper.java:method=getSetterType|line=61,0.85,quality=RELAXED_CLEAR_PATH; parents=ObjectWrapper; flags=explicit_unsupported_throw+unsupported_override_interface_segregation; refactor_path=split_collection_wrapper_from_property_wrapper; target_contract=getSetterType,1,1,,PASS_GE80,src/test/java/org/apache/ibatis/reflection/wrapper/CollectionWrapperRefusedBequest_ESTest.java,mvn -gs /opt/buildenv/maven-offline-settings.xml -Dmaven.plugin.validation=NONE -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dtest=CollectionWrapperRefusedBequest_ESTest test -DfailIfNoTests=false,100.0,e366cb7ee72e71564dded236c3515af64c61dca4
16,java,refused_bequest,mybatis-3,/opt/projects/mybatis-3,src/main/java/org/apache/ibatis/reflection/wrapper/CollectionWrapper.java:method=getGetterType|line=66,0.85,quality=RELAXED_CLEAR_PATH; parents=ObjectWrapper; flags=explicit_unsupported_throw+unsupported_override_interface_segregation; refactor_path=split_collection_wrapper_from_property_wrapper; target_contract=getGetterType; structural_expectation=capability_split,1,1,,PASS_GE80,src/test/java/org/apache/ibatis/reflection/wrapper/CollectionWrapperRefusedBequest_ESTest.java,mvn -gs /opt/buildenv/maven-offline-settings.xml -Dmaven.plugin.validation=NONE -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dtest=CollectionWrapperRefusedBequest_ESTest test -DfailIfNoTests=false,100.0,e366cb7ee72e71564dded236c3515af64c61dca4,3a3b3fc5ce5610013e50b607c27cf2c8ff19e7c4fba8accb88038186ce794dfc
17,java,refused_bequest,mybatis-3,/opt/projects/mybatis-3,src/main/java/org/apache/ibatis/reflection/wrapper/CollectionWrapper.java:method=hasSetter|line=71,0.85,quality=RELAXED_CLEAR_PATH; parents=ObjectWrapper; flags=explicit_unsupported_throw+unsupported_override_interface_segregation; refactor_path=split_collection_wrapper_from_property_wrapper; target_contract=hasSetter,1,1,,PASS_GE80,src/test/java/org/apache/ibatis/reflection/wrapper/CollectionWrapperRefusedBequest_ESTest.java,mvn -gs /opt/buildenv/maven-offline-settings.xml -Dmaven.plugin.validation=NONE -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dtest=CollectionWrapperRefusedBequest_ESTest test -DfailIfNoTests=false,100.0,e366cb7ee72e71564dded236c3515af64c61dca4
18,java,refused_bequest,mybatis-3,/opt/projects/mybatis-3,src/main/java/org/apache/ibatis/reflection/wrapper/CollectionWrapper.java:method=hasGetter|line=76,0.85,quality=RELAXED_CLEAR_PATH; parents=ObjectWrapper; flags=explicit_unsupported_throw+unsupported_override_interface_segregation; refactor_path=split_collection_wrapper_from_property_wrapper; target_contract=hasGetter,1,1,,PASS_GE80,src/test/java/org/apache/ibatis/reflection/wrapper/CollectionWrapperRefusedBequest_ESTest.java,mvn -gs /opt/buildenv/maven-offline-settings.xml -Dmaven.plugin.validation=NONE -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dtest=CollectionWrapperRefusedBequest_ESTest test -DfailIfNoTests=false,100.0,e366cb7ee72e71564dded236c3515af64c61dca4
19,java,refused_bequest,mybatis-3,/opt/projects/mybatis-3,src/main/java/org/apache/ibatis/reflection/wrapper/CollectionWrapper.java:method=instantiatePropertyValue|line=81,0.85,quality=RELAXED_CLEAR_PATH; parents=ObjectWrapper; flags=explicit_unsupported_throw+unsupported_override_interface_segregation; refactor_path=split_collection_wrapper_from_property_wrapper; target_contract=instantiatePropertyValue,1,1,,PASS_GE80,src/test/java/org/apache/ibatis/reflection/wrapper/CollectionWrapperRefusedBequest_ESTest.java,mvn -gs /opt/buildenv/maven-offline-settings.xml -Dmaven.plugin.validation=NONE -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dtest=CollectionWrapperRefusedBequest_ESTest test -DfailIfNoTests=false,100.0,e366cb7ee72e71564dded236c3515af64c61dca4
20,java,refused_bequest,mybatis-3,/opt/projects/mybatis-3,src/main/java/org/apache/ibatis/executor/loader/ResultLoaderMap.java:method=doUpdate|line=291,0.82,quality=RELAXED_CLEAR_PATH; parents=BaseExecutor; flags=explicit_unsupported_throw+unsupported_override_sentinel_executor; refactor_path=replace_closed_executor_inheritance_with_closed_executor_guard; target_contract=doUpdate,1,1,,PASS_GE80,src/test/java/org/apache/ibatis/executor/loader/ResultLoaderMapRefusedBequest_ESTest.java,mvn -gs /opt/buildenv/maven-offline-settings.xml -Dmaven.plugin.validation=NONE -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dtest=ResultLoaderMapRefusedBequest_ESTest test -DfailIfNoTests=false,100.0,e366cb7ee72e71564dded236c3515af64c61dca4
21,java,refused_bequest,mybatis-3,/opt/projects/mybatis-3,src/main/java/org/apache/ibatis/executor/loader/ResultLoaderMap.java:method=doFlushStatements|line=296,0.82,quality=RELAXED_CLEAR_PATH; parents=BaseExecutor; flags=explicit_unsupported_throw+unsupported_override_sentinel_executor; refactor_path=replace_closed_executor_inheritance_with_closed_executor_guard; target_contract=doFlushStatements,1,1,,PASS_GE80,src/test/java/org/apache/ibatis/executor/loader/ResultLoaderMapRefusedBequest_ESTest.java,mvn -gs /opt/buildenv/maven-offline-settings.xml -Dmaven.plugin.validation=NONE -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dtest=ResultLoaderMapRefusedBequest_ESTest test -DfailIfNoTests=false,100.0,e366cb7ee72e71564dded236c3515af64c61dca4
22,java,refused_bequest,mybatis-3,/opt/projects/mybatis-3,src/main/java/org/apache/ibatis/executor/loader/ResultLoaderMap.java:method=doQuery|line=301,0.82,quality=RELAXED_CLEAR_PATH; parents=BaseExecutor; flags=explicit_unsupported_throw+unsupported_override_sentinel_executor; refactor_path=replace_closed_executor_inheritance_with_closed_executor_guard; target_contract=doQuery,1,1,,PASS_GE80,src/test/java/org/apache/ibatis/executor/loader/ResultLoaderMapRefusedBequest_ESTest.java,mvn -gs /opt/buildenv/maven-offline-settings.xml -Dmaven.plugin.validation=NONE -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dtest=ResultLoaderMapRefusedBequest_ESTest test -DfailIfNoTests=false,100.0,e366cb7ee72e71564dded236c3515af64c61dca4
23,java,refused_bequest,mybatis-3,/opt/projects/mybatis-3,src/main/java/org/apache/ibatis/executor/loader/ResultLoaderMap.java:method=doQueryCursor|line=307,0.82,quality=RELAXED_CLEAR_PATH; parents=BaseExecutor; flags=explicit_unsupported_throw+unsupported_override_sentinel_executor; refactor_path=replace_closed_executor_inheritance_with_closed_executor_guard; target_contract=doQueryCursor,1,1,,PASS_GE80,src/test/java/org/apache/ibatis/executor/loader/ResultLoaderMapRefusedBequest_ESTest.java,mvn -gs /opt/buildenv/maven-offline-settings.xml -Dmaven.plugin.validation=NONE -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dtest=ResultLoaderMapRefusedBequest_ESTest test -DfailIfNoTests=false,100.0,e366cb7ee72e71564dded236c3515af64c61dca4
24,java,refused_bequest,mybatis-3,/opt/projects/mybatis-3,src/main/java/org/apache/ibatis/executor/CachingExecutor.java:method=setExecutorWrapper|line=175,0.82,quality=RELAXED_CLEAR_PATH; parents=Executor; flags=explicit_unsupported_throw+unsupported_override_wrapper_contract; refactor_path=split_executor_wrapping_capability_from_executor_runtime_operations; target_contract=setExecutorWrapper,1,1,,PASS_GE80,src/test/java/org/apache/ibatis/executor/CachingExecutorRefusedBequest_ESTest.java,mvn -gs /opt/buildenv/maven-offline-settings.xml -Dmaven.plugin.validation=NONE -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dtest=CachingExecutorRefusedBequest_ESTest test -DfailIfNoTests=false,100.0,e366cb7ee72e71564dded236c3515af64c61dca4
25,java,refused_bequest,wumpz-jhotdraw-10.2.4,/opt/projects/wumpz-jhotdraw-10.2.4,jhotdraw-gui/src/main/java/org/jhotdraw/draw/gui/JAttributeSlider.java:method=isMultipleValues|line=64,0.86,quality=RELAXED_CLEAR_PATH; parents=AttributeEditor; flags=explicit_unsupported_throw+unsupported_override_state_getter; refactor_path=return_existing_multiple_values_state; target_contract=isMultipleValues,1,1,,PASS_GE80,jhotdraw-gui/src/test/java/org/jhotdraw/draw/gui/JAttributeSliderRefusedBequest_ESTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -pl jhotdraw-gui -am -Dtest=JAttributeSliderRefusedBequest_ESTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test,100.0,78e98d66727f64394539e46adff0254c18f63133,9057394c11af5b704fbc2d1c002544872d4ce50d75718869fa542c1b482f87e1
26,java,refused_bequest,canal-1.1.8,/opt/projects/canal-1.1.8,driver/src/main/java/com/alibaba/otter/canal/parse/driver/mysql/packets/client/SslRequestCommandPacket.java:method=fromBytes|line=22,0.80,quality=RELAXED_CLEAR_PATH; parents=IPacket; flags=explicit_unsupported_throw+unsupported_override_directional_packet; refactor_path=split_inbound_packet_from_outbound_packet_contract; target_contract=fromBytes,1,1,,PASS_GE80,driver/src/test/java/com/alibaba/otter/canal/parse/driver/mysql/packets/client/SslRequestCommandPacketRefusedBequest_ESTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Djacoco.skip=true -pl driver -am -Dtest=SslRequestCommandPacketRefusedBequest_ESTest -Dmaven.test.skip=false -DskipITs -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test,100.0,5913b85309c4cd0b1696e06896aa21a47e81a415
27,java,refused_bequest,commons-lang-3.20.0,/opt/projects/commons-lang-3.20.0,src/main/java/org/apache/commons/lang3/text/ExtendedMessageFormat.java:method=setFormat|line=465,0.78,quality=RELAXED_CLEAR_PATH; parents=MessageFormat; flags=explicit_unsupported_throw+unsupported_override_mutable_parent_api; refactor_path=replace_MessageFormat_inheritance_with_composed_extended_formatter; target_contract=setFormat,1,1,,PASS_GE80,src/test/java/org/apache/commons/lang3/text/ExtendedMessageFormatRefusedBequest_ESTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Drat.skip=true -Dtest=ExtendedMessageFormatRefusedBequest_ESTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test,100.0,5f0b2e87a4391df37c1865a624f85de8df42006c
28,java,refused_bequest,commons-lang-3.20.0,/opt/projects/commons-lang-3.20.0,src/main/java/org/apache/commons/lang3/text/ExtendedMessageFormat.java:method=setFormatByArgumentIndex|line=477,0.78,quality=RELAXED_CLEAR_PATH; parents=MessageFormat; flags=explicit_unsupported_throw+unsupported_override_mutable_parent_api; refactor_path=replace_MessageFormat_inheritance_with_composed_extended_formatter; target_contract=setFormatByArgumentIndex,1,1,,PASS_GE80,src/test/java/org/apache/commons/lang3/text/ExtendedMessageFormatRefusedBequest_ESTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Drat.skip=true -Dtest=ExtendedMessageFormatRefusedBequest_ESTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test,100.0,5f0b2e87a4391df37c1865a624f85de8df42006c
29,java,refused_bequest,commons-lang-3.20.0,/opt/projects/commons-lang-3.20.0,src/main/java/org/apache/commons/lang3/text/ExtendedMessageFormat.java:method=setFormats|line=488,0.78,quality=RELAXED_CLEAR_PATH; parents=MessageFormat; flags=explicit_unsupported_throw+unsupported_override_mutable_parent_api; refactor_path=replace_MessageFormat_inheritance_with_composed_extended_formatter; target_contract=setFormats,1,1,,PASS_GE80,src/test/java/org/apache/commons/lang3/text/ExtendedMessageFormatRefusedBequest_ESTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Drat.skip=true -Dtest=ExtendedMessageFormatRefusedBequest_ESTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test,100.0,5f0b2e87a4391df37c1865a624f85de8df42006c
30,java,refused_bequest,commons-lang-3.20.0,/opt/projects/commons-lang-3.20.0,src/main/java/org/apache/commons/lang3/text/ExtendedMessageFormat.java:method=setFormatsByArgumentIndex|line=499,0.78,quality=RELAXED_CLEAR_PATH; parents=MessageFormat; flags=explicit_unsupported_throw+unsupported_override_mutable_parent_api; refactor_path=replace_MessageFormat_inheritance_with_composed_extended_formatter; target_contract=setFormatsByArgumentIndex,1,1,,PASS_GE80,src/test/java/org/apache/commons/lang3/text/ExtendedMessageFormatRefusedBequest_ESTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Drat.skip=true -Dtest=ExtendedMessageFormatRefusedBequest_ESTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test,100.0,5f0b2e87a4391df37c1865a624f85de8df42006c
