sample_id,language,smell_type,project_name,project_path,location,metric_value,evidence,reported_occurrence_count,listed_occurrence_count,group_occurrences,test_status,test_file,test_command,verification_mode,test_coverage,test_commit,target_context_json
11,java,dead_code,Stirling-PDF-v2.1.5,/opt/projects/Stirling-PDF-v2.1.5,app/common/src/main/java/stirling/software/common/util/GeneralUtils.java:99,0.0,kind=unused_private_method; class=GeneralUtils; method=getTempDirectory(); refs=0; loc=16; detector=python_semantic_detector; validation=unique_java_source_occurrence; reason=no_active_invocation_method_reference_or_textual_java_reference_except_declaration,1,1,"{""file"": ""app/common/src/main/java/stirling/software/common/util/GeneralUtils.java"", ""class"": ""GeneralUtils"", ""method"": ""getTempDirectory()"", ""begin_line"": ""99"", ""end_line"": ""117"", ""member_kind"": ""method"", ""visibility"": ""private"", ""reference_count"": ""0"", ""java_source_occurrence_count"": ""1"", ""validation"": ""unique_java_source_occurrence_except_declaration""}",PROJECT_FULL_AVAILABLE,,"BUILDENV=""/opt/buildenv""; export BUILDENV; export HOME=""$BUILDENV/offline-home""; export GRADLE_USER_HOME=""$BUILDENV/offline-home/.gradle""; export MAVEN_USER_HOME=""$BUILDENV/offline-home/.m2""; ./gradlew -PnoSpotless --offline --no-daemon :common:cleanTest :common:test -PnoSpotless --no-build-cache --tests ""stirling.software.common.util.FileToPdfTest"" --tests ""stirling.software.common.util.GeneralUtilsTest"" --tests ""stirling.software.common.util.GeneralUtilsAdditionalTest"" --tests ""stirling.software.common.util.GeneralUtilsCoverageBoost_ESTest""",project_full,-1,,{}
12,java,dead_code,Stirling-PDF-v2.1.5,/opt/projects/Stirling-PDF-v2.1.5,app/core/src/main/java/stirling/software/SPDF/config/EndpointInspector.java:202,0.0,kind=unused_private_method; class=EndpointInspector; method=logAllEndpoints(); refs=0; loc=8; detector=python_semantic_detector; validation=unique_java_source_occurrence; reason=no_active_invocation_method_reference_or_textual_java_reference_except_declaration,1,1,"{""file"": ""app/core/src/main/java/stirling/software/SPDF/config/EndpointInspector.java"", ""class"": ""EndpointInspector"", ""method"": ""logAllEndpoints()"", ""begin_line"": ""202"", ""end_line"": ""210"", ""member_kind"": ""method"", ""visibility"": ""private"", ""reference_count"": ""0"", ""java_source_occurrence_count"": ""1"", ""validation"": ""unique_java_source_occurrence_except_declaration""}",PROJECT_FULL_AVAILABLE,,"BUILDENV=""/opt/buildenv""; export BUILDENV; export HOME=""$BUILDENV/offline-home""; export GRADLE_USER_HOME=""$BUILDENV/offline-home/.gradle""; export MAVEN_USER_HOME=""$BUILDENV/offline-home/.m2""; ./gradlew -PnoSpotless --offline --no-daemon :stirling-pdf:cleanTest :stirling-pdf:test -PnoSpotless --no-build-cache --tests ""stirling.software.SPDF.service.PdfJsonConversionServiceCoverageBoost_ESTest""",project_full,-1,,{}
13,java,dead_code,Stirling-PDF-v2.1.5,/opt/projects/Stirling-PDF-v2.1.5,app/core/src/main/java/stirling/software/SPDF/controller/api/MergeController.java:143,0.0,kind=unused_private_method; class=MergeController; method=parseClientFileIds(java.lang.String clientFileIds); refs=0; loc=23; detector=python_semantic_detector; validation=unique_java_source_occurrence; reason=no_active_invocation_method_reference_or_textual_java_reference_except_declaration,1,1,"{""file"": ""app/core/src/main/java/stirling/software/SPDF/controller/api/MergeController.java"", ""class"": ""MergeController"", ""method"": ""parseClientFileIds(java.lang.String clientFileIds)"", ""begin_line"": ""143"", ""end_line"": ""166"", ""member_kind"": ""method"", ""visibility"": ""private"", ""reference_count"": ""0"", ""java_source_occurrence_count"": ""1"", ""validation"": ""unique_java_source_occurrence_except_declaration""}",PROJECT_FULL_AVAILABLE,,"BUILDENV=""/opt/buildenv""; export BUILDENV; export HOME=""$BUILDENV/offline-home""; export GRADLE_USER_HOME=""$BUILDENV/offline-home/.gradle""; export MAVEN_USER_HOME=""$BUILDENV/offline-home/.m2""; ./gradlew -PnoSpotless --offline --no-daemon :stirling-pdf:cleanTest :stirling-pdf:test -PnoSpotless --no-build-cache --tests ""stirling.software.SPDF.controller.api.MergeControllerTest""",project_full,-1,,{}
14,java,dead_code,Stirling-PDF-v2.1.5,/opt/projects/Stirling-PDF-v2.1.5,app/core/src/main/java/stirling/software/SPDF/controller/api/misc/CompressController.java:632,0.0,kind=unused_private_method; class=CompressController; method=getScaleFactorForLevel(int optimizeLevel); refs=0; loc=13; detector=python_semantic_detector; validation=unique_java_source_occurrence; reason=no_active_invocation_method_reference_or_textual_java_reference_except_declaration,1,1,"{""file"": ""app/core/src/main/java/stirling/software/SPDF/controller/api/misc/CompressController.java"", ""class"": ""CompressController"", ""method"": ""getScaleFactorForLevel(int optimizeLevel)"", ""begin_line"": ""632"", ""end_line"": ""644"", ""member_kind"": ""method"", ""visibility"": ""private"", ""reference_count"": ""0"", ""java_source_occurrence_count"": ""1"", ""validation"": ""unique_java_source_occurrence_except_declaration""}",PROJECT_FULL_AVAILABLE,,"BUILDENV=""/opt/buildenv""; export BUILDENV; export HOME=""$BUILDENV/offline-home""; export GRADLE_USER_HOME=""$BUILDENV/offline-home/.gradle""; export MAVEN_USER_HOME=""$BUILDENV/offline-home/.m2""; ./gradlew -PnoSpotless --offline --no-daemon :stirling-pdf:compileJava -PnoSpotless --no-build-cache",project_full,-1,,{}
15,java,dead_code,Stirling-PDF-v2.1.5,/opt/projects/Stirling-PDF-v2.1.5,app/core/src/main/java/stirling/software/SPDF/controller/api/misc/CompressController.java:647,0.0,kind=unused_private_method; class=CompressController; method=getJpegQualityForLevel(int optimizeLevel); refs=0; loc=13; detector=python_semantic_detector; validation=unique_java_source_occurrence; reason=no_active_invocation_method_reference_or_textual_java_reference_except_declaration,1,1,"{""file"": ""app/core/src/main/java/stirling/software/SPDF/controller/api/misc/CompressController.java"", ""class"": ""CompressController"", ""method"": ""getJpegQualityForLevel(int optimizeLevel)"", ""begin_line"": ""647"", ""end_line"": ""659"", ""member_kind"": ""method"", ""visibility"": ""private"", ""reference_count"": ""0"", ""java_source_occurrence_count"": ""1"", ""validation"": ""unique_java_source_occurrence_except_declaration""}",PROJECT_FULL_AVAILABLE,,"BUILDENV=""/opt/buildenv""; export BUILDENV; export HOME=""$BUILDENV/offline-home""; export GRADLE_USER_HOME=""$BUILDENV/offline-home/.gradle""; export MAVEN_USER_HOME=""$BUILDENV/offline-home/.m2""; ./gradlew -PnoSpotless --offline --no-daemon :stirling-pdf:compileJava -PnoSpotless --no-build-cache",project_full,-1,,{}
16,java,dead_code,Stirling-PDF-v2.1.5,/opt/projects/Stirling-PDF-v2.1.5,app/core/src/main/java/stirling/software/SPDF/service/PdfJsonConversionService.java:3255,0.0,kind=unused_private_method; class=PdfJsonConversionService; method=abbreviate(java.lang.String value); refs=0; loc=10; detector=python_semantic_detector; validation=unique_java_source_occurrence; reason=no_active_invocation_method_reference_or_textual_java_reference_except_declaration,1,1,"{""file"": ""app/core/src/main/java/stirling/software/SPDF/service/PdfJsonConversionService.java"", ""class"": ""PdfJsonConversionService"", ""method"": ""abbreviate(java.lang.String value)"", ""begin_line"": ""3255"", ""end_line"": ""3264"", ""member_kind"": ""method"", ""visibility"": ""private"", ""reference_count"": ""0"", ""java_source_occurrence_count"": ""1"", ""validation"": ""unique_java_source_occurrence_except_declaration""}",PROJECT_FULL_AVAILABLE,,"BUILDENV=""/opt/buildenv""; export BUILDENV; export HOME=""$BUILDENV/offline-home""; export GRADLE_USER_HOME=""$BUILDENV/offline-home/.gradle""; export MAVEN_USER_HOME=""$BUILDENV/offline-home/.m2""; ./gradlew -PnoSpotless --offline --no-daemon :stirling-pdf:cleanTest :stirling-pdf:test -PnoSpotless --no-build-cache --tests ""stirling.software.SPDF.service.PdfJsonConversionServiceCoverageBoost_ESTest""",project_full,-1,,{}
17,java,dead_code,Stirling-PDF-v2.1.5,/opt/projects/Stirling-PDF-v2.1.5,app/core/src/main/java/stirling/software/SPDF/service/PdfJsonConversionService.java:5380,0.0,kind=unused_private_method; class=TextCollectingStripper; method=sanitizeForLog(java.lang.String value); refs=0; loc=6; detector=python_semantic_detector; validation=unique_java_source_occurrence; reason=no_active_invocation_method_reference_or_textual_java_reference_except_declaration,1,1,"{""file"": ""app/core/src/main/java/stirling/software/SPDF/service/PdfJsonConversionService.java"", ""class"": ""TextCollectingStripper"", ""method"": ""sanitizeForLog(java.lang.String value)"", ""begin_line"": ""5380"", ""end_line"": ""5385"", ""member_kind"": ""method"", ""visibility"": ""private"", ""reference_count"": ""0"", ""java_source_occurrence_count"": ""1"", ""validation"": ""unique_java_source_occurrence_except_declaration""}",PROJECT_FULL_AVAILABLE,,"BUILDENV=""/opt/buildenv""; export BUILDENV; export HOME=""$BUILDENV/offline-home""; export GRADLE_USER_HOME=""$BUILDENV/offline-home/.gradle""; export MAVEN_USER_HOME=""$BUILDENV/offline-home/.m2""; ./gradlew -PnoSpotless --offline --no-daemon :stirling-pdf:cleanTest :stirling-pdf:test -PnoSpotless --no-build-cache --tests ""stirling.software.SPDF.service.PdfJsonConversionServiceCoverageBoost_ESTest""",project_full,-1,,{}
18,java,dead_code,Stirling-PDF-v2.1.5,/opt/projects/Stirling-PDF-v2.1.5,app/core/src/main/java/stirling/software/SPDF/service/PdfJsonConversionService.java:5387,0.0,kind=unused_private_method; class=TextCollectingStripper; method=describeColor(stirling.software.SPDF.model.json.PdfJsonTextColor color); refs=0; loc=6; detector=python_semantic_detector; validation=unique_java_source_occurrence; reason=no_active_invocation_method_reference_or_textual_java_reference_except_declaration,1,1,"{""file"": ""app/core/src/main/java/stirling/software/SPDF/service/PdfJsonConversionService.java"", ""class"": ""TextCollectingStripper"", ""method"": ""describeColor(stirling.software.SPDF.model.json.PdfJsonTextColor color)"", ""begin_line"": ""5387"", ""end_line"": ""5392"", ""member_kind"": ""method"", ""visibility"": ""private"", ""reference_count"": ""0"", ""java_source_occurrence_count"": ""1"", ""validation"": ""unique_java_source_occurrence_except_declaration""}",PROJECT_FULL_AVAILABLE,,"BUILDENV=""/opt/buildenv""; export BUILDENV; export HOME=""$BUILDENV/offline-home""; export GRADLE_USER_HOME=""$BUILDENV/offline-home/.gradle""; export MAVEN_USER_HOME=""$BUILDENV/offline-home/.m2""; ./gradlew -PnoSpotless --offline --no-daemon :stirling-pdf:cleanTest :stirling-pdf:test -PnoSpotless --no-build-cache --tests ""stirling.software.SPDF.service.PdfJsonConversionServiceCoverageBoost_ESTest""",project_full,-1,,{}
19,java,dead_code,h2database,/opt/projects/h2database,h2/src/tools/org/h2/dev/fs/ArchiveTool.java:706,0.0,"kind=unused_private_method; class=ArchiveTool; method=getKeyOld(byte[] data, int start, int maxPos); refs=0; loc=48; detector=python_semantic_detector; validation=unique_java_source_occurrence; reason=no_active_invocation_method_reference_or_textual_java_reference_except_declaration",1,1,"{""file"": ""h2/src/tools/org/h2/dev/fs/ArchiveTool.java"", ""class"": ""ArchiveTool"", ""method"": ""getKeyOld(byte[] data, int start, int maxPos)"", ""begin_line"": ""706"", ""end_line"": ""753"", ""member_kind"": ""method"", ""visibility"": ""private"", ""reference_count"": ""0"", ""java_source_occurrence_count"": ""1"", ""validation"": ""unique_java_source_occurrence_except_declaration""}",PROJECT_FULL_AVAILABLE,,"BUILDENV=""/opt/buildenv""; export BUILDENV; export HOME=""$BUILDENV/offline-home""; export GRADLE_USER_HOME=""$BUILDENV/offline-home/.gradle""; export MAVEN_USER_HOME=""$BUILDENV/offline-home/.m2""; cd h2; ./mvnw -o -B -gs ""$BUILDENV/maven-global-settings.xml"" -Dmaven.repo.local=""$MAVEN_USER_HOME/repository"" -Dpmd.skip=true -DskipTests=false '-Dtest=H2CoverageBoost_ESTest,TestTokenizer_ESTest,TestToDateTokenizer_ESTest,TestMetaDataScope_ESTest,TestDateTimeTemplate_ESTest,TestGeometryScope_ESTest,TestInterval_ESTest,TestJSONTextSource_ESTest' test -DfailIfNoTests=false",project_full,-1,,{}
20,java,dead_code,directory-kerby-2.1.1,/opt/projects/directory-kerby-2.1.1,kerby-kerb/kerb-crypto/src/main/java/org/apache/kerby/kerberos/kerb/crypto/key/DesKeyMaker.java:298,0.0,kind=unused_private_method; class=DesKeyMaker; method=checkKeyParity(byte[] key); refs=0; loc=8; detector=python_semantic_detector; validation=unique_java_source_occurrence; reason=no_active_invocation_method_reference_or_textual_java_reference_except_declaration,1,1,"{""file"": ""kerby-kerb/kerb-crypto/src/main/java/org/apache/kerby/kerberos/kerb/crypto/key/DesKeyMaker.java"", ""class"": ""DesKeyMaker"", ""method"": ""checkKeyParity(byte[] key)"", ""begin_line"": ""298"", ""end_line"": ""305"", ""member_kind"": ""method"", ""visibility"": ""private"", ""reference_count"": ""0"", ""java_source_occurrence_count"": ""1"", ""validation"": ""unique_java_source_occurrence_except_declaration""}",PROJECT_FULL_AVAILABLE,,"BUILDENV=""/opt/buildenv""; export BUILDENV; export HOME=""$BUILDENV/offline-home""; export GRADLE_USER_HOME=""$BUILDENV/offline-home/.gradle""; export MAVEN_USER_HOME=""$BUILDENV/offline-home/.m2""; mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -o -Djava.awt.headless=true -B -gs ""$BUILDENV/maven-global-settings.xml"" -Dmaven.repo.local=""$MAVEN_USER_HOME/repository"" -Dpmd.skip=true -pl kerby-kerb/kerb-crypto -am test -Dtest=DesKeyMakerTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false",project_full,-1,,{}
21,java,dead_code,tika,/opt/projects/tika,tika-encoding-detectors/tika-encoding-detector-mojibuster/src/main/java/org/apache/tika/ml/chardetect/MojibusterEncodingDetector.java:449,0.0,"kind=unused_private_method; class=MojibusterEncodingDetector; method=disambiguateUtf16(byte[] probe, boolean invalidLe, boolean invalidBe); refs=0; loc=40; detector=python_semantic_detector; validation=unique_java_source_occurrence; reason=no_active_invocation_method_reference_or_textual_java_reference_except_declaration",1,1,"{""file"": ""tika-encoding-detectors/tika-encoding-detector-mojibuster/src/main/java/org/apache/tika/ml/chardetect/MojibusterEncodingDetector.java"", ""class"": ""MojibusterEncodingDetector"", ""method"": ""disambiguateUtf16(byte[] probe, boolean invalidLe, boolean invalidBe)"", ""begin_line"": ""449"", ""end_line"": ""498"", ""member_kind"": ""method"", ""visibility"": ""private"", ""reference_count"": ""0"", ""java_source_occurrence_count"": ""1"", ""validation"": ""unique_java_source_occurrence_except_declaration""}",PROJECT_FULL_AVAILABLE,,"BUILDENV=""/opt/buildenv""; export BUILDENV; export HOME=""$BUILDENV/offline-home""; export GRADLE_USER_HOME=""$BUILDENV/offline-home/.gradle""; export MAVEN_USER_HOME=""$BUILDENV/offline-home/.m2""; ./mvnw -o --errors --show-version --batch-mode --no-transfer-progress -gs ""$BUILDENV/maven-global-settings.xml"" -Dmaven.repo.local=""$MAVEN_USER_HOME/repository"" -Dpmd.skip=true -Dossindex.skip -Dcheckstyle.skip=true -Dforbiddenapis.skip=true -pl tika-encoding-detectors/tika-encoding-detector-mojibuster -am -Dtest=HtmlByteStripper_ESTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test",project_full,-1,,{}
22,java,dead_code,tika,/opt/projects/tika,tika-ml/tika-ml-chardetect/src/main/java/org/apache/tika/ml/chardetect/tools/BuildCharsetTrainingData.java:797,0.0,kind=unused_private_method; class=BuildCharsetTrainingData; method=cleanMadladText(java.lang.String text); refs=0; loc=5; detector=python_semantic_detector; validation=unique_java_source_occurrence; reason=no_active_invocation_method_reference_or_textual_java_reference_except_declaration,1,1,"{""file"": ""tika-ml/tika-ml-chardetect/src/main/java/org/apache/tika/ml/chardetect/tools/BuildCharsetTrainingData.java"", ""class"": ""BuildCharsetTrainingData"", ""method"": ""cleanMadladText(java.lang.String text)"", ""begin_line"": ""797"", ""end_line"": ""801"", ""member_kind"": ""method"", ""visibility"": ""private"", ""reference_count"": ""0"", ""java_source_occurrence_count"": ""1"", ""validation"": ""unique_java_source_occurrence_except_declaration""}",PROJECT_FULL_AVAILABLE,,"BUILDENV=""/opt/buildenv""; export BUILDENV; export HOME=""$BUILDENV/offline-home""; export GRADLE_USER_HOME=""$BUILDENV/offline-home/.gradle""; export MAVEN_USER_HOME=""$BUILDENV/offline-home/.m2""; ./mvnw -o --errors --show-version --batch-mode --no-transfer-progress -gs ""$BUILDENV/maven-global-settings.xml"" -Dmaven.repo.local=""$MAVEN_USER_HOME/repository"" -Dpmd.skip=true -Dossindex.skip -Dcheckstyle.skip=true -Dforbiddenapis.skip=true -pl tika-ml/tika-ml-chardetect -am -Dtest=CharsetConfusablesTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test",project_full,-1,,{}
23,java,dead_code,tika,/opt/projects/tika,tika-ml/tika-ml-junkdetect/src/main/java/org/apache/tika/ml/junkdetect/JunkDetector.java:374,0.0,"kind=unused_private_method; class=JunkDetector; method=readFloatTable(java.io.DataInputStream dis, int size); refs=0; loc=7; detector=python_semantic_detector; validation=unique_java_source_occurrence; reason=no_active_invocation_method_reference_or_textual_java_reference_except_declaration",1,1,"{""file"": ""tika-ml/tika-ml-junkdetect/src/main/java/org/apache/tika/ml/junkdetect/JunkDetector.java"", ""class"": ""JunkDetector"", ""method"": ""readFloatTable(java.io.DataInputStream dis, int size)"", ""begin_line"": ""374"", ""end_line"": ""380"", ""member_kind"": ""method"", ""visibility"": ""private"", ""reference_count"": ""0"", ""java_source_occurrence_count"": ""1"", ""validation"": ""unique_java_source_occurrence_except_declaration""}",PROJECT_FULL_AVAILABLE,,"BUILDENV=""/opt/buildenv""; export BUILDENV; export HOME=""$BUILDENV/offline-home""; export GRADLE_USER_HOME=""$BUILDENV/offline-home/.gradle""; export MAVEN_USER_HOME=""$BUILDENV/offline-home/.m2""; ./mvnw -o --errors --show-version --batch-mode --no-transfer-progress -gs ""$BUILDENV/maven-global-settings.xml"" -Dmaven.repo.local=""$MAVEN_USER_HOME/repository"" -Dpmd.skip=true -Dossindex.skip -Dcheckstyle.skip=true -Dforbiddenapis.skip=true -pl tika-ml/tika-ml-junkdetect -am -Dtest=JunkDetectorSmokeTest,JunkDetectorRoundTripTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test",project_full,-1,,{}
24,java,dead_code,tika,/opt/projects/tika,tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-mail-commons/src/main/java/org/apache/tika/parser/mailcommons/MailDateParser.java:548,0.0,kind=unused_private_method; class=MailDateParser; method=hasInstantSeconds(java.time.temporal.TemporalAccessor temporalAccessor); refs=0; loc=8; detector=python_semantic_detector; validation=unique_java_source_occurrence; reason=no_active_invocation_method_reference_or_textual_java_reference_except_declaration,1,1,"{""file"": ""tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-mail-commons/src/main/java/org/apache/tika/parser/mailcommons/MailDateParser.java"", ""class"": ""MailDateParser"", ""method"": ""hasInstantSeconds(java.time.temporal.TemporalAccessor temporalAccessor)"", ""begin_line"": ""548"", ""end_line"": ""555"", ""member_kind"": ""method"", ""visibility"": ""private"", ""reference_count"": ""0"", ""java_source_occurrence_count"": ""1"", ""validation"": ""unique_java_source_occurrence_except_declaration""}",PROJECT_FULL_AVAILABLE,,"BUILDENV=""/opt/buildenv""; export BUILDENV; export HOME=""$BUILDENV/offline-home""; export GRADLE_USER_HOME=""$BUILDENV/offline-home/.gradle""; export MAVEN_USER_HOME=""$BUILDENV/offline-home/.m2""; ./mvnw -o --errors --show-version --batch-mode --no-transfer-progress -gs ""$BUILDENV/maven-global-settings.xml"" -Dmaven.repo.local=""$MAVEN_USER_HOME/repository"" -Dpmd.skip=true -Dossindex.skip -Dcheckstyle.skip=true -Dforbiddenapis.skip=true -pl tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-mail-commons -am -Dtest=MailDateParserTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test",project_full,-1,,{}
25,java,dead_code,tika,/opt/projects/tika,tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/WordExtractor.java:645,0.0,"kind=unused_private_method; class=WordExtractor; method=addTextIfAny(org.apache.tika.sax.XHTMLContentHandler xhtml, java.lang.String section, java.lang.String text); refs=0; loc=7; detector=python_semantic_detector; validation=unique_java_source_occurrence; reason=no_active_invocation_method_reference_or_textual_java_reference_except_declaration",1,1,"{""file"": ""tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/WordExtractor.java"", ""class"": ""WordExtractor"", ""method"": ""addTextIfAny(org.apache.tika.sax.XHTMLContentHandler xhtml, java.lang.String section, java.lang.String text)"", ""begin_line"": ""645"", ""end_line"": ""652"", ""member_kind"": ""method"", ""visibility"": ""private"", ""reference_count"": ""0"", ""java_source_occurrence_count"": ""1"", ""validation"": ""unique_java_source_occurrence_except_declaration""}",PROJECT_FULL_AVAILABLE,,"BUILDENV=""/opt/buildenv""; export BUILDENV; export HOME=""$BUILDENV/offline-home""; export GRADLE_USER_HOME=""$BUILDENV/offline-home/.gradle""; export MAVEN_USER_HOME=""$BUILDENV/offline-home/.m2""; ./mvnw -o --errors --show-version --batch-mode --no-transfer-progress -gs ""$BUILDENV/maven-global-settings.xml"" -Dmaven.repo.local=""$MAVEN_USER_HOME/repository"" -Dpmd.skip=true -Dossindex.skip -Dcheckstyle.skip=true -Dforbiddenapis.skip=true -pl tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module -am -Dtest=OfficeParserTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test",project_full,-1,,{}
26,java,dead_code,tika,/opt/projects/tika,tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/OneNotePtr.java:157,0.0,kind=unused_private_method; class=OneNotePtr; method=deserializedReservedHeader(); refs=0; loc=9; detector=python_semantic_detector; validation=unique_java_source_occurrence; reason=no_active_invocation_method_reference_or_textual_java_reference_except_declaration,1,1,"{""file"": ""tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/main/java/org/apache/tika/parser/microsoft/onenote/OneNotePtr.java"", ""class"": ""OneNotePtr"", ""method"": ""deserializedReservedHeader()"", ""begin_line"": ""157"", ""end_line"": ""167"", ""member_kind"": ""method"", ""visibility"": ""private"", ""reference_count"": ""0"", ""java_source_occurrence_count"": ""1"", ""validation"": ""unique_java_source_occurrence_except_declaration""}",PROJECT_FULL_AVAILABLE,,"BUILDENV=""/opt/buildenv""; export BUILDENV; export HOME=""$BUILDENV/offline-home""; export GRADLE_USER_HOME=""$BUILDENV/offline-home/.gradle""; export MAVEN_USER_HOME=""$BUILDENV/offline-home/.m2""; ./mvnw -o --errors --show-version --batch-mode --no-transfer-progress -gs ""$BUILDENV/maven-global-settings.xml"" -Dmaven.repo.local=""$MAVEN_USER_HOME/repository"" -Dpmd.skip=true -Dossindex.skip -Dcheckstyle.skip=true -Dforbiddenapis.skip=true -pl tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module -am -Dtest=OneNotePtr_ESTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test",project_full,-1,,{}
27,java,dead_code,tika,/opt/projects/tika,tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-miscoffice-module/src/main/java/org/apache/tika/parser/odf/OpenDocumentBodyHandler.java:335,0.0,kind=unused_private_method; class=OpenDocumentBodyHandler; method=endSpan(); refs=0; loc=3; detector=python_semantic_detector; validation=unique_java_source_occurrence; reason=no_active_invocation_method_reference_or_textual_java_reference_except_declaration,1,1,"{""file"": ""tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-miscoffice-module/src/main/java/org/apache/tika/parser/odf/OpenDocumentBodyHandler.java"", ""class"": ""OpenDocumentBodyHandler"", ""method"": ""endSpan()"", ""begin_line"": ""335"", ""end_line"": ""337"", ""member_kind"": ""method"", ""visibility"": ""private"", ""reference_count"": ""0"", ""java_source_occurrence_count"": ""1"", ""validation"": ""unique_java_source_occurrence_except_declaration""}",PROJECT_FULL_AVAILABLE,,"BUILDENV=""/opt/buildenv""; export BUILDENV; export HOME=""$BUILDENV/offline-home""; export GRADLE_USER_HOME=""$BUILDENV/offline-home/.gradle""; export MAVEN_USER_HOME=""$BUILDENV/offline-home/.m2""; ./mvnw -o --errors --show-version --batch-mode --no-transfer-progress -gs ""$BUILDENV/maven-global-settings.xml"" -Dmaven.repo.local=""$MAVEN_USER_HOME/repository"" -Dpmd.skip=true -Dossindex.skip -Dcheckstyle.skip=true -Dforbiddenapis.skip=true -pl tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-miscoffice-module -am -Dtest=OpenDocumentContentParserTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test",project_full,-1,,{}
28,java,dead_code,tika,/opt/projects/tika,tika-pipes/tika-pipes-plugins/tika-pipes-http/src/main/java/org/apache/tika/pipes/fetcher/http/HttpFetcher.java:250,0.0,"kind=unused_private_method; class=HttpFetcher; method=placeHeaderOnGetRequest(org.apache.http.client.methods.HttpGet get, java.lang.String httpRequestHeader); refs=0; loc=13; detector=python_semantic_detector; validation=unique_java_source_occurrence; reason=no_active_invocation_method_reference_or_textual_java_reference_except_declaration",1,1,"{""file"": ""tika-pipes/tika-pipes-plugins/tika-pipes-http/src/main/java/org/apache/tika/pipes/fetcher/http/HttpFetcher.java"", ""class"": ""HttpFetcher"", ""method"": ""placeHeaderOnGetRequest(org.apache.http.client.methods.HttpGet get, java.lang.String httpRequestHeader)"", ""begin_line"": ""250"", ""end_line"": ""262"", ""member_kind"": ""method"", ""visibility"": ""private"", ""reference_count"": ""0"", ""java_source_occurrence_count"": ""1"", ""validation"": ""unique_java_source_occurrence_except_declaration""}",PROJECT_FULL_AVAILABLE,,"BUILDENV=""/opt/buildenv""; export BUILDENV; export HOME=""$BUILDENV/offline-home""; export GRADLE_USER_HOME=""$BUILDENV/offline-home/.gradle""; export MAVEN_USER_HOME=""$BUILDENV/offline-home/.m2""; ./mvnw -o --errors --show-version --batch-mode --no-transfer-progress -gs ""$BUILDENV/maven-global-settings.xml"" -Dmaven.repo.local=""$MAVEN_USER_HOME/repository"" -Dpmd.skip=true -Dossindex.skip -Dcheckstyle.skip=true -Dforbiddenapis.skip=true -pl tika-pipes/tika-pipes-plugins/tika-pipes-http -am compile",project_full,-1,,{}
