sample_id,language,smell_type,project_name,project_path,location,metric_value,evidence,reported_occurrence_count,listed_occurrence_count,group_occurrences,test_status,test_file,test_command,test_coverage,test_commit,test_oracle_sha256
1,java,refused_bequest,canal-1.1.8,/opt/projects/canal-1.1.8,driver/src/main/java/com/alibaba/otter/canal/parse/driver/mysql/packets/client/SslRequestCommandPacket.java:method=fromBytes|line=23,1.0,quality=ORACLE_CURATED; parents=IPacket; flags=explicit_unsupported_throw; refactor_path=split_readable_packets_from_writable_packets; target_contract=fromBytes; structural_expectation=capability_split; refactor_group_id=canal_ipacket_capability_split; behavior_oracle_state=pre_refactor_pass; target_parameter_count=1,1,1,,PRE_REFACTOR_PASS,driver/src/test/java/com/alibaba/otter/canal/parse/driver/mysql/packets/DirectionalPacketBehaviorTest.java,mvn -gs /opt/buildenv/maven-offline-settings.xml -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Djacoco.skip=true -pl driver -am -Dtest=DirectionalPacketBehaviorTest -Dmaven.test.skip=false -DskipITs -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test,,fdcaa3d3d5c649818bd76a19ea768dbb7427b65e,8a8f149c4c05fdd90c271379a0d937d78746bdf1efed2209a7e049b86000cb7a
12,java,refused_bequest,h2database,/opt/projects/h2database,h2/src/main/org/h2/mvstore/Page.java:method=getValue|line=1191,1.0,quality=ORACLE_CURATED; parents=Page; flags=explicit_unsupported_throw; refactor_path=push_leaf_value_operations_down_to_Leaf_and_remove_them_from_NonLeaf; target_contract=getValue; structural_expectation=capability_split; refactor_group_id=h2_page_leaf_nonleaf_capability_split; behavior_oracle_state=pre_refactor_pass; target_parameter_count=1,1,1,,PRE_REFACTOR_PASS,h2/src/test/org/h2/test/store/RefusedBequestStorageBehavior_ESTest.java,mvn -gs /opt/buildenv/maven-offline-settings.xml -f h2/pom.xml -Dpmd.skip=true -DskipTests=false -Dtest=RefusedBequestStorageBehavior_ESTest test -DfailIfNoTests=false,,0045d7fd4b9f2207ee0b394a9538a9ab837f9173,e5c9281780e545bb4e486bd1b4aeac1f4c7e5fecaaaa1672cc9732c63886261b
13,java,refused_bequest,h2database,/opt/projects/h2database,h2/src/main/org/h2/mvstore/Page.java:method=expand|line=1232,1.0,quality=ORACLE_CURATED; parents=Page; flags=explicit_unsupported_throw; refactor_path=push_leaf_value_operations_down_to_Leaf_and_remove_them_from_NonLeaf; target_contract=expand; structural_expectation=capability_split; refactor_group_id=h2_page_leaf_nonleaf_capability_split; behavior_oracle_state=pre_refactor_pass; target_parameter_count=3,1,1,,PRE_REFACTOR_PASS,h2/src/test/org/h2/test/store/RefusedBequestStorageBehavior_ESTest.java,mvn -gs /opt/buildenv/maven-offline-settings.xml -f h2/pom.xml -Dpmd.skip=true -DskipTests=false -Dtest=RefusedBequestStorageBehavior_ESTest test -DfailIfNoTests=false,,0045d7fd4b9f2207ee0b394a9538a9ab837f9173,e5c9281780e545bb4e486bd1b4aeac1f4c7e5fecaaaa1672cc9732c63886261b
14,java,refused_bequest,h2database,/opt/projects/h2database,h2/src/main/org/h2/mvstore/Page.java:method=setValue|line=1273,1.0,quality=ORACLE_CURATED; parents=Page; flags=explicit_unsupported_throw; refactor_path=push_leaf_value_operations_down_to_Leaf_and_remove_them_from_NonLeaf; target_contract=setValue; structural_expectation=capability_split; refactor_group_id=h2_page_leaf_nonleaf_capability_split; behavior_oracle_state=pre_refactor_pass; target_parameter_count=2,1,1,,PRE_REFACTOR_PASS,h2/src/test/org/h2/test/store/RefusedBequestStorageBehavior_ESTest.java,mvn -gs /opt/buildenv/maven-offline-settings.xml -f h2/pom.xml -Dpmd.skip=true -DskipTests=false -Dtest=RefusedBequestStorageBehavior_ESTest test -DfailIfNoTests=false,,0045d7fd4b9f2207ee0b394a9538a9ab837f9173,e5c9281780e545bb4e486bd1b4aeac1f4c7e5fecaaaa1672cc9732c63886261b
15,java,refused_bequest,h2database,/opt/projects/h2database,h2/src/main/org/h2/mvstore/Page.java:method=insertLeaf|line=1278,1.0,quality=ORACLE_CURATED; parents=Page; flags=explicit_unsupported_throw; refactor_path=push_leaf_value_operations_down_to_Leaf_and_remove_them_from_NonLeaf; target_contract=insertLeaf; structural_expectation=capability_split; refactor_group_id=h2_page_leaf_nonleaf_capability_split; behavior_oracle_state=pre_refactor_pass; target_parameter_count=3,1,1,,PRE_REFACTOR_PASS,h2/src/test/org/h2/test/store/RefusedBequestStorageBehavior_ESTest.java,mvn -gs /opt/buildenv/maven-offline-settings.xml -f h2/pom.xml -Dpmd.skip=true -DskipTests=false -Dtest=RefusedBequestStorageBehavior_ESTest test -DfailIfNoTests=false,,0045d7fd4b9f2207ee0b394a9538a9ab837f9173,e5c9281780e545bb4e486bd1b4aeac1f4c7e5fecaaaa1672cc9732c63886261b
16,java,refused_bequest,h2database,/opt/projects/h2database,h2/src/main/org/h2/mvstore/Page.java:method=getChildPage|line=1525,1.0,quality=ORACLE_CURATED; parents=Page; flags=explicit_unsupported_throw; refactor_path=push_child-page_operations_down_to_NonLeaf_and_remove_them_from_Leaf; target_contract=getChildPage; structural_expectation=capability_split; refactor_group_id=h2_page_leaf_nonleaf_capability_split; behavior_oracle_state=pre_refactor_pass; target_parameter_count=1,1,1,,PRE_REFACTOR_PASS,h2/src/test/org/h2/test/store/RefusedBequestStorageBehavior_ESTest.java,mvn -gs /opt/buildenv/maven-offline-settings.xml -f h2/pom.xml -Dpmd.skip=true -DskipTests=false -Dtest=RefusedBequestStorageBehavior_ESTest test -DfailIfNoTests=false,,0045d7fd4b9f2207ee0b394a9538a9ab837f9173,e5c9281780e545bb4e486bd1b4aeac1f4c7e5fecaaaa1672cc9732c63886261b
17,java,refused_bequest,h2database,/opt/projects/h2database,h2/src/main/org/h2/mvstore/Page.java:method=getChildPagePos|line=1530,1.0,quality=ORACLE_CURATED; parents=Page; flags=explicit_unsupported_throw; refactor_path=push_child-page_operations_down_to_NonLeaf_and_remove_them_from_Leaf; target_contract=getChildPagePos; structural_expectation=capability_split; refactor_group_id=h2_page_leaf_nonleaf_capability_split; behavior_oracle_state=pre_refactor_pass; target_parameter_count=1,1,1,,PRE_REFACTOR_PASS,h2/src/test/org/h2/test/store/RefusedBequestStorageBehavior_ESTest.java,mvn -gs /opt/buildenv/maven-offline-settings.xml -f h2/pom.xml -Dpmd.skip=true -DskipTests=false -Dtest=RefusedBequestStorageBehavior_ESTest test -DfailIfNoTests=false,,0045d7fd4b9f2207ee0b394a9538a9ab837f9173,e5c9281780e545bb4e486bd1b4aeac1f4c7e5fecaaaa1672cc9732c63886261b
18,java,refused_bequest,h2database,/opt/projects/h2database,h2/src/main/org/h2/mvstore/Page.java:method=getCounts|line=1605,1.0,quality=ORACLE_CURATED; parents=Page; flags=explicit_unsupported_throw; refactor_path=push_child-page_operations_down_to_NonLeaf_and_remove_them_from_Leaf; target_contract=getCounts; structural_expectation=capability_split; refactor_group_id=h2_page_leaf_nonleaf_capability_split; behavior_oracle_state=pre_refactor_pass; target_parameter_count=1,1,1,,PRE_REFACTOR_PASS,h2/src/test/org/h2/test/store/RefusedBequestStorageBehavior_ESTest.java,mvn -gs /opt/buildenv/maven-offline-settings.xml -f h2/pom.xml -Dpmd.skip=true -DskipTests=false -Dtest=RefusedBequestStorageBehavior_ESTest test -DfailIfNoTests=false,,0045d7fd4b9f2207ee0b394a9538a9ab837f9173,e5c9281780e545bb4e486bd1b4aeac1f4c7e5fecaaaa1672cc9732c63886261b
19,java,refused_bequest,h2database,/opt/projects/h2database,h2/src/main/org/h2/mvstore/Page.java:method=setChild|line=1610,1.0,quality=ORACLE_CURATED; parents=Page; flags=explicit_unsupported_throw; refactor_path=push_child-page_operations_down_to_NonLeaf_and_remove_them_from_Leaf; target_contract=setChild; structural_expectation=capability_split; refactor_group_id=h2_page_leaf_nonleaf_capability_split; behavior_oracle_state=pre_refactor_pass; target_parameter_count=2,1,1,,PRE_REFACTOR_PASS,h2/src/test/org/h2/test/store/RefusedBequestStorageBehavior_ESTest.java,mvn -gs /opt/buildenv/maven-offline-settings.xml -f h2/pom.xml -Dpmd.skip=true -DskipTests=false -Dtest=RefusedBequestStorageBehavior_ESTest test -DfailIfNoTests=false,,0045d7fd4b9f2207ee0b394a9538a9ab837f9173,e5c9281780e545bb4e486bd1b4aeac1f4c7e5fecaaaa1672cc9732c63886261b
20,java,refused_bequest,h2database,/opt/projects/h2database,h2/src/main/org/h2/mvstore/Page.java:method=insertNode|line=1650,1.0,quality=ORACLE_CURATED; parents=Page; flags=explicit_unsupported_throw; refactor_path=push_child-page_operations_down_to_NonLeaf_and_remove_them_from_Leaf; target_contract=insertNode; structural_expectation=capability_split; refactor_group_id=h2_page_leaf_nonleaf_capability_split; behavior_oracle_state=pre_refactor_pass; target_parameter_count=3,1,1,,PRE_REFACTOR_PASS,h2/src/test/org/h2/test/store/RefusedBequestStorageBehavior_ESTest.java,mvn -gs /opt/buildenv/maven-offline-settings.xml -f h2/pom.xml -Dpmd.skip=true -DskipTests=false -Dtest=RefusedBequestStorageBehavior_ESTest test -DfailIfNoTests=false,,0045d7fd4b9f2207ee0b394a9538a9ab837f9173,e5c9281780e545bb4e486bd1b4aeac1f4c7e5fecaaaa1672cc9732c63886261b
21,java,refused_bequest,Arc,/opt/projects/Arc,arc-core/src/arc/scene/style/TiledDrawable.java:method=draw|line=96,1.0,quality=ORACLE_CURATED; parents=TransformDrawable; flags=explicit_unsupported_throw; refactor_path=change_TiledDrawable_public_superclass_or_use_composition_so_it_no_longer_inherits_TransformDrawable_while_reusing_the_existing_narrow_capability; target_contract=draw; structural_expectation=capability_split; refactor_group_id=arc_tiled_drawable_hierarchy; behavior_oracle_state=pre_refactor_pass; target_parameter_count=9,1,1,,PRE_REFACTOR_PASS,arc-core/test/scene/style/TiledDrawableBehaviorTest.java,./gradlew --configure-on-demand --offline :arc-core:test --rerun-tasks --tests scene.style.TiledDrawableBehaviorTest :extensions:fx:test --tests arc.fx.filters.MixFilterBehaviorTest --no-daemon,,75c6eb11f38fd90d4e86e8d3734807b1c602cb64,c764ae59891541d95853f368af42e86e1e17e9445e9dc3395b715c70b2167b22
22,java,refused_bequest,wumpz-jhotdraw-10.2.4,/opt/projects/wumpz-jhotdraw-10.2.4,jhotdraw-core/src/main/java/org/jhotdraw/draw/tool/TextAreaEditingTool.java:method=mouseDragged|line=158,1.0,quality=ORACLE_CURATED; parents=AbstractTool; flags=explicit_unsupported_throw; refactor_path=remove_rejecting_override_and_inherit_AbstractTool_safe_no-op; target_contract=mouseDragged; structural_expectation=rejecting_override_removed; refactor_group_id=jhotdraw_text_area_safe_drag; behavior_oracle_state=pre_refactor_pass; target_parameter_count=1,1,1,,PRE_REFACTOR_PASS,jhotdraw-core/src/test/java/org/jhotdraw/draw/tool/TextEditingToolsBehavior_ESTest.java,mvn -gs /opt/buildenv/maven-offline-settings.xml -Djava.awt.headless=true -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -pl jhotdraw-core -am -Dtest=TextEditingToolsBehavior_ESTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test,,1f0128546db4f42c3c6837ac234012be401f6504,1d0c9b1208eb6f574f5744f7d6cd7c6b8c59e92db95b78070c099622e4c6d290
23,java,refused_bequest,wumpz-jhotdraw-10.2.4,/opt/projects/wumpz-jhotdraw-10.2.4,jhotdraw-core/src/main/java/org/jhotdraw/draw/tool/TextEditingTool.java:method=mouseDragged|line=152,1.0,quality=ORACLE_CURATED; parents=AbstractTool; flags=explicit_unsupported_throw; refactor_path=remove_rejecting_override_and_inherit_AbstractTool_safe_no-op; target_contract=mouseDragged; structural_expectation=rejecting_override_removed; refactor_group_id=jhotdraw_text_safe_drag; behavior_oracle_state=pre_refactor_pass; target_parameter_count=1,1,1,,PRE_REFACTOR_PASS,jhotdraw-core/src/test/java/org/jhotdraw/draw/tool/TextEditingToolsBehavior_ESTest.java,mvn -gs /opt/buildenv/maven-offline-settings.xml -Djava.awt.headless=true -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -pl jhotdraw-core -am -Dtest=TextEditingToolsBehavior_ESTest -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false test,,1f0128546db4f42c3c6837ac234012be401f6504,1d0c9b1208eb6f574f5744f7d6cd7c6b8c59e92db95b78070c099622e4c6d290
24,java,refused_bequest,h2database,/opt/projects/h2database,h2/src/main/org/h2/mvstore/OffHeapStore.java:method=backup|line=153,1.0,quality=ORACLE_CURATED; parents=FileStore; flags=explicit_unsupported_throw; refactor_path=split_persistent_backuppable_store_capability_from_random-access_storage_so_OffHeapStore_does_not_expose_backup; target_contract=backup; structural_expectation=capability_split; refactor_group_id=h2_offheap_backup_capability; behavior_oracle_state=pre_refactor_pass; target_parameter_count=1,1,1,,PRE_REFACTOR_PASS,h2/src/test/org/h2/test/store/RefusedBequestStorageBehavior_ESTest.java,mvn -gs /opt/buildenv/maven-offline-settings.xml -f h2/pom.xml -Dpmd.skip=true -DskipTests=false -Dtest=RefusedBequestStorageBehavior_ESTest test -DfailIfNoTests=false,,0045d7fd4b9f2207ee0b394a9538a9ab837f9173,e5c9281780e545bb4e486bd1b4aeac1f4c7e5fecaaaa1672cc9732c63886261b
25,java,refused_bequest,Arc,/opt/projects/Arc,extensions/fx/src/arc/fx/filters/MixFilter.java:method=setInput|line=33,1.0,quality=ORACLE_CURATED; parents=FxFilter; flags=explicit_unsupported_throw; refactor_path=split_common_render_filter_from_single-input_and_multi-input_filter_capabilities; target_contract=setInput; structural_expectation=capability_split; refactor_group_id=arc_mix_filter_input_capability; behavior_oracle_state=pre_refactor_pass; target_parameter_count=1,1,1,,PRE_REFACTOR_PASS,extensions/fx/test/arc/fx/filters/MixFilterBehaviorTest.java,./gradlew --configure-on-demand --offline :arc-core:test --rerun-tasks --tests scene.style.TiledDrawableBehaviorTest :extensions:fx:test --tests arc.fx.filters.MixFilterBehaviorTest --no-daemon,,75c6eb11f38fd90d4e86e8d3734807b1c602cb64,efe0fd6313492e63ee5e95f556102331c5e0099800c0ca69b607f18684a46318
26,java,refused_bequest,Arc,/opt/projects/Arc,extensions/fx/src/arc/fx/filters/MixFilter.java:method=setInput|line=38,1.0,quality=ORACLE_CURATED; parents=FxFilter; flags=explicit_unsupported_throw; refactor_path=split_common_render_filter_from_single-input_and_multi-input_filter_capabilities; target_contract=setInput; structural_expectation=capability_split; refactor_group_id=arc_mix_filter_input_capability; behavior_oracle_state=pre_refactor_pass; target_parameter_count=1,1,1,,PRE_REFACTOR_PASS,extensions/fx/test/arc/fx/filters/MixFilterBehaviorTest.java,./gradlew --configure-on-demand --offline :arc-core:test --rerun-tasks --tests scene.style.TiledDrawableBehaviorTest :extensions:fx:test --tests arc.fx.filters.MixFilterBehaviorTest --no-daemon,,75c6eb11f38fd90d4e86e8d3734807b1c602cb64,efe0fd6313492e63ee5e95f556102331c5e0099800c0ca69b607f18684a46318
