sample_id,language,smell_type,project_name,project_path,file,method,begin_line,end_line,metric_value,location,is_test,evidence,a_file,a_method,a_begin_line,a_end_line,a_method_begin,a_method_end,b_file,b_method,b_begin_line,b_end_line,b_method_begin,b_method_end,clone_group_id,tokens,lines,group_size
11,python,code_clone_type1,django,/Users/a1-6/Code/Project/Python_Project/django,,,,,36,"/Users/a1-6/Code/Project/Python_Project/django/django/db/models/fields/__init__.py:method=__init__(self, verbose_name=None, name=None, auto_now=False, auto_now_add=False, **kwargs)|line=1364;/Users/a1-6/Code/Project/Python_Project/django/django/db/models/fields/__init__.py:method=__init__(self, verbose_name=None, name=None, auto_now=False, auto_now_add=False, **kwargs)|line=2458",0,,django/db/models/fields/__init__.py,"__init__(self, verbose_name=None, name=None, auto_now=False, auto_now_add=False, **kwargs)",1364,1371,1364,1371,django/db/models/fields/__init__.py,"__init__(self, verbose_name=None, name=None, auto_now=False, auto_now_add=False, **kwargs)",2458,2465,2458,2465,django::clone_63::pair_1,36,8,2
12,python,code_clone_type1,django,/Users/a1-6/Code/Project/Python_Project/django,,,,,35,"/Users/a1-6/Code/Project/Python_Project/django/django/contrib/gis/db/models/functions.py:method=__init__(self, expression, precision=8, **extra)|line=235;/Users/a1-6/Code/Project/Python_Project/django/django/contrib/gis/db/models/functions.py:method=__init__(self, expression, precision=None, **extra)|line=371",0,,django/contrib/gis/db/models/functions.py,"__init__(self, expression, precision=8, **extra)",235,239,235,239,django/contrib/gis/db/models/functions.py,"__init__(self, expression, precision=None, **extra)",371,375,371,375,django::clone_13::pair_1,35,5,2
13,python,code_clone_type1,django,/Users/a1-6/Code/Project/Python_Project/django,,,,,34,/Users/a1-6/Code/Project/Python_Project/django/django/contrib/contenttypes/fields.py:method=get_queryset(self)|line=611;/Users/a1-6/Code/Project/Python_Project/django/django/db/models/fields/related_descriptors.py:method=get_queryset(self)|line=1082,0,,django/contrib/contenttypes/fields.py,get_queryset(self),611,616,611,616,django/db/models/fields/related_descriptors.py,get_queryset(self),1082,1087,1082,1087,django::clone_8::pair_1,34,6,2
14,python,code_clone_type1,django,/Users/a1-6/Code/Project/Python_Project/django,,,,,33,"/Users/a1-6/Code/Project/Python_Project/django/django/core/files/storage/filesystem.py:method=url(self, name)|line=184;/Users/a1-6/Code/Project/Python_Project/django/django/core/files/storage/memory.py:method=url(self, name)|line=272",0,,django/core/files/storage/filesystem.py,"url(self, name)",184,190,184,190,django/core/files/storage/memory.py,"url(self, name)",272,278,272,278,django::clone_33::pair_1,33,7,2
15,python,code_clone_type1,django,/Users/a1-6/Code/Project/Python_Project/django,,,,,33,/Users/a1-6/Code/Project/Python_Project/django/django/db/models/fields/__init__.py:method=deconstruct(self)|line=1244;/Users/a1-6/Code/Project/Python_Project/django/django/db/models/fields/__init__.py:method=deconstruct(self)|line=2437,0,,django/db/models/fields/__init__.py,deconstruct(self),1244,1248,1244,1248,django/db/models/fields/__init__.py,deconstruct(self),2437,2441,2437,2441,django::clone_62::pair_1,33,5,2
16,python,code_clone_type1,django,/Users/a1-6/Code/Project/Python_Project/django,,,,,32,"/Users/a1-6/Code/Project/Python_Project/django/django/contrib/auth/hashers.py:method=decode(self, encoded)|line=654;/Users/a1-6/Code/Project/Python_Project/django/django/contrib/auth/hashers.py:method=decode(self, encoded)|line=696",0,,django/contrib/auth/hashers.py,"decode(self, encoded)",654,661,654,661,django/contrib/auth/hashers.py,"decode(self, encoded)",696,703,696,703,django::clone_3::pair_1,32,8,3
17,python,code_clone_type1,django,/Users/a1-6/Code/Project/Python_Project/django,,,,,32,"/Users/a1-6/Code/Project/Python_Project/django/django/core/management/commands/sqlflush.py:method=add_arguments(self, parser)|line=14;/Users/a1-6/Code/Project/Python_Project/django/django/core/management/commands/sqlsequencereset.py:method=add_arguments(self, parser)|line=12",0,,django/core/management/commands/sqlflush.py,"add_arguments(self, parser)",14,23,14,23,django/core/management/commands/sqlsequencereset.py,"add_arguments(self, parser)",12,21,12,21,django::clone_36::pair_1,32,10,2
18,python,code_clone_type1,django,/Users/a1-6/Code/Project/Python_Project/django,,,,,29,/Users/a1-6/Code/Project/Python_Project/django/django/contrib/postgres/indexes.py:method=deconstruct(self)|line=124;/Users/a1-6/Code/Project/Python_Project/django/django/contrib/postgres/indexes.py:method=deconstruct(self)|line=198,0,,django/contrib/postgres/indexes.py,deconstruct(self),124,128,124,128,django/contrib/postgres/indexes.py,deconstruct(self),198,202,198,202,django::clone_24::pair_1,29,5,3
19,python,code_clone_type1,django,/Users/a1-6/Code/Project/Python_Project/django,,,,,28,/Users/a1-6/Code/Project/Python_Project/django/django/contrib/sessions/backends/db.py:method=create(self)|line=48;/Users/a1-6/Code/Project/Python_Project/django/django/contrib/sessions/backends/file.py:method=create(self)|line=107,0,,django/contrib/sessions/backends/db.py,create(self),48,59,48,59,django/contrib/sessions/backends/file.py,create(self),107,115,107,115,django::clone_29::pair_1,28,12,2
20,python,code_clone_type1,django,/Users/a1-6/Code/Project/Python_Project/django,,,,,27,/Users/a1-6/Code/Project/Python_Project/django/django/contrib/postgres/operations.py:method=deconstruct(self)|line=325;/Users/a1-6/Code/Project/Python_Project/django/django/db/migrations/operations/models.py:method=deconstruct(self)|line=1187,0,,django/contrib/postgres/operations.py,deconstruct(self),325,333,325,333,django/db/migrations/operations/models.py,deconstruct(self),1187,1195,1187,1195,django::clone_26::pair_1,27,9,2
21,python,code_clone_type1,django,/Users/a1-6/Code/Project/Python_Project/django,,,,,26,"/Users/a1-6/Code/Project/Python_Project/django/django/db/backends/oracle/operations.py:method=tablespace_sql(self, tablespace, inline=False)|line=563;/Users/a1-6/Code/Project/Python_Project/django/django/db/backends/postgresql/operations.py:method=tablespace_sql(self, tablespace, inline=False)|line=234",0,,django/db/backends/oracle/operations.py,"tablespace_sql(self, tablespace, inline=False)",563,567,563,567,django/db/backends/postgresql/operations.py,"tablespace_sql(self, tablespace, inline=False)",234,238,234,238,django::clone_48::pair_1,26,5,2
22,python,code_clone_type1,django,/Users/a1-6/Code/Project/Python_Project/django,,,,,25,"/Users/a1-6/Code/Project/Python_Project/django/django/core/serializers/python.py:method=queryset_iterator(obj, field)|line=81;/Users/a1-6/Code/Project/Python_Project/django/django/core/serializers/xml_serializer.py:method=queryset_iterator(obj, field)|line=157",0,,django/core/serializers/python.py,"queryset_iterator(obj, field)",81,87,81,87,django/core/serializers/xml_serializer.py,"queryset_iterator(obj, field)",157,163,157,163,django::clone_37::pair_1,25,7,2
23,python,code_clone_type1,django,/Users/a1-6/Code/Project/Python_Project/django,,,,,23,/Users/a1-6/Code/Project/Python_Project/django/django/contrib/postgres/fields/array.py:method=model(self)|line=42;/Users/a1-6/Code/Project/Python_Project/django/django/contrib/postgres/fields/ranges.py:method=model(self)|line=69,0,,django/contrib/postgres/fields/array.py,model(self),42,48,42,48,django/contrib/postgres/fields/ranges.py,model(self),69,75,69,75,django::clone_16::pair_1,23,7,2
24,python,code_clone_type1,django,/Users/a1-6/Code/Project/Python_Project/django,,,,,23,"/Users/a1-6/Code/Project/Python_Project/django/django/db/backends/oracle/base.py:method=check_constraints(self, table_names=None)|line=328;/Users/a1-6/Code/Project/Python_Project/django/django/db/backends/postgresql/base.py:method=check_constraints(self, table_names=None)|line=377",0,,django/db/backends/oracle/base.py,"check_constraints(self, table_names=None)",328,335,328,335,django/db/backends/postgresql/base.py,"check_constraints(self, table_names=None)",377,384,377,384,django::clone_47::pair_1,23,8,2
25,python,code_clone_type1,django,/Users/a1-6/Code/Project/Python_Project/django,,,,,22,/Users/a1-6/Code/Project/Python_Project/django/django/contrib/contenttypes/fields.py:method=_remove_prefetched_objects(self)|line=605;/Users/a1-6/Code/Project/Python_Project/django/django/db/models/fields/related_descriptors.py:method=_remove_prefetched_objects(self)|line=1076,0,,django/contrib/contenttypes/fields.py,_remove_prefetched_objects(self),605,609,605,609,django/db/models/fields/related_descriptors.py,_remove_prefetched_objects(self),1076,1080,1076,1080,django::clone_7::pair_1,22,5,2
26,python,code_clone_type1,django,/Users/a1-6/Code/Project/Python_Project/django,,,,,22,/Users/a1-6/Code/Project/Python_Project/django/django/contrib/postgres/indexes.py:method=get_with_params(self)|line=130;/Users/a1-6/Code/Project/Python_Project/django/django/contrib/postgres/indexes.py:method=get_with_params(self)|line=204,0,,django/contrib/postgres/indexes.py,get_with_params(self),130,134,130,134,django/contrib/postgres/indexes.py,get_with_params(self),204,208,204,208,django::clone_25::pair_1,22,5,3
27,python,code_clone_type1,django,/Users/a1-6/Code/Project/Python_Project/django,,,,,21,/Users/a1-6/Code/Project/Python_Project/django/django/db/models/expressions.py:method=get_group_by_cols(self)|line=1411;/Users/a1-6/Code/Project/Python_Project/django/django/db/models/lookups.py:method=get_group_by_cols(self)|line=131,0,,django/db/models/expressions.py,get_group_by_cols(self),1411,1416,1411,1416,django/db/models/lookups.py,get_group_by_cols(self),131,135,131,135,django::clone_60::pair_1,21,6,3
28,python,code_clone_type1,django,/Users/a1-6/Code/Project/Python_Project/django,,,,,19,"/Users/a1-6/Code/Project/Python_Project/django/django/db/models/fields/__init__.py:method=formfield(self, **kwargs)|line=2296;/Users/a1-6/Code/Project/Python_Project/django/django/db/models/fields/__init__.py:method=formfield(self, **kwargs)|line=2311",0,,django/db/models/fields/__init__.py,"formfield(self, **kwargs)",2296,2302,2296,2302,django/db/models/fields/__init__.py,"formfield(self, **kwargs)",2311,2317,2311,2317,django::clone_66::pair_1,19,7,3
29,python,code_clone_type1,django,/Users/a1-6/Code/Project/Python_Project/django,,,,,19,"/Users/a1-6/Code/Project/Python_Project/django/django/db/models/lookups.py:method=select_format(self, compiler, sql, params)|line=180;/Users/a1-6/Code/Project/Python_Project/django/django/db/models/sql/where.py:method=select_format(self, compiler, sql, params)|line=292",0,,django/db/models/lookups.py,"select_format(self, compiler, sql, params)",180,186,180,186,django/db/models/sql/where.py,"select_format(self, compiler, sql, params)",292,298,292,298,django::clone_69::pair_1,19,7,2
30,python,code_clone_type1,django,/Users/a1-6/Code/Project/Python_Project/django,,,,,19,/Users/a1-6/Code/Project/Python_Project/django/django/db/models/query.py:method=__aiter__(self)|line=401;/Users/a1-6/Code/Project/Python_Project/django/django/db/models/query.py:method=__aiter__(self)|line=2083,0,,django/db/models/query.py,__aiter__(self),401,409,401,409,django/db/models/query.py,__aiter__(self),2083,2091,2083,2091,django::clone_70::pair_1,19,9,2
