sample_id,language,smell_type,project_name,project_path,file,method,begin_line,end_line,metric_value,location,is_test,evidence,class,host_class,reported_occurrence_count,listed_occurrence_count,group_occurrences,target_context_json
11,python,data_clumps,poetry,/opt/projects/python/poetry,src/poetry/installation/chef.py,"__init__(self, artifact_cache: ArtifactCache, env: Env, pool: RepositoryPool)",106,111,304,/opt/projects/python/poetry/src/poetry/installation/chef.py:method=__init__|line=106;/opt/projects/python/poetry/src/poetry/installation/chef.py:method=__init__|line=54;/opt/projects/python/poetry/src/poetry/installation/executor.py:method=__init__|line=53;/opt/projects/python/poetry/src/poetry/installation/installer.py:method=__init__|line=35,0,group=:self|Env:env|RepositoryPool:pool;occurrences=4;classes=4;method_names=4,Chef,,4,4,"[{""file"":""src/poetry/installation/chef.py"",""line"":""106"",""location"":""src/poetry/installation/chef.py:method=__init__|line=106"",""method"":""__init__""},{""file"":""src/poetry/installation/chef.py"",""line"":""54"",""location"":""src/poetry/installation/chef.py:method=__init__|line=54"",""method"":""__init__""},{""file"":""src/poetry/installation/executor.py"",""line"":""53"",""location"":""src/poetry/installation/executor.py:method=__init__|line=53"",""method"":""__init__""},{""file"":""src/poetry/installation/installer.py"",""line"":""35"",""location"":""src/poetry/installation/installer.py:method=__init__|line=35"",""method"":""__init__""}]","{""group"":"":self|env:env|repositorypool:pool""}"
12,python,data_clumps,poetry,/opt/projects/python/poetry,src/poetry/installation/chef.py,"__init__(self, env: Env, pool: RepositoryPool)",54,56,304,/opt/projects/python/poetry/src/poetry/installation/chef.py:method=__init__|line=54;/opt/projects/python/poetry/src/poetry/installation/chef.py:method=__init__|line=106;/opt/projects/python/poetry/src/poetry/installation/executor.py:method=__init__|line=53;/opt/projects/python/poetry/src/poetry/installation/installer.py:method=__init__|line=35,0,group=:self|Env:env|RepositoryPool:pool;occurrences=4;classes=4;method_names=4,IsolatedEnv,,4,4,"[{""file"":""src/poetry/installation/chef.py"",""line"":""54"",""location"":""src/poetry/installation/chef.py:method=__init__|line=54"",""method"":""__init__""},{""file"":""src/poetry/installation/chef.py"",""line"":""106"",""location"":""src/poetry/installation/chef.py:method=__init__|line=106"",""method"":""__init__""},{""file"":""src/poetry/installation/executor.py"",""line"":""53"",""location"":""src/poetry/installation/executor.py:method=__init__|line=53"",""method"":""__init__""},{""file"":""src/poetry/installation/installer.py"",""line"":""35"",""location"":""src/poetry/installation/installer.py:method=__init__|line=35"",""method"":""__init__""}]","{""group"":"":self|env:env|repositorypool:pool""}"
13,python,data_clumps,poetry,/opt/projects/python/poetry,src/poetry/installation/executor.py,"__init__(self, env: Env, pool: RepositoryPool, config: Config, io: IO, parallel: bool | None = None, disable_cache: bool = False,)",53,111,304,/opt/projects/python/poetry/src/poetry/installation/executor.py:method=__init__|line=53;/opt/projects/python/poetry/src/poetry/installation/chef.py:method=__init__|line=106;/opt/projects/python/poetry/src/poetry/installation/chef.py:method=__init__|line=54;/opt/projects/python/poetry/src/poetry/installation/installer.py:method=__init__|line=35,0,group=:self|Env:env|RepositoryPool:pool;occurrences=4;classes=4;method_names=4,Executor,,4,4,"[{""file"":""src/poetry/installation/executor.py"",""line"":""53"",""location"":""src/poetry/installation/executor.py:method=__init__|line=53"",""method"":""__init__""},{""file"":""src/poetry/installation/chef.py"",""line"":""106"",""location"":""src/poetry/installation/chef.py:method=__init__|line=106"",""method"":""__init__""},{""file"":""src/poetry/installation/chef.py"",""line"":""54"",""location"":""src/poetry/installation/chef.py:method=__init__|line=54"",""method"":""__init__""},{""file"":""src/poetry/installation/installer.py"",""line"":""35"",""location"":""src/poetry/installation/installer.py:method=__init__|line=35"",""method"":""__init__""}]","{""group"":"":self|env:env|repositorypool:pool""}"
14,python,data_clumps,poetry,/opt/projects/python/poetry,src/poetry/installation/installer.py,"__init__(self, io: IO, env: Env, package: ProjectPackage, locker: Locker, pool: RepositoryPool, config: Config, installed: Repository | None = None, executor: Executor | None = None, disable_cache: bool = False,)",35,76,304,/opt/projects/python/poetry/src/poetry/installation/installer.py:method=__init__|line=35;/opt/projects/python/poetry/src/poetry/installation/chef.py:method=__init__|line=106;/opt/projects/python/poetry/src/poetry/installation/chef.py:method=__init__|line=54;/opt/projects/python/poetry/src/poetry/installation/executor.py:method=__init__|line=53,0,group=:self|Env:env|RepositoryPool:pool;occurrences=4;classes=4;method_names=4,Installer,,4,4,"[{""file"":""src/poetry/installation/installer.py"",""line"":""35"",""location"":""src/poetry/installation/installer.py:method=__init__|line=35"",""method"":""__init__""},{""file"":""src/poetry/installation/chef.py"",""line"":""106"",""location"":""src/poetry/installation/chef.py:method=__init__|line=106"",""method"":""__init__""},{""file"":""src/poetry/installation/chef.py"",""line"":""54"",""location"":""src/poetry/installation/chef.py:method=__init__|line=54"",""method"":""__init__""},{""file"":""src/poetry/installation/executor.py"",""line"":""53"",""location"":""src/poetry/installation/executor.py:method=__init__|line=53"",""method"":""__init__""}]","{""group"":"":self|env:env|repositorypool:pool""}"
15,python,data_clumps,poetry,/opt/projects/python/poetry,src/poetry/mixology/incompatibility.py,"_try_requires_both(self, other: Incompatibility, this_line: int | None, other_line: int | None,)",235,282,304,/opt/projects/python/poetry/src/poetry/mixology/incompatibility.py:method=_try_requires_both|line=235;/opt/projects/python/poetry/src/poetry/mixology/incompatibility.py:method=_try_requires_forbidden|line=365;/opt/projects/python/poetry/src/poetry/mixology/incompatibility.py:method=_try_requires_through|line=284;/opt/projects/python/poetry/src/poetry/mixology/incompatibility.py:method=and_to_string|line=206,0,group=:self|Incompatibility:other|int | None:this_line;occurrences=4;classes=1;method_names=4,Incompatibility,,4,4,"[{""file"":""src/poetry/mixology/incompatibility.py"",""line"":""235"",""location"":""src/poetry/mixology/incompatibility.py:method=_try_requires_both|line=235"",""method"":""_try_requires_both""},{""file"":""src/poetry/mixology/incompatibility.py"",""line"":""365"",""location"":""src/poetry/mixology/incompatibility.py:method=_try_requires_forbidden|line=365"",""method"":""_try_requires_forbidden""},{""file"":""src/poetry/mixology/incompatibility.py"",""line"":""284"",""location"":""src/poetry/mixology/incompatibility.py:method=_try_requires_through|line=284"",""method"":""_try_requires_through""},{""file"":""src/poetry/mixology/incompatibility.py"",""line"":""206"",""location"":""src/poetry/mixology/incompatibility.py:method=and_to_string|line=206"",""method"":""and_to_string""}]","{""group"":"":self|incompatibility:other|intornone:this_line""}"
16,python,data_clumps,poetry,/opt/projects/python/poetry,src/poetry/mixology/incompatibility.py,"_try_requires_forbidden(self, other: Incompatibility, this_line: int | None, other_line: int | None,)",365,420,304,/opt/projects/python/poetry/src/poetry/mixology/incompatibility.py:method=_try_requires_forbidden|line=365;/opt/projects/python/poetry/src/poetry/mixology/incompatibility.py:method=_try_requires_both|line=235;/opt/projects/python/poetry/src/poetry/mixology/incompatibility.py:method=_try_requires_through|line=284;/opt/projects/python/poetry/src/poetry/mixology/incompatibility.py:method=and_to_string|line=206,0,group=:self|Incompatibility:other|int | None:this_line;occurrences=4;classes=1;method_names=4,Incompatibility,,4,4,"[{""file"":""src/poetry/mixology/incompatibility.py"",""line"":""365"",""location"":""src/poetry/mixology/incompatibility.py:method=_try_requires_forbidden|line=365"",""method"":""_try_requires_forbidden""},{""file"":""src/poetry/mixology/incompatibility.py"",""line"":""235"",""location"":""src/poetry/mixology/incompatibility.py:method=_try_requires_both|line=235"",""method"":""_try_requires_both""},{""file"":""src/poetry/mixology/incompatibility.py"",""line"":""284"",""location"":""src/poetry/mixology/incompatibility.py:method=_try_requires_through|line=284"",""method"":""_try_requires_through""},{""file"":""src/poetry/mixology/incompatibility.py"",""line"":""206"",""location"":""src/poetry/mixology/incompatibility.py:method=and_to_string|line=206"",""method"":""and_to_string""}]","{""group"":"":self|incompatibility:other|intornone:this_line""}"
17,python,data_clumps,poetry,/opt/projects/python/poetry,src/poetry/mixology/incompatibility.py,"_try_requires_through(self, other: Incompatibility, this_line: int | None, other_line: int | None,)",284,363,304,/opt/projects/python/poetry/src/poetry/mixology/incompatibility.py:method=_try_requires_through|line=284;/opt/projects/python/poetry/src/poetry/mixology/incompatibility.py:method=_try_requires_both|line=235;/opt/projects/python/poetry/src/poetry/mixology/incompatibility.py:method=_try_requires_forbidden|line=365;/opt/projects/python/poetry/src/poetry/mixology/incompatibility.py:method=and_to_string|line=206,0,group=:self|Incompatibility:other|int | None:this_line;occurrences=4;classes=1;method_names=4,Incompatibility,,4,4,"[{""file"":""src/poetry/mixology/incompatibility.py"",""line"":""284"",""location"":""src/poetry/mixology/incompatibility.py:method=_try_requires_through|line=284"",""method"":""_try_requires_through""},{""file"":""src/poetry/mixology/incompatibility.py"",""line"":""235"",""location"":""src/poetry/mixology/incompatibility.py:method=_try_requires_both|line=235"",""method"":""_try_requires_both""},{""file"":""src/poetry/mixology/incompatibility.py"",""line"":""365"",""location"":""src/poetry/mixology/incompatibility.py:method=_try_requires_forbidden|line=365"",""method"":""_try_requires_forbidden""},{""file"":""src/poetry/mixology/incompatibility.py"",""line"":""206"",""location"":""src/poetry/mixology/incompatibility.py:method=and_to_string|line=206"",""method"":""and_to_string""}]","{""group"":"":self|incompatibility:other|intornone:this_line""}"
18,python,data_clumps,poetry,/opt/projects/python/poetry,src/poetry/mixology/incompatibility.py,"and_to_string(self, other: Incompatibility, this_line: int | None, other_line: int | None,)",206,233,304,/opt/projects/python/poetry/src/poetry/mixology/incompatibility.py:method=and_to_string|line=206;/opt/projects/python/poetry/src/poetry/mixology/incompatibility.py:method=_try_requires_both|line=235;/opt/projects/python/poetry/src/poetry/mixology/incompatibility.py:method=_try_requires_forbidden|line=365;/opt/projects/python/poetry/src/poetry/mixology/incompatibility.py:method=_try_requires_through|line=284,0,group=:self|Incompatibility:other|int | None:this_line;occurrences=4;classes=1;method_names=4,Incompatibility,,4,4,"[{""file"":""src/poetry/mixology/incompatibility.py"",""line"":""206"",""location"":""src/poetry/mixology/incompatibility.py:method=and_to_string|line=206"",""method"":""and_to_string""},{""file"":""src/poetry/mixology/incompatibility.py"",""line"":""235"",""location"":""src/poetry/mixology/incompatibility.py:method=_try_requires_both|line=235"",""method"":""_try_requires_both""},{""file"":""src/poetry/mixology/incompatibility.py"",""line"":""365"",""location"":""src/poetry/mixology/incompatibility.py:method=_try_requires_forbidden|line=365"",""method"":""_try_requires_forbidden""},{""file"":""src/poetry/mixology/incompatibility.py"",""line"":""284"",""location"":""src/poetry/mixology/incompatibility.py:method=_try_requires_through|line=284"",""method"":""_try_requires_through""}]","{""group"":"":self|incompatibility:other|intornone:this_line""}"
19,python,data_clumps,poetry,/opt/projects/python/poetry,src/poetry/repositories/http_repository.py,"__init__(self, name: str, url: str, config: Config | None = None, disable_cache: bool = False, pool_size: int = requests.adapters.DEFAULT_POOLSIZE,)",47,76,304,/opt/projects/python/poetry/src/poetry/repositories/http_repository.py:method=__init__|line=47;/opt/projects/python/poetry/src/poetry/repositories/legacy_repository.py:method=__init__|line=26;/opt/projects/python/poetry/src/poetry/repositories/pypi_repository.py:method=__init__|line=36;/opt/projects/python/poetry/src/poetry/utils/authenticator.py:method=__init__|line=106,0,group=:self|bool:disable_cache|int:pool_size;occurrences=4;classes=4;method_names=4,HTTPRepository,,4,4,"[{""file"":""src/poetry/repositories/http_repository.py"",""line"":""47"",""location"":""src/poetry/repositories/http_repository.py:method=__init__|line=47"",""method"":""__init__""},{""file"":""src/poetry/repositories/legacy_repository.py"",""line"":""26"",""location"":""src/poetry/repositories/legacy_repository.py:method=__init__|line=26"",""method"":""__init__""},{""file"":""src/poetry/repositories/pypi_repository.py"",""line"":""36"",""location"":""src/poetry/repositories/pypi_repository.py:method=__init__|line=36"",""method"":""__init__""},{""file"":""src/poetry/utils/authenticator.py"",""line"":""106"",""location"":""src/poetry/utils/authenticator.py:method=__init__|line=106"",""method"":""__init__""}]","{""group"":"":self|bool:disable_cache|int:pool_size""}"
20,python,data_clumps,poetry,/opt/projects/python/poetry,src/poetry/repositories/legacy_repository.py,"__init__(self, name: str, url: str, config: Config | None = None, disable_cache: bool = False, pool_size: int = requests.adapters.DEFAULT_POOLSIZE,)",26,37,304,/opt/projects/python/poetry/src/poetry/repositories/legacy_repository.py:method=__init__|line=26;/opt/projects/python/poetry/src/poetry/repositories/http_repository.py:method=__init__|line=47;/opt/projects/python/poetry/src/poetry/repositories/pypi_repository.py:method=__init__|line=36;/opt/projects/python/poetry/src/poetry/utils/authenticator.py:method=__init__|line=106,0,group=:self|bool:disable_cache|int:pool_size;occurrences=4;classes=4;method_names=4,LegacyRepository,,4,4,"[{""file"":""src/poetry/repositories/legacy_repository.py"",""line"":""26"",""location"":""src/poetry/repositories/legacy_repository.py:method=__init__|line=26"",""method"":""__init__""},{""file"":""src/poetry/repositories/http_repository.py"",""line"":""47"",""location"":""src/poetry/repositories/http_repository.py:method=__init__|line=47"",""method"":""__init__""},{""file"":""src/poetry/repositories/pypi_repository.py"",""line"":""36"",""location"":""src/poetry/repositories/pypi_repository.py:method=__init__|line=36"",""method"":""__init__""},{""file"":""src/poetry/utils/authenticator.py"",""line"":""106"",""location"":""src/poetry/utils/authenticator.py:method=__init__|line=106"",""method"":""__init__""}]","{""group"":"":self|bool:disable_cache|int:pool_size""}"
21,python,data_clumps,requests,/opt/projects/python/requests,src/requests/adapters.py,"build_connection_pool_key_attributes(self, request: PreparedRequest, verify: _t.VerifyType, cert: _t.CertType = None)",403,453,305,/opt/projects/python/requests/src/requests/adapters.py:method=build_connection_pool_key_attributes|line=403;/opt/projects/python/requests/src/requests/adapters.py:method=cert_verify|line=307;/opt/projects/python/requests/src/requests/adapters.py:method=get_connection_with_tls_context|line=455;/opt/projects/python/requests/src/requests/adapters.py:method=send|line=128;/opt/projects/python/requests/src/requests/adapters.py:method=send|line=636,0,group=:self|_t.VerifyType:verify|_t.CertType:cert;occurrences=5;classes=2;method_names=5,HTTPAdapter,,5,5,"[{""file"":""src/requests/adapters.py"",""line"":""403"",""location"":""src/requests/adapters.py:method=build_connection_pool_key_attributes|line=403"",""method"":""build_connection_pool_key_attributes""},{""file"":""src/requests/adapters.py"",""line"":""307"",""location"":""src/requests/adapters.py:method=cert_verify|line=307"",""method"":""cert_verify""},{""file"":""src/requests/adapters.py"",""line"":""455"",""location"":""src/requests/adapters.py:method=get_connection_with_tls_context|line=455"",""method"":""get_connection_with_tls_context""},{""file"":""src/requests/adapters.py"",""line"":""128"",""location"":""src/requests/adapters.py:method=send|line=128"",""method"":""send""},{""file"":""src/requests/adapters.py"",""line"":""636"",""location"":""src/requests/adapters.py:method=send|line=636"",""method"":""send""}]","{""group"":"":self|certtype:cert|verifytype:verify""}"
22,python,data_clumps,requests,/opt/projects/python/requests,src/requests/adapters.py,"cert_verify(self, conn: Any, url: str, verify: _t.VerifyType, cert: _t.CertType)",307,363,305,/opt/projects/python/requests/src/requests/adapters.py:method=cert_verify|line=307;/opt/projects/python/requests/src/requests/adapters.py:method=build_connection_pool_key_attributes|line=403;/opt/projects/python/requests/src/requests/adapters.py:method=get_connection_with_tls_context|line=455;/opt/projects/python/requests/src/requests/adapters.py:method=send|line=128;/opt/projects/python/requests/src/requests/adapters.py:method=send|line=636,0,group=:self|_t.VerifyType:verify|_t.CertType:cert;occurrences=5;classes=2;method_names=5,HTTPAdapter,,5,5,"[{""file"":""src/requests/adapters.py"",""line"":""307"",""location"":""src/requests/adapters.py:method=cert_verify|line=307"",""method"":""cert_verify""},{""file"":""src/requests/adapters.py"",""line"":""403"",""location"":""src/requests/adapters.py:method=build_connection_pool_key_attributes|line=403"",""method"":""build_connection_pool_key_attributes""},{""file"":""src/requests/adapters.py"",""line"":""455"",""location"":""src/requests/adapters.py:method=get_connection_with_tls_context|line=455"",""method"":""get_connection_with_tls_context""},{""file"":""src/requests/adapters.py"",""line"":""128"",""location"":""src/requests/adapters.py:method=send|line=128"",""method"":""send""},{""file"":""src/requests/adapters.py"",""line"":""636"",""location"":""src/requests/adapters.py:method=send|line=636"",""method"":""send""}]","{""group"":"":self|certtype:cert|verifytype:verify""}"
23,python,data_clumps,requests,/opt/projects/python/requests,src/requests/adapters.py,"get_connection_with_tls_context(self, request: PreparedRequest, verify: _t.VerifyType, proxies: dict[str, str] | None = None, cert: _t.CertType = None,)",455,510,305,/opt/projects/python/requests/src/requests/adapters.py:method=get_connection_with_tls_context|line=455;/opt/projects/python/requests/src/requests/adapters.py:method=build_connection_pool_key_attributes|line=403;/opt/projects/python/requests/src/requests/adapters.py:method=cert_verify|line=307;/opt/projects/python/requests/src/requests/adapters.py:method=send|line=128;/opt/projects/python/requests/src/requests/adapters.py:method=send|line=636,0,group=:self|_t.VerifyType:verify|_t.CertType:cert;occurrences=5;classes=2;method_names=5,HTTPAdapter,,5,5,"[{""file"":""src/requests/adapters.py"",""line"":""455"",""location"":""src/requests/adapters.py:method=get_connection_with_tls_context|line=455"",""method"":""get_connection_with_tls_context""},{""file"":""src/requests/adapters.py"",""line"":""403"",""location"":""src/requests/adapters.py:method=build_connection_pool_key_attributes|line=403"",""method"":""build_connection_pool_key_attributes""},{""file"":""src/requests/adapters.py"",""line"":""307"",""location"":""src/requests/adapters.py:method=cert_verify|line=307"",""method"":""cert_verify""},{""file"":""src/requests/adapters.py"",""line"":""128"",""location"":""src/requests/adapters.py:method=send|line=128"",""method"":""send""},{""file"":""src/requests/adapters.py"",""line"":""636"",""location"":""src/requests/adapters.py:method=send|line=636"",""method"":""send""}]","{""group"":"":self|certtype:cert|verifytype:verify""}"
24,python,data_clumps,requests,/opt/projects/python/requests,src/requests/adapters.py,"send(self, request: PreparedRequest, stream: bool = False, timeout: _t.TimeoutType = None, verify: _t.VerifyType = True, cert: _t.CertType = None, proxies: dict[str, str] | None = None,)",128,151,305,/opt/projects/python/requests/src/requests/adapters.py:method=send|line=128;/opt/projects/python/requests/src/requests/adapters.py:method=build_connection_pool_key_attributes|line=403;/opt/projects/python/requests/src/requests/adapters.py:method=cert_verify|line=307;/opt/projects/python/requests/src/requests/adapters.py:method=get_connection_with_tls_context|line=455;/opt/projects/python/requests/src/requests/adapters.py:method=send|line=636,0,group=:self|_t.VerifyType:verify|_t.CertType:cert;occurrences=5;classes=2;method_names=5,BaseAdapter,,5,5,"[{""file"":""src/requests/adapters.py"",""line"":""128"",""location"":""src/requests/adapters.py:method=send|line=128"",""method"":""send""},{""file"":""src/requests/adapters.py"",""line"":""403"",""location"":""src/requests/adapters.py:method=build_connection_pool_key_attributes|line=403"",""method"":""build_connection_pool_key_attributes""},{""file"":""src/requests/adapters.py"",""line"":""307"",""location"":""src/requests/adapters.py:method=cert_verify|line=307"",""method"":""cert_verify""},{""file"":""src/requests/adapters.py"",""line"":""455"",""location"":""src/requests/adapters.py:method=get_connection_with_tls_context|line=455"",""method"":""get_connection_with_tls_context""},{""file"":""src/requests/adapters.py"",""line"":""636"",""location"":""src/requests/adapters.py:method=send|line=636"",""method"":""send""}]","{""group"":"":self|certtype:cert|verifytype:verify""}"
25,python,data_clumps,requests,/opt/projects/python/requests,src/requests/adapters.py,"send(self, request: PreparedRequest, stream: bool = False, timeout: _t.TimeoutType = None, verify: _t.VerifyType = True, cert: _t.CertType = None, proxies: dict[str, str] | None = None,)",636,750,305,/opt/projects/python/requests/src/requests/adapters.py:method=send|line=636;/opt/projects/python/requests/src/requests/adapters.py:method=build_connection_pool_key_attributes|line=403;/opt/projects/python/requests/src/requests/adapters.py:method=cert_verify|line=307;/opt/projects/python/requests/src/requests/adapters.py:method=get_connection_with_tls_context|line=455;/opt/projects/python/requests/src/requests/adapters.py:method=send|line=128,0,group=:self|_t.VerifyType:verify|_t.CertType:cert;occurrences=5;classes=2;method_names=5,HTTPAdapter,,5,5,"[{""file"":""src/requests/adapters.py"",""line"":""636"",""location"":""src/requests/adapters.py:method=send|line=636"",""method"":""send""},{""file"":""src/requests/adapters.py"",""line"":""403"",""location"":""src/requests/adapters.py:method=build_connection_pool_key_attributes|line=403"",""method"":""build_connection_pool_key_attributes""},{""file"":""src/requests/adapters.py"",""line"":""307"",""location"":""src/requests/adapters.py:method=cert_verify|line=307"",""method"":""cert_verify""},{""file"":""src/requests/adapters.py"",""line"":""455"",""location"":""src/requests/adapters.py:method=get_connection_with_tls_context|line=455"",""method"":""get_connection_with_tls_context""},{""file"":""src/requests/adapters.py"",""line"":""128"",""location"":""src/requests/adapters.py:method=send|line=128"",""method"":""send""}]","{""group"":"":self|certtype:cert|verifytype:verify""}"
26,python,data_clumps,requests,/opt/projects/python/requests,src/requests/cookies.py,"_find_no_duplicates(self, name: str, domain: str | None = None, path: str | None = None)",423,452,304,/opt/projects/python/requests/src/requests/cookies.py:method=_find_no_duplicates|line=423;/opt/projects/python/requests/src/requests/cookies.py:method=_find|line=401;/opt/projects/python/requests/src/requests/cookies.py:method=get|line=211;/opt/projects/python/requests/src/requests/cookies.py:method=remove_cookie_by_name|line=164,0,group=str:name|str | None:domain|str | None:path;occurrences=4;classes=2;method_names=4,RequestsCookieJar,,4,4,"[{""file"":""src/requests/cookies.py"",""line"":""423"",""location"":""src/requests/cookies.py:method=_find_no_duplicates|line=423"",""method"":""_find_no_duplicates""},{""file"":""src/requests/cookies.py"",""line"":""401"",""location"":""src/requests/cookies.py:method=_find|line=401"",""method"":""_find""},{""file"":""src/requests/cookies.py"",""line"":""211"",""location"":""src/requests/cookies.py:method=get|line=211"",""method"":""get""},{""file"":""src/requests/cookies.py"",""line"":""164"",""location"":""src/requests/cookies.py:method=remove_cookie_by_name|line=164"",""method"":""remove_cookie_by_name""}]","{""group"":""str:name|strornone:domain|strornone:path""}"
27,python,data_clumps,requests,/opt/projects/python/requests,src/requests/cookies.py,"_find(self, name: str, domain: str | None = None, path: str | None = None)",401,421,304,/opt/projects/python/requests/src/requests/cookies.py:method=_find|line=401;/opt/projects/python/requests/src/requests/cookies.py:method=_find_no_duplicates|line=423;/opt/projects/python/requests/src/requests/cookies.py:method=get|line=211;/opt/projects/python/requests/src/requests/cookies.py:method=remove_cookie_by_name|line=164,0,group=str:name|str | None:domain|str | None:path;occurrences=4;classes=2;method_names=4,RequestsCookieJar,,4,4,"[{""file"":""src/requests/cookies.py"",""line"":""401"",""location"":""src/requests/cookies.py:method=_find|line=401"",""method"":""_find""},{""file"":""src/requests/cookies.py"",""line"":""423"",""location"":""src/requests/cookies.py:method=_find_no_duplicates|line=423"",""method"":""_find_no_duplicates""},{""file"":""src/requests/cookies.py"",""line"":""211"",""location"":""src/requests/cookies.py:method=get|line=211"",""method"":""get""},{""file"":""src/requests/cookies.py"",""line"":""164"",""location"":""src/requests/cookies.py:method=remove_cookie_by_name|line=164"",""method"":""remove_cookie_by_name""}]","{""group"":""str:name|strornone:domain|strornone:path""}"
28,python,data_clumps,requests,/opt/projects/python/requests,src/requests/cookies.py,"get(# type: ignore[override] self, name: str, default: str | None = None, domain: str | None = None, path: str | None = None,)",211,227,304,/opt/projects/python/requests/src/requests/cookies.py:method=get|line=211;/opt/projects/python/requests/src/requests/cookies.py:method=_find_no_duplicates|line=423;/opt/projects/python/requests/src/requests/cookies.py:method=_find|line=401;/opt/projects/python/requests/src/requests/cookies.py:method=remove_cookie_by_name|line=164,0,group=str:name|str | None:domain|str | None:path;occurrences=4;classes=2;method_names=4,RequestsCookieJar,,4,4,"[{""file"":""src/requests/cookies.py"",""line"":""211"",""location"":""src/requests/cookies.py:method=get|line=211"",""method"":""get""},{""file"":""src/requests/cookies.py"",""line"":""423"",""location"":""src/requests/cookies.py:method=_find_no_duplicates|line=423"",""method"":""_find_no_duplicates""},{""file"":""src/requests/cookies.py"",""line"":""401"",""location"":""src/requests/cookies.py:method=_find|line=401"",""method"":""_find""},{""file"":""src/requests/cookies.py"",""line"":""164"",""location"":""src/requests/cookies.py:method=remove_cookie_by_name|line=164"",""method"":""remove_cookie_by_name""}]","{""group"":""str:name|strornone:domain|strornone:path""}"
29,python,data_clumps,requests,/opt/projects/python/requests,src/requests/cookies.py,"remove_cookie_by_name(cookiejar: CookieJar, name: str, domain: str | None = None, path: str | None = None)",164,182,304,/opt/projects/python/requests/src/requests/cookies.py:method=remove_cookie_by_name|line=164;/opt/projects/python/requests/src/requests/cookies.py:method=_find_no_duplicates|line=423;/opt/projects/python/requests/src/requests/cookies.py:method=_find|line=401;/opt/projects/python/requests/src/requests/cookies.py:method=get|line=211,0,group=str:name|str | None:domain|str | None:path;occurrences=4;classes=2;method_names=4,,,4,4,"[{""file"":""src/requests/cookies.py"",""line"":""164"",""location"":""src/requests/cookies.py:method=remove_cookie_by_name|line=164"",""method"":""remove_cookie_by_name""},{""file"":""src/requests/cookies.py"",""line"":""423"",""location"":""src/requests/cookies.py:method=_find_no_duplicates|line=423"",""method"":""_find_no_duplicates""},{""file"":""src/requests/cookies.py"",""line"":""401"",""location"":""src/requests/cookies.py:method=_find|line=401"",""method"":""_find""},{""file"":""src/requests/cookies.py"",""line"":""211"",""location"":""src/requests/cookies.py:method=get|line=211"",""method"":""get""}]","{""group"":""str:name|strornone:domain|strornone:path""}"
30,python,data_clumps,poetry,/opt/projects/python/poetry,src/poetry/repositories/cached_repository.py,"package(self, name: str, version: Version, extras: list[str] | None = None,)",69,77,304,/opt/projects/python/poetry/src/poetry/repositories/cached_repository.py:method=package|line=69;/opt/projects/python/poetry/src/poetry/repositories/abstract_repository.py:method=package|line=29;/opt/projects/python/poetry/src/poetry/repositories/legacy_repository.py:method=package|line=51;/opt/projects/python/poetry/src/poetry/repositories/repository.py:method=package|line=112,0,group=:self|str:name|Version:version;occurrences=4;classes=4;method_names=4,CachedRepository,,4,4,"[{""file"":""src/poetry/repositories/cached_repository.py"",""line"":""69"",""location"":""src/poetry/repositories/cached_repository.py:method=package|line=69"",""method"":""package""},{""file"":""src/poetry/repositories/abstract_repository.py"",""line"":""29"",""location"":""src/poetry/repositories/abstract_repository.py:method=package|line=29"",""method"":""package""},{""file"":""src/poetry/repositories/legacy_repository.py"",""line"":""51"",""location"":""src/poetry/repositories/legacy_repository.py:method=package|line=51"",""method"":""package""},{""file"":""src/poetry/repositories/repository.py"",""line"":""112"",""location"":""src/poetry/repositories/repository.py:method=package|line=112"",""method"":""package""}]","{""group"":"":self|str:name|version:version""}"
