sample_id,language,smell_type,project_name,project_path,file,method,begin_line,end_line,metric_value,location,is_test,evidence
11,python,feature_envy,ray,/opt/projects/python/ray,release/train_tests/benchmark/ray_dataloader_factory.py,get_metrics(self),193,280,72,/opt/projects/python/ray/release/train_tests/benchmark/ray_dataloader_factory.py:method=get_metrics(self)|line=193,0,envied_receiver=iter_stats; foreign_access=72; foreign_ratio=0.67
12,python,feature_envy,requests,/opt/projects/python/requests,src/requests/adapters.py,"cert_verify(self, conn: Any, url: str, verify: _t.VerifyType, cert: _t.CertType)",307,363,16,"/opt/projects/python/requests/src/requests/adapters.py:method=cert_verify(self, conn: Any, url: str, verify: _t.VerifyType, cert: _t.CertType)|line=307",0,envied_receiver=conn; foreign_access=16; foreign_ratio=0.62
13,python,feature_envy,salt,/opt/projects/python/salt,salt/modules/win_task.py,"edit_task(name=None, location=""\\"", # General Tab user_name=None, password=None, description=None, enabled=None, hidden=None, # Conditions Tab run_if_idle=None, idle_duration=None, idle_wait_timeout=None, idle_stop_on_end=None, idle_restart=None, ac_only=None, stop_if_on_batteries=None, wake_to_run=None, run_if_network=None, network_id=None, network_name=None, # Settings Tab allow_demand_start=None, start_when_available=None, restart_every=None, restart_count=3, execution_time_limit=None, force_stop=None, delete_after=None, multiple_instances=None, **kwargs,)",825,1249,78,"/opt/projects/python/salt/salt/modules/win_task.py:method=edit_task(name=None, location=""\\"", # General Tab user_name=None, password=None, description=None, enabled=None, hidden=None, # Conditions Tab run_if_idle=None, idle_duration=None, idle_wait_timeout=None, idle_stop_on_end=None, idle_restart=None, ac_only=None, stop_if_on_batteries=None, wake_to_run=None, run_if_network=None, network_id=None, network_name=None, # Settings Tab allow_demand_start=None, start_when_available=None, restart_every=None, restart_count=3, execution_time_limit=None, force_stop=None, delete_after=None, multiple_instances=None, **kwargs,)|line=825",0,envied_receiver=task_definition; foreign_access=78; foreign_ratio=0.87
14,python,feature_envy,scrapy,/opt/projects/python/scrapy,scrapy/extensions/periodic_log.py,"from_crawler(cls, crawler: Crawler)",61,103,18,"/opt/projects/python/scrapy/scrapy/extensions/periodic_log.py:method=from_crawler(cls, crawler: Crawler)|line=61",0,envied_receiver=crawler; foreign_access=18; foreign_ratio=0.82
15,python,feature_envy,tornado,/opt/projects/python/tornado,tornado/template.py,"_parse(reader: _TemplateReader, template: Template, in_block: str | None = None, in_loop: str | None = None,)",844,1042,44,"/opt/projects/python/tornado/tornado/template.py:method=_parse(reader: _TemplateReader, template: Template, in_block: str | None = None, in_loop: str | None = None,)|line=844",0,envied_receiver=reader; foreign_access=44; foreign_ratio=0.62
16,python,feature_envy,yt-dlp,/opt/projects/python/yt-dlp,yt_dlp/__init__.py,validate_options(opts),184,623,211,/opt/projects/python/yt-dlp/yt_dlp/__init__.py:method=validate_options(opts)|line=184,0,envied_receiver=opts; foreign_access=211; foreign_ratio=0.78
17,python,feature_envy,airflow,/opt/projects/python/airflow,devel-common/src/tests_common/pytest_plugin.py,pytest_configure(config: pytest.Config),485,570,37,/opt/projects/python/airflow/devel-common/src/tests_common/pytest_plugin.py:method=pytest_configure(config: pytest.Config)|line=485,0,envied_receiver=config; foreign_access=37; foreign_ratio=0.76
18,python,feature_envy,dagster,/opt/projects/python/dagster,python_modules/libraries/dagster-aws/dagster_aws/emr/pyspark_step_launcher.py,emr_pyspark_step_launcher(context),151,211,42,/opt/projects/python/dagster/python_modules/libraries/dagster-aws/dagster_aws/emr/pyspark_step_launcher.py:method=emr_pyspark_step_launcher(context)|line=151,0,envied_receiver=context; foreign_access=42; foreign_ratio=1.00
19,python,feature_envy,dask,/opt/projects/python/dask,dask/dataframe/io/io.py,"_meta_from_array(x, columns=None, index=None, meta=None)",24,79,21,"/opt/projects/python/dask/dask/dataframe/io/io.py:method=_meta_from_array(x, columns=None, index=None, meta=None)|line=24",0,envied_receiver=x; foreign_access=21; foreign_ratio=0.66
20,python,feature_envy,dbt-core,/opt/projects/python/dbt-core,core/dbt/parser/manifest.py,"_process_metric_node(manifest: Manifest, current_project: str, metric: Metric,)",2145,2291,59,"/opt/projects/python/dbt-core/core/dbt/parser/manifest.py:method=_process_metric_node(manifest: Manifest, current_project: str, metric: Metric,)|line=2145",0,envied_receiver=metric; foreign_access=59; foreign_ratio=0.61
21,python,feature_envy,django,/opt/projects/python/django,django/contrib/contenttypes/admin.py,"_check_relation(self, obj, parent_model)",21,88,33,"/opt/projects/python/django/django/contrib/contenttypes/admin.py:method=_check_relation(self, obj, parent_model)|line=21",0,envied_receiver=obj; foreign_access=33; foreign_ratio=0.85
22,python,feature_envy,fsspec,/opt/projects/python/fsspec,fsspec/implementations/http.py,"_file_info(url, session, size_policy=""head"", **kwargs)",844,892,15,"/opt/projects/python/fsspec/fsspec/implementations/http.py:method=_file_info(url, session, size_policy=""head"", **kwargs)|line=844",0,envied_receiver=r; foreign_access=15; foreign_ratio=0.62
23,python,feature_envy,luigi,/opt/projects/python/luigi,luigi/scheduler.py,"_serialize_task(self, task_id, include_deps=True, deps=None)",1317,1343,15,"/opt/projects/python/luigi/luigi/scheduler.py:method=_serialize_task(self, task_id, include_deps=True, deps=None)|line=1317",0,envied_receiver=task; foreign_access=15; foreign_ratio=0.79
24,python,feature_envy,poetry,/opt/projects/python/poetry,src/poetry/utils/dependency_specification.py,"dependency_to_specification(dependency: Dependency, specification: BaseSpec)",35,59,22,"/opt/projects/python/poetry/src/poetry/utils/dependency_specification.py:method=dependency_to_specification(dependency: Dependency, specification: BaseSpec)|line=35",0,envied_receiver=dependency; foreign_access=22; foreign_ratio=1.00
25,python,feature_envy,prefect,/opt/projects/python/prefect,src/prefect/settings/models/_defaults.py,"default_database_connection_url(settings: ""Settings"")",76,120,47,"/opt/projects/python/prefect/src/prefect/settings/models/_defaults.py:method=default_database_connection_url(settings: ""Settings"")|line=76",0,envied_receiver=settings; foreign_access=47; foreign_ratio=0.96
26,python,feature_envy,ray,/opt/projects/python/ray,python/ray/cloudpickle/cloudpickle.py,_code_reduce(obj),827,935,57,/opt/projects/python/ray/python/ray/cloudpickle/cloudpickle.py:method=_code_reduce(obj)|line=827,0,envied_receiver=obj; foreign_access=57; foreign_ratio=0.97
27,python,feature_envy,requests,/opt/projects/python/requests,src/requests/adapters.py,"build_response(self, req: PreparedRequest, resp: Any)",365,401,13,"/opt/projects/python/requests/src/requests/adapters.py:method=build_response(self, req: PreparedRequest, resp: Any)|line=365",0,envied_receiver=response; foreign_access=13; foreign_ratio=0.76
28,python,feature_envy,airflow,/opt/projects/python/airflow,providers/amazon/src/airflow/providers/amazon/aws/operators/neptune.py,"handle_waitable_exception(operator: NeptuneStartDbClusterOperator | NeptuneStopDbClusterOperator, err: str)",40,81,32,"/opt/projects/python/airflow/providers/amazon/src/airflow/providers/amazon/aws/operators/neptune.py:method=handle_waitable_exception(operator: NeptuneStartDbClusterOperator | NeptuneStopDbClusterOperator, err: str)|line=40",0,envied_receiver=operator; foreign_access=32; foreign_ratio=1.00
29,python,feature_envy,dagster,/opt/projects/python/dagster,python_modules/dagster/dagster/_core/definitions/auto_materialize_rule_impls.py,"evaluate_for_asset(self, context: ""AutomationContext"")",464,535,41,"/opt/projects/python/dagster/python_modules/dagster/dagster/_core/definitions/auto_materialize_rule_impls.py:method=evaluate_for_asset(self, context: ""AutomationContext"")|line=464",0,envied_receiver=context; foreign_access=41; foreign_ratio=0.82
30,python,feature_envy,dask,/opt/projects/python/dask,dask/dataframe/dask_expr/io/parquet.py,"extract_pq_filters(cls, pq_expr: ReadParquet, predicate_expr: Expr)",1662,1696,19,"/opt/projects/python/dask/dask/dataframe/dask_expr/io/parquet.py:method=extract_pq_filters(cls, pq_expr: ReadParquet, predicate_expr: Expr)|line=1662",0,envied_receiver=predicate_expr; foreign_access=19; foreign_ratio=0.66
