sample_id,language,smell_type,project_name,project_path,file,method,begin_line,end_line,metric_value,location,is_test,evidence,class,host_class,reported_occurrence_count,listed_occurrence_count,group_occurrences,target_context_json
11,cpp,data_clumps,Catch2,/opt/projects/cpp/Catch2,src/catch2/internal/catch_is_permutation.hpp,"check_element_counts(ForwardIter1 first_1, const Sentinel1 end_1, ForwardIter2 first_2, const Sentinel2 end_2, Comparator cmp)",71,98,302,/opt/projects/cpp/Catch2/src/catch2/internal/catch_is_permutation.hpp:method=check_element_counts|line=71;/opt/projects/cpp/Catch2/src/catch2/internal/catch_is_permutation.hpp:method=is_permutation|line=105;/opt/projects/cpp/Catch2/extras/catch_amalgamated.hpp:method=check_element_counts|line=9747;/opt/projects/cpp/Catch2/extras/catch_amalgamated.hpp:method=is_permutation|line=9781,0,group=ForwardIter1:first_1|const Sentinel1:end_1|ForwardIter2:first_2;occurrences=4;classes=2;method_names=2,,,4,4,"[{""file"":""src/catch2/internal/catch_is_permutation.hpp"",""line"":""71"",""location"":""src/catch2/internal/catch_is_permutation.hpp:method=check_element_counts|line=71"",""method"":""check_element_counts""},{""file"":""src/catch2/internal/catch_is_permutation.hpp"",""line"":""105"",""location"":""src/catch2/internal/catch_is_permutation.hpp:method=is_permutation|line=105"",""method"":""is_permutation""},{""file"":""extras/catch_amalgamated.hpp"",""line"":""9747"",""location"":""extras/catch_amalgamated.hpp:method=check_element_counts|line=9747"",""method"":""check_element_counts""},{""file"":""extras/catch_amalgamated.hpp"",""line"":""9781"",""location"":""extras/catch_amalgamated.hpp:method=is_permutation|line=9781"",""method"":""is_permutation""}]","{""group"":""constsentinel1:end_1|forwarditer1:first_1|forwarditer2:first_2""}"
12,cpp,data_clumps,Catch2,/opt/projects/cpp/Catch2,src/catch2/internal/catch_is_permutation.hpp,"count_sentinel(ForwardIter start, Sentinel sentinel, T const& value, Comparator cmp)",36,46,302,/opt/projects/cpp/Catch2/src/catch2/internal/catch_is_permutation.hpp:method=count_sentinel|line=36;/opt/projects/cpp/Catch2/src/catch2/internal/catch_is_permutation.hpp:method=find_sentinel|line=21;/opt/projects/cpp/Catch2/extras/catch_amalgamated.hpp:method=find_sentinel|line=9697;/opt/projects/cpp/Catch2/extras/catch_amalgamated.hpp:method=count_sentinel|line=9712,0,group=ForwardIter:start|Sentinel:sentinel|T const&:value;occurrences=4;classes=2;method_names=2,,,4,4,"[{""file"":""src/catch2/internal/catch_is_permutation.hpp"",""line"":""36"",""location"":""src/catch2/internal/catch_is_permutation.hpp:method=count_sentinel|line=36"",""method"":""count_sentinel""},{""file"":""src/catch2/internal/catch_is_permutation.hpp"",""line"":""21"",""location"":""src/catch2/internal/catch_is_permutation.hpp:method=find_sentinel|line=21"",""method"":""find_sentinel""},{""file"":""extras/catch_amalgamated.hpp"",""line"":""9697"",""location"":""extras/catch_amalgamated.hpp:method=find_sentinel|line=9697"",""method"":""find_sentinel""},{""file"":""extras/catch_amalgamated.hpp"",""line"":""9712"",""location"":""extras/catch_amalgamated.hpp:method=count_sentinel|line=9712"",""method"":""count_sentinel""}]","{""group"":""forwarditer:start|sentinel:sentinel|tconst&:value""}"
13,cpp,data_clumps,yaml-cpp,/opt/projects/cpp/yaml-cpp,src/contrib/graphbuilderadapter.cpp,"GraphBuilderAdapter::OnMapStart(const Mark &mark, const std::string &tag, anchor_t anchor, EmitterStyle::value /* style */)",47,54,303,/opt/projects/cpp/yaml-cpp/src/contrib/graphbuilderadapter.cpp:method=OnMapStart|line=47;/opt/projects/cpp/yaml-cpp/src/contrib/graphbuilderadapter.cpp:method=OnScalar|line=22;/opt/projects/cpp/yaml-cpp/src/contrib/graphbuilderadapter.cpp:method=OnSequenceStart|line=31,0,group=const Mark:mark|const std::string:tag|anchor_t:anchor;occurrences=3;classes=1;method_names=3,GraphBuilderAdapter,,3,3,"[{""file"":""src/contrib/graphbuilderadapter.cpp"",""line"":""47"",""location"":""src/contrib/graphbuilderadapter.cpp:method=OnMapStart|line=47"",""method"":""OnMapStart""},{""file"":""src/contrib/graphbuilderadapter.cpp"",""line"":""22"",""location"":""src/contrib/graphbuilderadapter.cpp:method=OnScalar|line=22"",""method"":""OnScalar""},{""file"":""src/contrib/graphbuilderadapter.cpp"",""line"":""31"",""location"":""src/contrib/graphbuilderadapter.cpp:method=OnSequenceStart|line=31"",""method"":""OnSequenceStart""}]","{""group"":""anchor_t:anchor|constmark:mark|conststd::string:tag""}"
14,cpp,data_clumps,Catch2,/opt/projects/cpp/Catch2,src/catch2/internal/catch_is_permutation.hpp,"find_sentinel(ForwardIter start, Sentinel sentinel, T const& value, Comparator cmp)",21,30,302,/opt/projects/cpp/Catch2/src/catch2/internal/catch_is_permutation.hpp:method=find_sentinel|line=21;/opt/projects/cpp/Catch2/src/catch2/internal/catch_is_permutation.hpp:method=count_sentinel|line=36;/opt/projects/cpp/Catch2/extras/catch_amalgamated.hpp:method=find_sentinel|line=9697;/opt/projects/cpp/Catch2/extras/catch_amalgamated.hpp:method=count_sentinel|line=9712,0,group=ForwardIter:start|Sentinel:sentinel|T const&:value;occurrences=4;classes=2;method_names=2,,,4,4,"[{""file"":""src/catch2/internal/catch_is_permutation.hpp"",""line"":""21"",""location"":""src/catch2/internal/catch_is_permutation.hpp:method=find_sentinel|line=21"",""method"":""find_sentinel""},{""file"":""src/catch2/internal/catch_is_permutation.hpp"",""line"":""36"",""location"":""src/catch2/internal/catch_is_permutation.hpp:method=count_sentinel|line=36"",""method"":""count_sentinel""},{""file"":""extras/catch_amalgamated.hpp"",""line"":""9697"",""location"":""extras/catch_amalgamated.hpp:method=find_sentinel|line=9697"",""method"":""find_sentinel""},{""file"":""extras/catch_amalgamated.hpp"",""line"":""9712"",""location"":""extras/catch_amalgamated.hpp:method=count_sentinel|line=9712"",""method"":""count_sentinel""}]","{""group"":""forwarditer:start|sentinel:sentinel|tconst&:value""}"
15,cpp,data_clumps,yaml-cpp,/opt/projects/cpp/yaml-cpp,src/contrib/graphbuilderadapter.cpp,"GraphBuilderAdapter::OnScalar(const Mark &mark, const std::string &tag, anchor_t anchor, const std::string &value)",22,29,303,/opt/projects/cpp/yaml-cpp/src/contrib/graphbuilderadapter.cpp:method=OnScalar|line=22;/opt/projects/cpp/yaml-cpp/src/contrib/graphbuilderadapter.cpp:method=OnMapStart|line=47;/opt/projects/cpp/yaml-cpp/src/contrib/graphbuilderadapter.cpp:method=OnSequenceStart|line=31,0,group=const Mark:mark|const std::string:tag|anchor_t:anchor;occurrences=3;classes=1;method_names=3,GraphBuilderAdapter,,3,3,"[{""file"":""src/contrib/graphbuilderadapter.cpp"",""line"":""22"",""location"":""src/contrib/graphbuilderadapter.cpp:method=OnScalar|line=22"",""method"":""OnScalar""},{""file"":""src/contrib/graphbuilderadapter.cpp"",""line"":""47"",""location"":""src/contrib/graphbuilderadapter.cpp:method=OnMapStart|line=47"",""method"":""OnMapStart""},{""file"":""src/contrib/graphbuilderadapter.cpp"",""line"":""31"",""location"":""src/contrib/graphbuilderadapter.cpp:method=OnSequenceStart|line=31"",""method"":""OnSequenceStart""}]","{""group"":""anchor_t:anchor|constmark:mark|conststd::string:tag""}"
16,cpp,data_clumps,Catch2,/opt/projects/cpp/Catch2,src/catch2/internal/catch_is_permutation.hpp,"is_permutation(ForwardIter1 first_1, const Sentinel1 end_1, ForwardIter2 first_2, const Sentinel2 end_2, Comparator cmp)",105,133,302,/opt/projects/cpp/Catch2/src/catch2/internal/catch_is_permutation.hpp:method=is_permutation|line=105;/opt/projects/cpp/Catch2/src/catch2/internal/catch_is_permutation.hpp:method=check_element_counts|line=71;/opt/projects/cpp/Catch2/extras/catch_amalgamated.hpp:method=check_element_counts|line=9747;/opt/projects/cpp/Catch2/extras/catch_amalgamated.hpp:method=is_permutation|line=9781,0,group=ForwardIter1:first_1|const Sentinel1:end_1|ForwardIter2:first_2;occurrences=4;classes=2;method_names=2,,,4,4,"[{""file"":""src/catch2/internal/catch_is_permutation.hpp"",""line"":""105"",""location"":""src/catch2/internal/catch_is_permutation.hpp:method=is_permutation|line=105"",""method"":""is_permutation""},{""file"":""src/catch2/internal/catch_is_permutation.hpp"",""line"":""71"",""location"":""src/catch2/internal/catch_is_permutation.hpp:method=check_element_counts|line=71"",""method"":""check_element_counts""},{""file"":""extras/catch_amalgamated.hpp"",""line"":""9747"",""location"":""extras/catch_amalgamated.hpp:method=check_element_counts|line=9747"",""method"":""check_element_counts""},{""file"":""extras/catch_amalgamated.hpp"",""line"":""9781"",""location"":""extras/catch_amalgamated.hpp:method=is_permutation|line=9781"",""method"":""is_permutation""}]","{""group"":""constsentinel1:end_1|forwarditer1:first_1|forwarditer2:first_2""}"
17,cpp,data_clumps,yaml-cpp,/opt/projects/cpp/yaml-cpp,src/contrib/graphbuilderadapter.cpp,"GraphBuilderAdapter::OnSequenceStart(const Mark &mark, const std::string &tag, anchor_t anchor, EmitterStyle::value /* style */)",31,38,303,/opt/projects/cpp/yaml-cpp/src/contrib/graphbuilderadapter.cpp:method=OnSequenceStart|line=31;/opt/projects/cpp/yaml-cpp/src/contrib/graphbuilderadapter.cpp:method=OnMapStart|line=47;/opt/projects/cpp/yaml-cpp/src/contrib/graphbuilderadapter.cpp:method=OnScalar|line=22,0,group=const Mark:mark|const std::string:tag|anchor_t:anchor;occurrences=3;classes=1;method_names=3,GraphBuilderAdapter,,3,3,"[{""file"":""src/contrib/graphbuilderadapter.cpp"",""line"":""31"",""location"":""src/contrib/graphbuilderadapter.cpp:method=OnSequenceStart|line=31"",""method"":""OnSequenceStart""},{""file"":""src/contrib/graphbuilderadapter.cpp"",""line"":""47"",""location"":""src/contrib/graphbuilderadapter.cpp:method=OnMapStart|line=47"",""method"":""OnMapStart""},{""file"":""src/contrib/graphbuilderadapter.cpp"",""line"":""22"",""location"":""src/contrib/graphbuilderadapter.cpp:method=OnScalar|line=22"",""method"":""OnScalar""}]","{""group"":""anchor_t:anchor|constmark:mark|conststd::string:tag""}"
18,cpp,data_clumps,Catch2,/opt/projects/cpp/Catch2,src/catch2/internal/catch_tag_alias_registry.cpp,"TagAliasRegistry::add(std::string const& alias, std::string const& tag, SourceLineInfo const& lineInfo)",38,46,302,/opt/projects/cpp/Catch2/src/catch2/internal/catch_tag_alias_registry.cpp:method=add|line=38;/opt/projects/cpp/Catch2/src/catch2/catch_registry_hub.cpp:method=registerTagAlias|line=65;/opt/projects/cpp/Catch2/extras/catch_amalgamated.cpp:method=registerTagAlias|line=1112;/opt/projects/cpp/Catch2/extras/catch_amalgamated.cpp:method=add|line=6446,0,group=std::string const&:alias|std::string const&:tag|SourceLineInfo const&:lineInfo;occurrences=4;classes=3;method_names=2,TagAliasRegistry,,4,4,"[{""file"":""src/catch2/internal/catch_tag_alias_registry.cpp"",""line"":""38"",""location"":""src/catch2/internal/catch_tag_alias_registry.cpp:method=add|line=38"",""method"":""add""},{""file"":""src/catch2/catch_registry_hub.cpp"",""line"":""65"",""location"":""src/catch2/catch_registry_hub.cpp:method=registerTagAlias|line=65"",""method"":""registerTagAlias""},{""file"":""extras/catch_amalgamated.cpp"",""line"":""1112"",""location"":""extras/catch_amalgamated.cpp:method=registerTagAlias|line=1112"",""method"":""registerTagAlias""},{""file"":""extras/catch_amalgamated.cpp"",""line"":""6446"",""location"":""extras/catch_amalgamated.cpp:method=add|line=6446"",""method"":""add""}]","{""group"":""sourcelineinfoconst&:lineinfo|std::stringconst&:alias|std::stringconst&:tag""}"
19,cpp,data_clumps,yaml-cpp,/opt/projects/cpp/yaml-cpp,src/nodebuilder.cpp,"NodeBuilder::OnScalar(const Mark& mark, const std::string& tag, anchor_t anchor, const std::string& value)",47,53,303,/opt/projects/cpp/yaml-cpp/src/nodebuilder.cpp:method=OnScalar|line=47;/opt/projects/cpp/yaml-cpp/src/nodebuilder.cpp:method=OnSequenceStart|line=55;/opt/projects/cpp/yaml-cpp/src/nodebuilder.cpp:method=OnMapStart|line=65,0,group=const Mark&:mark|const std::string&:tag|anchor_t:anchor;occurrences=3;classes=1;method_names=3,NodeBuilder,,3,3,"[{""file"":""src/nodebuilder.cpp"",""line"":""47"",""location"":""src/nodebuilder.cpp:method=OnScalar|line=47"",""method"":""OnScalar""},{""file"":""src/nodebuilder.cpp"",""line"":""55"",""location"":""src/nodebuilder.cpp:method=OnSequenceStart|line=55"",""method"":""OnSequenceStart""},{""file"":""src/nodebuilder.cpp"",""line"":""65"",""location"":""src/nodebuilder.cpp:method=OnMapStart|line=65"",""method"":""OnMapStart""}]","{""group"":""anchor_t:anchor|constmark&:mark|conststd::string&:tag""}"
20,cpp,data_clumps,Catch2,/opt/projects/cpp/Catch2,src/catch2/matchers/catch_matchers_floating_point.cpp,"marginComparison(double lhs, double rhs, double margin)",52,54,302,/opt/projects/cpp/Catch2/src/catch2/matchers/catch_matchers_floating_point.cpp:method=marginComparison|line=52;/opt/projects/cpp/Catch2/src/catch2/catch_approx.cpp:method=marginComparison|line=19;/opt/projects/cpp/Catch2/extras/catch_amalgamated.cpp:method=marginComparison|line=552;/opt/projects/cpp/Catch2/extras/catch_amalgamated.cpp:method=marginComparison|line=7953,0,group=double:lhs|double:rhs|double:margin;occurrences=4;classes=3;method_names=1,,,4,4,"[{""file"":""src/catch2/matchers/catch_matchers_floating_point.cpp"",""line"":""52"",""location"":""src/catch2/matchers/catch_matchers_floating_point.cpp:method=marginComparison|line=52"",""method"":""marginComparison""},{""file"":""src/catch2/catch_approx.cpp"",""line"":""19"",""location"":""src/catch2/catch_approx.cpp:method=marginComparison|line=19"",""method"":""marginComparison""},{""file"":""extras/catch_amalgamated.cpp"",""line"":""552"",""location"":""extras/catch_amalgamated.cpp:method=marginComparison|line=552"",""method"":""marginComparison""},{""file"":""extras/catch_amalgamated.cpp"",""line"":""7953"",""location"":""extras/catch_amalgamated.cpp:method=marginComparison|line=7953"",""method"":""marginComparison""}]","{""group"":""double:lhs|double:margin|double:rhs""}"
21,cpp,data_clumps,Catch2,/opt/projects/cpp/Catch2,src/catch2/reporters/catch_reporter_compact.cpp,"AssertionPrinter(std::ostream& _stream, AssertionStats const& _stats, bool _printInfoMessages, ColourImpl* colourImpl_)",40,47,302,/opt/projects/cpp/Catch2/src/catch2/reporters/catch_reporter_compact.cpp:method=AssertionPrinter|line=40;/opt/projects/cpp/Catch2/src/catch2/reporters/catch_reporter_console.cpp:method=ConsoleAssertionPrinter|line=49;/opt/projects/cpp/Catch2/extras/catch_amalgamated.cpp:method=AssertionPrinter|line=8408;/opt/projects/cpp/Catch2/extras/catch_amalgamated.cpp:method=ConsoleAssertionPrinter|line=8652,0,group=std::ostream&:_stream|AssertionStats const&:_stats|bool:_printInfoMessages;occurrences=4;classes=3;method_names=2,AssertionPrinter,,4,4,"[{""file"":""src/catch2/reporters/catch_reporter_compact.cpp"",""line"":""40"",""location"":""src/catch2/reporters/catch_reporter_compact.cpp:method=AssertionPrinter|line=40"",""method"":""AssertionPrinter""},{""file"":""src/catch2/reporters/catch_reporter_console.cpp"",""line"":""49"",""location"":""src/catch2/reporters/catch_reporter_console.cpp:method=ConsoleAssertionPrinter|line=49"",""method"":""ConsoleAssertionPrinter""},{""file"":""extras/catch_amalgamated.cpp"",""line"":""8408"",""location"":""extras/catch_amalgamated.cpp:method=AssertionPrinter|line=8408"",""method"":""AssertionPrinter""},{""file"":""extras/catch_amalgamated.cpp"",""line"":""8652"",""location"":""extras/catch_amalgamated.cpp:method=ConsoleAssertionPrinter|line=8652"",""method"":""ConsoleAssertionPrinter""}]","{""group"":""assertionstatsconst&:_stats|bool:_printinfomessages|std::ostream&:_stream""}"
22,cpp,data_clumps,Catch2,/opt/projects/cpp/Catch2,src/catch2/reporters/catch_reporter_console.cpp,"ConsoleAssertionPrinter(std::ostream& _stream, AssertionStats const& _stats, ColourImpl* colourImpl_, bool _printInfoMessages)",49,135,302,/opt/projects/cpp/Catch2/src/catch2/reporters/catch_reporter_console.cpp:method=ConsoleAssertionPrinter|line=49;/opt/projects/cpp/Catch2/src/catch2/reporters/catch_reporter_compact.cpp:method=AssertionPrinter|line=40;/opt/projects/cpp/Catch2/extras/catch_amalgamated.cpp:method=AssertionPrinter|line=8408;/opt/projects/cpp/Catch2/extras/catch_amalgamated.cpp:method=ConsoleAssertionPrinter|line=8652,0,group=std::ostream&:_stream|AssertionStats const&:_stats|bool:_printInfoMessages;occurrences=4;classes=3;method_names=2,ConsoleAssertionPrinter,,4,4,"[{""file"":""src/catch2/reporters/catch_reporter_console.cpp"",""line"":""49"",""location"":""src/catch2/reporters/catch_reporter_console.cpp:method=ConsoleAssertionPrinter|line=49"",""method"":""ConsoleAssertionPrinter""},{""file"":""src/catch2/reporters/catch_reporter_compact.cpp"",""line"":""40"",""location"":""src/catch2/reporters/catch_reporter_compact.cpp:method=AssertionPrinter|line=40"",""method"":""AssertionPrinter""},{""file"":""extras/catch_amalgamated.cpp"",""line"":""8408"",""location"":""extras/catch_amalgamated.cpp:method=AssertionPrinter|line=8408"",""method"":""AssertionPrinter""},{""file"":""extras/catch_amalgamated.cpp"",""line"":""8652"",""location"":""extras/catch_amalgamated.cpp:method=ConsoleAssertionPrinter|line=8652"",""method"":""ConsoleAssertionPrinter""}]","{""group"":""assertionstatsconst&:_stats|bool:_printinfomessages|std::ostream&:_stream""}"
23,cpp,data_clumps,Catch2,/opt/projects/cpp/Catch2,src/catch2/matchers/catch_matchers_string.cpp,"CasedString::CasedString(std::string const& str, CaseSensitive caseSensitivity)",18,21,205,/opt/projects/cpp/Catch2/src/catch2/matchers/catch_matchers_string.cpp:method=CasedString|line=18;/opt/projects/cpp/Catch2/src/catch2/matchers/catch_matchers_string.cpp:method=ContainsSubstring|line=99;/opt/projects/cpp/Catch2/src/catch2/matchers/catch_matchers_string.cpp:method=EndsWith|line=102;/opt/projects/cpp/Catch2/src/catch2/matchers/catch_matchers_string.cpp:method=Equals|line=96;/opt/projects/cpp/Catch2/src/catch2/matchers/catch_matchers_string.cpp:method=StartsWith|line=105;/opt/projects/cpp/Catch2/extras/catch_amalgamated.cpp:method=CasedString|line=8165;/opt/projects/cpp/Catch2/extras/catch_amalgamated.cpp:method=Equals|line=8243;/opt/projects/cpp/Catch2/extras/catch_amalgamated.cpp:method=ContainsSubstring|line=8246;/opt/projects/cpp/Catch2/extras/catch_amalgamated.cpp:method=EndsWith|line=8249;/opt/projects/cpp/Catch2/extras/catch_amalgamated.cpp:method=StartsWith|line=8252,0,group=std::string const&:str|CaseSensitive:caseSensitivity;occurrences=10;classes=2;method_names=5,CasedString,,10,10,"[{""file"":""src/catch2/matchers/catch_matchers_string.cpp"",""line"":""18"",""location"":""src/catch2/matchers/catch_matchers_string.cpp:method=CasedString|line=18"",""method"":""CasedString""},{""file"":""src/catch2/matchers/catch_matchers_string.cpp"",""line"":""99"",""location"":""src/catch2/matchers/catch_matchers_string.cpp:method=ContainsSubstring|line=99"",""method"":""ContainsSubstring""},{""file"":""src/catch2/matchers/catch_matchers_string.cpp"",""line"":""102"",""location"":""src/catch2/matchers/catch_matchers_string.cpp:method=EndsWith|line=102"",""method"":""EndsWith""},{""file"":""src/catch2/matchers/catch_matchers_string.cpp"",""line"":""96"",""location"":""src/catch2/matchers/catch_matchers_string.cpp:method=Equals|line=96"",""method"":""Equals""},{""file"":""src/catch2/matchers/catch_matchers_string.cpp"",""line"":""105"",""location"":""src/catch2/matchers/catch_matchers_string.cpp:method=StartsWith|line=105"",""method"":""StartsWith""},{""file"":""extras/catch_amalgamated.cpp"",""line"":""8165"",""location"":""extras/catch_amalgamated.cpp:method=CasedString|line=8165"",""method"":""CasedString""},{""file"":""extras/catch_amalgamated.cpp"",""line"":""8243"",""location"":""extras/catch_amalgamated.cpp:method=Equals|line=8243"",""method"":""Equals""},{""file"":""extras/catch_amalgamated.cpp"",""line"":""8246"",""location"":""extras/catch_amalgamated.cpp:method=ContainsSubstring|line=8246"",""method"":""ContainsSubstring""},{""file"":""extras/catch_amalgamated.cpp"",""line"":""8249"",""location"":""extras/catch_amalgamated.cpp:method=EndsWith|line=8249"",""method"":""EndsWith""},{""file"":""extras/catch_amalgamated.cpp"",""line"":""8252"",""location"":""extras/catch_amalgamated.cpp:method=StartsWith|line=8252"",""method"":""StartsWith""}]","{""group"":""casesensitive:casesensitivity|std::stringconst&:str""}"
24,cpp,data_clumps,Catch2,/opt/projects/cpp/Catch2,src/catch2/matchers/catch_matchers_string.cpp,"ContainsSubstring(std::string const& str, CaseSensitive caseSensitivity)",99,101,205,/opt/projects/cpp/Catch2/src/catch2/matchers/catch_matchers_string.cpp:method=ContainsSubstring|line=99;/opt/projects/cpp/Catch2/src/catch2/matchers/catch_matchers_string.cpp:method=CasedString|line=18;/opt/projects/cpp/Catch2/src/catch2/matchers/catch_matchers_string.cpp:method=EndsWith|line=102;/opt/projects/cpp/Catch2/src/catch2/matchers/catch_matchers_string.cpp:method=Equals|line=96;/opt/projects/cpp/Catch2/src/catch2/matchers/catch_matchers_string.cpp:method=StartsWith|line=105;/opt/projects/cpp/Catch2/extras/catch_amalgamated.cpp:method=CasedString|line=8165;/opt/projects/cpp/Catch2/extras/catch_amalgamated.cpp:method=Equals|line=8243;/opt/projects/cpp/Catch2/extras/catch_amalgamated.cpp:method=ContainsSubstring|line=8246;/opt/projects/cpp/Catch2/extras/catch_amalgamated.cpp:method=EndsWith|line=8249;/opt/projects/cpp/Catch2/extras/catch_amalgamated.cpp:method=StartsWith|line=8252,0,group=std::string const&:str|CaseSensitive:caseSensitivity;occurrences=10;classes=2;method_names=5,,,10,10,"[{""file"":""src/catch2/matchers/catch_matchers_string.cpp"",""line"":""99"",""location"":""src/catch2/matchers/catch_matchers_string.cpp:method=ContainsSubstring|line=99"",""method"":""ContainsSubstring""},{""file"":""src/catch2/matchers/catch_matchers_string.cpp"",""line"":""18"",""location"":""src/catch2/matchers/catch_matchers_string.cpp:method=CasedString|line=18"",""method"":""CasedString""},{""file"":""src/catch2/matchers/catch_matchers_string.cpp"",""line"":""102"",""location"":""src/catch2/matchers/catch_matchers_string.cpp:method=EndsWith|line=102"",""method"":""EndsWith""},{""file"":""src/catch2/matchers/catch_matchers_string.cpp"",""line"":""96"",""location"":""src/catch2/matchers/catch_matchers_string.cpp:method=Equals|line=96"",""method"":""Equals""},{""file"":""src/catch2/matchers/catch_matchers_string.cpp"",""line"":""105"",""location"":""src/catch2/matchers/catch_matchers_string.cpp:method=StartsWith|line=105"",""method"":""StartsWith""},{""file"":""extras/catch_amalgamated.cpp"",""line"":""8165"",""location"":""extras/catch_amalgamated.cpp:method=CasedString|line=8165"",""method"":""CasedString""},{""file"":""extras/catch_amalgamated.cpp"",""line"":""8243"",""location"":""extras/catch_amalgamated.cpp:method=Equals|line=8243"",""method"":""Equals""},{""file"":""extras/catch_amalgamated.cpp"",""line"":""8246"",""location"":""extras/catch_amalgamated.cpp:method=ContainsSubstring|line=8246"",""method"":""ContainsSubstring""},{""file"":""extras/catch_amalgamated.cpp"",""line"":""8249"",""location"":""extras/catch_amalgamated.cpp:method=EndsWith|line=8249"",""method"":""EndsWith""},{""file"":""extras/catch_amalgamated.cpp"",""line"":""8252"",""location"":""extras/catch_amalgamated.cpp:method=StartsWith|line=8252"",""method"":""StartsWith""}]","{""group"":""casesensitive:casesensitivity|std::stringconst&:str""}"
25,cpp,data_clumps,Catch2,/opt/projects/cpp/Catch2,src/catch2/matchers/catch_matchers_string.cpp,"EndsWith(std::string const& str, CaseSensitive caseSensitivity)",102,104,205,/opt/projects/cpp/Catch2/src/catch2/matchers/catch_matchers_string.cpp:method=EndsWith|line=102;/opt/projects/cpp/Catch2/src/catch2/matchers/catch_matchers_string.cpp:method=CasedString|line=18;/opt/projects/cpp/Catch2/src/catch2/matchers/catch_matchers_string.cpp:method=ContainsSubstring|line=99;/opt/projects/cpp/Catch2/src/catch2/matchers/catch_matchers_string.cpp:method=Equals|line=96;/opt/projects/cpp/Catch2/src/catch2/matchers/catch_matchers_string.cpp:method=StartsWith|line=105;/opt/projects/cpp/Catch2/extras/catch_amalgamated.cpp:method=CasedString|line=8165;/opt/projects/cpp/Catch2/extras/catch_amalgamated.cpp:method=Equals|line=8243;/opt/projects/cpp/Catch2/extras/catch_amalgamated.cpp:method=ContainsSubstring|line=8246;/opt/projects/cpp/Catch2/extras/catch_amalgamated.cpp:method=EndsWith|line=8249;/opt/projects/cpp/Catch2/extras/catch_amalgamated.cpp:method=StartsWith|line=8252,0,group=std::string const&:str|CaseSensitive:caseSensitivity;occurrences=10;classes=2;method_names=5,,,10,10,"[{""file"":""src/catch2/matchers/catch_matchers_string.cpp"",""line"":""102"",""location"":""src/catch2/matchers/catch_matchers_string.cpp:method=EndsWith|line=102"",""method"":""EndsWith""},{""file"":""src/catch2/matchers/catch_matchers_string.cpp"",""line"":""18"",""location"":""src/catch2/matchers/catch_matchers_string.cpp:method=CasedString|line=18"",""method"":""CasedString""},{""file"":""src/catch2/matchers/catch_matchers_string.cpp"",""line"":""99"",""location"":""src/catch2/matchers/catch_matchers_string.cpp:method=ContainsSubstring|line=99"",""method"":""ContainsSubstring""},{""file"":""src/catch2/matchers/catch_matchers_string.cpp"",""line"":""96"",""location"":""src/catch2/matchers/catch_matchers_string.cpp:method=Equals|line=96"",""method"":""Equals""},{""file"":""src/catch2/matchers/catch_matchers_string.cpp"",""line"":""105"",""location"":""src/catch2/matchers/catch_matchers_string.cpp:method=StartsWith|line=105"",""method"":""StartsWith""},{""file"":""extras/catch_amalgamated.cpp"",""line"":""8165"",""location"":""extras/catch_amalgamated.cpp:method=CasedString|line=8165"",""method"":""CasedString""},{""file"":""extras/catch_amalgamated.cpp"",""line"":""8243"",""location"":""extras/catch_amalgamated.cpp:method=Equals|line=8243"",""method"":""Equals""},{""file"":""extras/catch_amalgamated.cpp"",""line"":""8246"",""location"":""extras/catch_amalgamated.cpp:method=ContainsSubstring|line=8246"",""method"":""ContainsSubstring""},{""file"":""extras/catch_amalgamated.cpp"",""line"":""8249"",""location"":""extras/catch_amalgamated.cpp:method=EndsWith|line=8249"",""method"":""EndsWith""},{""file"":""extras/catch_amalgamated.cpp"",""line"":""8252"",""location"":""extras/catch_amalgamated.cpp:method=StartsWith|line=8252"",""method"":""StartsWith""}]","{""group"":""casesensitive:casesensitivity|std::stringconst&:str""}"
