sample_id,language,smell_type,project_name,project_path,file,method,begin_line,end_line,metric_value,location,is_test,evidence,class,host_class
13,cpp,switch_statements,yaml-cpp,/opt/projects/cpp/yaml-cpp,src/emitter.cpp,Emitter::SetLocalValue(EMITTER_MANIP value),99,137,11,/opt/projects/cpp/yaml-cpp/src/emitter.cpp:method=Emitter::SetLocalValue(EMITTER_MANIP value)|line=99,0,switches=1;kind=switch;branches=11,Emitter,
14,cpp,switch_statements,Catch2,/opt/projects/cpp/Catch2,src/catch2/reporters/catch_reporter_console.cpp,"ConsoleAssertionPrinter(std::ostream& _stream, AssertionStats const& _stats, ColourImpl* colourImpl_, bool _printInfoMessages)",49,135,12,"/opt/projects/cpp/Catch2/src/catch2/reporters/catch_reporter_console.cpp:method=ConsoleAssertionPrinter(std::ostream& _stream, AssertionStats const& _stats, ColourImpl* colourImpl_, bool _printInfoMessages)|line=49",0,switches=2;kind=switch;branches=12,ConsoleAssertionPrinter,
15,cpp,switch_statements,poco-poco-1.14.2-release,/opt/projects/cpp/poco-poco-1.14.2-release,Foundation/src/Latin2Encoding.cpp,"Latin2Encoding::convert(int ch, unsigned char* bytes, int length)",92,161,58,"/opt/projects/cpp/poco-poco-1.14.2-release/Foundation/src/Latin2Encoding.cpp:method=Latin2Encoding::convert(int ch, unsigned char* bytes, int length)|line=92",0,switches=1;kind=switch;branches=58,Latin2Encoding,
16,cpp,switch_statements,protobuf-29.3,/opt/projects/cpp/protobuf-29.3,src/google/protobuf/compiler/csharp/csharp_field_base.cc,FieldGeneratorBase::has_default_value(),264,304,19,/opt/projects/cpp/protobuf-29.3/src/google/protobuf/compiler/csharp/csharp_field_base.cc:method=FieldGeneratorBase::has_default_value()|line=264,0,switches=1;kind=switch;branches=19,FieldGeneratorBase,
17,cpp,switch_statements,yaml-cpp,/opt/projects/cpp/yaml-cpp,src/emitterutils.cpp,IsAnchorChar(int ch),20,62,11,/opt/projects/cpp/yaml-cpp/src/emitterutils.cpp:method=IsAnchorChar(int ch)|line=20,0,switches=1;kind=switch;branches=11,,
18,cpp,switch_statements,Catch2,/opt/projects/cpp/Catch2,src/catch2/reporters/catch_reporter_junit.cpp,JunitReporter::writeAssertion(AssertionStats const& stats),248,307,12,/opt/projects/cpp/Catch2/src/catch2/reporters/catch_reporter_junit.cpp:method=JunitReporter::writeAssertion(AssertionStats const& stats)|line=248,0,switches=1;kind=switch;branches=12,JunitReporter,
19,cpp,switch_statements,poco-poco-1.14.2-release,/opt/projects/cpp/poco-poco-1.14.2-release,Foundation/include/Poco/NamedTuple.h,get(const std::string& name),273,330,41,/opt/projects/cpp/poco-poco-1.14.2-release/Foundation/include/Poco/NamedTuple.h:method=get(const std::string& name)|line=273,0,switches=1;kind=switch;branches=41,NamedTuple,
20,cpp,switch_statements,protobuf-29.3,/opt/projects/cpp/protobuf-29.3,src/google/protobuf/compiler/csharp/csharp_field_base.cc,FieldGeneratorBase::type_name(const FieldDescriptor* descriptor),208,262,19,/opt/projects/cpp/protobuf-29.3/src/google/protobuf/compiler/csharp/csharp_field_base.cc:method=FieldGeneratorBase::type_name(const FieldDescriptor* descriptor)|line=208,0,switches=1;kind=switch;branches=19,FieldGeneratorBase,
21,cpp,switch_statements,yaml-cpp,/opt/projects/cpp/yaml-cpp,src/emitterutils.cpp,"WriteDoubleQuotedString(ostream_wrapper& out, const std::string& str, StringEscaping::value stringEscaping)",319,364,8,"/opt/projects/cpp/yaml-cpp/src/emitterutils.cpp:method=WriteDoubleQuotedString(ostream_wrapper& out, const std::string& str, StringEscaping::value stringEscaping)|line=319",0,switches=1;kind=switch;branches=8,,
22,cpp,switch_statements,Catch2,/opt/projects/cpp/Catch2,src/catch2/reporters/catch_reporter_sonarqube.cpp,"SonarQubeReporter::writeAssertion(AssertionStats const& stats, bool okToFail)",98,160,12,"/opt/projects/cpp/Catch2/src/catch2/reporters/catch_reporter_sonarqube.cpp:method=SonarQubeReporter::writeAssertion(AssertionStats const& stats, bool okToFail)|line=98",0,switches=1;kind=switch;branches=12,SonarQubeReporter,
23,cpp,switch_statements,poco-poco-1.14.2-release,/opt/projects/cpp/poco-poco-1.14.2-release,Foundation/include/Poco/NamedTuple.h,get(const std::string& name),725,781,40,/opt/projects/cpp/poco-poco-1.14.2-release/Foundation/include/Poco/NamedTuple.h:method=get(const std::string& name)|line=725,0,switches=1;kind=switch;branches=40,"NamedTuple<T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,NullTypeList>",
24,cpp,switch_statements,protobuf-29.3,/opt/projects/cpp/protobuf-29.3,src/google/protobuf/compiler/csharp/csharp_helpers.cc,IsNullable(const FieldDescriptor* descriptor),405,437,19,/opt/projects/cpp/protobuf-29.3/src/google/protobuf/compiler/csharp/csharp_helpers.cc:method=IsNullable(const FieldDescriptor* descriptor)|line=405,0,switches=1;kind=switch;branches=19,,
25,cpp,switch_statements,yaml-cpp,/opt/projects/cpp/yaml-cpp,src/singledocparser.cpp,SingleDocParser::HandleNode(EventHandler& eventHandler),50,149,8,/opt/projects/cpp/yaml-cpp/src/singledocparser.cpp:method=SingleDocParser::HandleNode(EventHandler& eventHandler)|line=50,0,switches=1;kind=switch;branches=8,SingleDocParser,
26,cpp,switch_statements,Catch2,/opt/projects/cpp/Catch2,src/catch2/reporters/catch_reporter_tap.cpp,print(),41,115,12,/opt/projects/cpp/Catch2/src/catch2/reporters/catch_reporter_tap.cpp:method=print()|line=41,0,switches=1;kind=switch;branches=12,TapAssertionPrinter,
27,cpp,switch_statements,poco-poco-1.14.2-release,/opt/projects/cpp/poco-poco-1.14.2-release,Foundation/src/PatternFormatter.cpp,"PatternFormatter::format(const Message& msg, std::string& text)",60,140,40,"/opt/projects/cpp/poco-poco-1.14.2-release/Foundation/src/PatternFormatter.cpp:method=PatternFormatter::format(const Message& msg, std::string& text)|line=60",0,switches=1;kind=switch;branches=40,PatternFormatter,
28,cpp,switch_statements,protobuf-29.3,/opt/projects/cpp/protobuf-29.3,src/google/protobuf/compiler/php/php_generator.cc,DefaultForField(const FieldDescriptor* field),191,220,19,/opt/projects/cpp/protobuf-29.3/src/google/protobuf/compiler/php/php_generator.cc:method=DefaultForField(const FieldDescriptor* field)|line=191,0,switches=1;kind=switch;branches=19,,
29,cpp,switch_statements,yaml-cpp,/opt/projects/cpp/yaml-cpp,src/emitter.cpp,Emitter::BlockMapPrepareLongKey(EmitterNodeType::value child),552,585,7,/opt/projects/cpp/yaml-cpp/src/emitter.cpp:method=Emitter::BlockMapPrepareLongKey(EmitterNodeType::value child)|line=552,0,switches=1;kind=switch;branches=7,Emitter,
30,cpp,switch_statements,Catch2,/opt/projects/cpp/Catch2,src/catch2/reporters/catch_reporter_teamcity.cpp,TeamCityReporter::assertionEnded(AssertionStats const& assertionStats),60,130,12,/opt/projects/cpp/Catch2/src/catch2/reporters/catch_reporter_teamcity.cpp:method=TeamCityReporter::assertionEnded(AssertionStats const& assertionStats)|line=60,0,switches=1;kind=switch;branches=12,TeamCityReporter,
