sample_id,language,smell_type,project_name,project_path,file,method,begin_line,end_line,metric_value,location,is_test
11,cpp,long_method,protobuf-29.3,/opt/projects/cpp/protobuf-29.3,src/google/protobuf/compiler/java/full/enum.cc,EnumNonLiteGenerator::Generate(io::Printer* printer),59,380,281,/opt/projects/cpp/protobuf-29.3/src/google/protobuf/compiler/java/full/enum.cc:method=EnumNonLiteGenerator::Generate(io::Printer* printer)|line=59,0
12,cpp,long_method,yaml-cpp,/opt/projects/cpp/yaml-cpp,src/singledocparser.cpp,SingleDocParser::HandleNode(EventHandler& eventHandler),50,149,80,/opt/projects/cpp/yaml-cpp/src/singledocparser.cpp:method=SingleDocParser::HandleNode(EventHandler& eventHandler)|line=50,0
13,cpp,long_method,Catch2,/opt/projects/cpp/Catch2,src/catch2/reporters/catch_reporter_compact.cpp,print(),49,120,69,/opt/projects/cpp/Catch2/src/catch2/reporters/catch_reporter_compact.cpp:method=print()|line=49,0
14,cpp,long_method,poco-poco-1.14.2-release,/opt/projects/cpp/poco-poco-1.14.2-release,Data/DataTest/src/SQLExecutor.cpp,"SQLExecutor::sessionPool(const std::string& connector, const std::string& connectString, int minSessions, int maxSessions, int idleTime, int timeout)",346,549,177,"/opt/projects/cpp/poco-poco-1.14.2-release/Data/DataTest/src/SQLExecutor.cpp:method=SQLExecutor::sessionPool(const std::string& connector, const std::string& connectString, int minSessions, int maxSessions, int idleTime, int timeout)|line=346",0
15,cpp,long_method,protobuf-29.3,/opt/projects/cpp/protobuf-29.3,src/google/protobuf/compiler/java/lite/map_field.cc,ImmutableMapFieldLiteGenerator::GenerateBuilderMembers(io::Printer* printer),558,836,279,/opt/projects/cpp/protobuf-29.3/src/google/protobuf/compiler/java/lite/map_field.cc:method=ImmutableMapFieldLiteGenerator::GenerateBuilderMembers(io::Printer* printer)|line=558,0
16,cpp,long_method,Catch2,/opt/projects/cpp/Catch2,src/catch2/reporters/catch_reporter_xml.cpp,XmlReporter::assertionEnded(AssertionStats const& assertionStats),91,171,67,/opt/projects/cpp/Catch2/src/catch2/reporters/catch_reporter_xml.cpp:method=XmlReporter::assertionEnded(AssertionStats const& assertionStats)|line=91,0
17,cpp,long_method,poco-poco-1.14.2-release,/opt/projects/cpp/poco-poco-1.14.2-release,Data/DataTest/src/SQLExecutor.cpp,SQLExecutor::internalExtraction(),2806,2963,133,/opt/projects/cpp/poco-poco-1.14.2-release/Data/DataTest/src/SQLExecutor.cpp:method=SQLExecutor::internalExtraction()|line=2806,0
18,cpp,long_method,protobuf-29.3,/opt/projects/cpp/protobuf-29.3,src/google/protobuf/compiler/java/lite/message.cc,ImmutableMessageLiteGenerator::Generate(io::Printer* printer),146,474,268,/opt/projects/cpp/protobuf-29.3/src/google/protobuf/compiler/java/lite/message.cc:method=ImmutableMessageLiteGenerator::Generate(io::Printer* printer)|line=146,0
19,cpp,long_method,Catch2,/opt/projects/cpp/Catch2,src/catch2/internal/catch_xmlwriter.cpp,XmlEncode::encodeTo(std::ostream& os),86,178,62,/opt/projects/cpp/Catch2/src/catch2/internal/catch_xmlwriter.cpp:method=XmlEncode::encodeTo(std::ostream& os)|line=86,0
20,cpp,long_method,poco-poco-1.14.2-release,/opt/projects/cpp/poco-poco-1.14.2-release,Data/DataTest/src/SQLExecutor.cpp,SQLExecutor::nullBulk(const std::string& blobPlaceholder),3052,3200,132,/opt/projects/cpp/poco-poco-1.14.2-release/Data/DataTest/src/SQLExecutor.cpp:method=SQLExecutor::nullBulk(const std::string& blobPlaceholder)|line=3052,0
21,cpp,long_method,protobuf-29.3,/opt/projects/cpp/protobuf-29.3,src/google/protobuf/compiler/java/lite/map_field.cc,ImmutableMapFieldLiteGenerator::GenerateMembers(io::Printer* printer),281,539,256,/opt/projects/cpp/protobuf-29.3/src/google/protobuf/compiler/java/lite/map_field.cc:method=ImmutableMapFieldLiteGenerator::GenerateMembers(io::Printer* printer)|line=281,0
22,cpp,long_method,Catch2,/opt/projects/cpp/Catch2,src/catch2/reporters/catch_reporter_teamcity.cpp,TeamCityReporter::assertionEnded(AssertionStats const& assertionStats),60,130,62,/opt/projects/cpp/Catch2/src/catch2/reporters/catch_reporter_teamcity.cpp:method=TeamCityReporter::assertionEnded(AssertionStats const& assertionStats)|line=60,0
23,cpp,long_method,poco-poco-1.14.2-release,/opt/projects/cpp/poco-poco-1.14.2-release,Foundation/src/Process_WIN32U.cpp,"ProcessImpl::launchImpl(const std::string& command, const ArgsImpl& args, const std::string& initialDirectory, Pipe* inPipe, Pipe* outPipe, Pipe* errPipe, const EnvImpl& env, int options)",255,396,132,"/opt/projects/cpp/poco-poco-1.14.2-release/Foundation/src/Process_WIN32U.cpp:method=ProcessImpl::launchImpl(const std::string& command, const ArgsImpl& args, const std::string& initialDirectory, Pipe* inPipe, Pipe* outPipe, Pipe* errPipe, const EnvImpl& env, int options)|line=255",0
24,cpp,long_method,protobuf-29.3,/opt/projects/cpp/protobuf-29.3,src/google/protobuf/compiler/objectivec/generator.cc,"ObjectiveCGenerator::GenerateAll(const std::vector<const FileDescriptor*>& files, const std::string& parameter, GeneratorContext* context, std::string* error)",77,476,238,"/opt/projects/cpp/protobuf-29.3/src/google/protobuf/compiler/objectivec/generator.cc:method=ObjectiveCGenerator::GenerateAll(const std::vector<const FileDescriptor*>& files, const std::string& parameter, GeneratorContext* context, std::string* error)|line=77",0
25,cpp,long_method,poco-poco-1.14.2-release,/opt/projects/cpp/poco-poco-1.14.2-release,NetSSL_Win/src/Utility.cpp,Utility::initSSPIErr(),51,183,132,/opt/projects/cpp/poco-poco-1.14.2-release/NetSSL_Win/src/Utility.cpp:method=Utility::initSSPIErr()|line=51,0
26,cpp,long_method,protobuf-29.3,/opt/projects/cpp/protobuf-29.3,src/google/protobuf/compiler/cpp/parse_function_generator.cc,ParseFunctionGenerator::GenerateTailCallTable(io::Printer* printer),252,507,235,/opt/projects/cpp/protobuf-29.3/src/google/protobuf/compiler/cpp/parse_function_generator.cc:method=ParseFunctionGenerator::GenerateTailCallTable(io::Printer* printer)|line=252,0
27,cpp,long_method,poco-poco-1.14.2-release,/opt/projects/cpp/poco-poco-1.14.2-release,Net/src/HTTPResponse.cpp,HTTPResponse::getReasonForStatus(HTTPStatus status),309,438,130,/opt/projects/cpp/poco-poco-1.14.2-release/Net/src/HTTPResponse.cpp:method=HTTPResponse::getReasonForStatus(HTTPStatus status)|line=309,0
28,cpp,long_method,protobuf-29.3,/opt/projects/cpp/protobuf-29.3,src/google/protobuf/compiler/cpp/file.cc,FileGenerator::GenerateReflectionInitializationCode(io::Printer* p),1140,1412,232,/opt/projects/cpp/protobuf-29.3/src/google/protobuf/compiler/cpp/file.cc:method=FileGenerator::GenerateReflectionInitializationCode(io::Printer* p)|line=1140,0
29,cpp,long_method,poco-poco-1.14.2-release,/opt/projects/cpp/poco-poco-1.14.2-release,Foundation/src/Windows1251Encoding.cpp,"Windows1251Encoding::convert(int ch, unsigned char* bytes, int length)",93,221,129,"/opt/projects/cpp/poco-poco-1.14.2-release/Foundation/src/Windows1251Encoding.cpp:method=Windows1251Encoding::convert(int ch, unsigned char* bytes, int length)|line=93",0
30,cpp,long_method,protobuf-29.3,/opt/projects/cpp/protobuf-29.3,src/google/protobuf/compiler/java/full/message.cc,ImmutableMessageGenerator::Generate(io::Printer* printer),293,565,228,/opt/projects/cpp/protobuf-29.3/src/google/protobuf/compiler/java/full/message.cc:method=ImmutableMessageGenerator::Generate(io::Printer* printer)|line=293,0
