sample_id,language,smell_type,project_name,project_path,file,method,begin_line,end_line,metric_value,location,is_test,evidence,class,host_class,reported_occurrence_count,listed_occurrence_count,group_occurrences,target_context_json
11,c,data_clumps,cJSON,/opt/projects/c/cJSON,cJSON_Utils.c,"cJSONUtils_GenerateMergePatchCaseSensitive(cJSON * const from, cJSON * const to)",1478,1481,206,/opt/projects/c/cJSON/cJSON_Utils.c:method=cJSONUtils_GenerateMergePatchCaseSensitive|line=1478;/opt/projects/c/cJSON/cJSON_Utils.c:method=cJSONUtils_GenerateMergePatch|line=1473;/opt/projects/c/cJSON/cJSON_Utils.c:method=cJSONUtils_GeneratePatches|line=1281;/opt/projects/c/cJSON/cJSON_Utils.c:method=cJSONUtils_GeneratePatchesCaseSensitive|line=1296;/opt/projects/c/cJSON/cJSON_Utils.c:method=create_patches|line=1141;/opt/projects/c/cJSON/cJSON_Utils.c:method=generate_merge_patch|line=1391,0,group=cJSON * const:from|cJSON * const:to;occurrences=6;classes=1;method_names=6,,,6,6,"[{""file"":""cJSON_Utils.c"",""line"":""1478"",""location"":""cJSON_Utils.c:method=cJSONUtils_GenerateMergePatchCaseSensitive|line=1478"",""method"":""cJSONUtils_GenerateMergePatchCaseSensitive""},{""file"":""cJSON_Utils.c"",""line"":""1473"",""location"":""cJSON_Utils.c:method=cJSONUtils_GenerateMergePatch|line=1473"",""method"":""cJSONUtils_GenerateMergePatch""},{""file"":""cJSON_Utils.c"",""line"":""1281"",""location"":""cJSON_Utils.c:method=cJSONUtils_GeneratePatches|line=1281"",""method"":""cJSONUtils_GeneratePatches""},{""file"":""cJSON_Utils.c"",""line"":""1296"",""location"":""cJSON_Utils.c:method=cJSONUtils_GeneratePatchesCaseSensitive|line=1296"",""method"":""cJSONUtils_GeneratePatchesCaseSensitive""},{""file"":""cJSON_Utils.c"",""line"":""1141"",""location"":""cJSON_Utils.c:method=create_patches|line=1141"",""method"":""create_patches""},{""file"":""cJSON_Utils.c"",""line"":""1391"",""location"":""cJSON_Utils.c:method=generate_merge_patch|line=1391"",""method"":""generate_merge_patch""}]","{""group"":""cjson*const:from|cjson*const:to""}"
12,c,data_clumps,cJSON,/opt/projects/c/cJSON,cJSON_Utils.c,"get_item_from_pointer(cJSON * const object, const char * pointer, const cJSON_bool case_sensitive)",301,346,203,/opt/projects/c/cJSON/cJSON_Utils.c:method=get_item_from_pointer|line=301;/opt/projects/c/cJSON/cJSON_Utils.c:method=cJSONUtils_GetPointer|line=348;/opt/projects/c/cJSON/cJSON_Utils.c:method=cJSONUtils_GetPointerCaseSensitive|line=353,0,group=cJSON * const:object|const char:pointer;occurrences=3;classes=1;method_names=3,,,3,3,"[{""file"":""cJSON_Utils.c"",""line"":""301"",""location"":""cJSON_Utils.c:method=get_item_from_pointer|line=301"",""method"":""get_item_from_pointer""},{""file"":""cJSON_Utils.c"",""line"":""348"",""location"":""cJSON_Utils.c:method=cJSONUtils_GetPointer|line=348"",""method"":""cJSONUtils_GetPointer""},{""file"":""cJSON_Utils.c"",""line"":""353"",""location"":""cJSON_Utils.c:method=cJSONUtils_GetPointerCaseSensitive|line=353"",""method"":""cJSONUtils_GetPointerCaseSensitive""}]","{""group"":""cjson*const:object|constchar:pointer""}"
13,c,data_clumps,libuv,/opt/projects/c/libuv,src/unix/process.c,"uv__spawn_and_init_child(uv_loop_t* loop, const uv_process_options_t* options, int stdio_count, int (*pipes)[2], pid_t* pid)",860,963,305,/opt/projects/c/libuv/src/unix/process.c:method=uv__spawn_and_init_child|line=860;/opt/projects/c/libuv/src/unix/process.c:method=uv__process_child_init|line=287;/opt/projects/c/libuv/src/unix/process.c:method=uv__spawn_and_init_child_fork|line=819;/opt/projects/c/libuv/src/unix/process.c:method=uv__spawn_and_init_child_posix_spawn|line=778;/opt/projects/c/libuv/src/unix/process.c:method=uv__spawn_set_posix_spawn_file_actions|line=541,0,group=const uv_process_options_t*:options|int:stdio_count|int (*)[2]:pipes;occurrences=5;classes=1;method_names=5,,,5,5,"[{""file"":""src/unix/process.c"",""line"":""860"",""location"":""src/unix/process.c:method=uv__spawn_and_init_child|line=860"",""method"":""uv__spawn_and_init_child""},{""file"":""src/unix/process.c"",""line"":""287"",""location"":""src/unix/process.c:method=uv__process_child_init|line=287"",""method"":""uv__process_child_init""},{""file"":""src/unix/process.c"",""line"":""819"",""location"":""src/unix/process.c:method=uv__spawn_and_init_child_fork|line=819"",""method"":""uv__spawn_and_init_child_fork""},{""file"":""src/unix/process.c"",""line"":""778"",""location"":""src/unix/process.c:method=uv__spawn_and_init_child_posix_spawn|line=778"",""method"":""uv__spawn_and_init_child_posix_spawn""},{""file"":""src/unix/process.c"",""line"":""541"",""location"":""src/unix/process.c:method=uv__spawn_set_posix_spawn_file_actions|line=541"",""method"":""uv__spawn_set_posix_spawn_file_actions""}]","{""group"":""constuv_process_options_t*:options|int(*)[2]:pipes|int:stdio_count""}"
14,c,data_clumps,rrdtool,/opt/projects/c/rrdtool,src/rrd_hw_update.c,"update_hwpredict(rrd_t *rrd, unsigned long cdp_idx, unsigned long rra_idx, unsigned long ds_idx, unsigned short CDP_scratch_idx, hw_functions_t * functions)",38,115,307,/opt/projects/c/rrdtool/src/rrd_hw_update.c:method=update_hwpredict|line=38;/opt/projects/c/rrdtool/src/rrd_hw_update.c:method=update_devpredict|line=232;/opt/projects/c/rrdtool/src/rrd_hw_update.c:method=update_devseasonal|line=262;/opt/projects/c/rrdtool/src/rrd_hw_update.c:method=update_failures|line=369;/opt/projects/c/rrdtool/src/rrd_hw_update.c:method=update_seasonal|line=117;/opt/projects/c/rrdtool/src/rrd_hw.c:method=erase_violations|line=85;/opt/projects/c/rrdtool/src/rrd_hw.c:method=update_aberrant_CF|line=421,0,group=rrd_t:rrd|unsigned long:cdp_idx|unsigned long:rra_idx;occurrences=7;classes=2;method_names=7,,,7,7,"[{""file"":""src/rrd_hw_update.c"",""line"":""38"",""location"":""src/rrd_hw_update.c:method=update_hwpredict|line=38"",""method"":""update_hwpredict""},{""file"":""src/rrd_hw_update.c"",""line"":""232"",""location"":""src/rrd_hw_update.c:method=update_devpredict|line=232"",""method"":""update_devpredict""},{""file"":""src/rrd_hw_update.c"",""line"":""262"",""location"":""src/rrd_hw_update.c:method=update_devseasonal|line=262"",""method"":""update_devseasonal""},{""file"":""src/rrd_hw_update.c"",""line"":""369"",""location"":""src/rrd_hw_update.c:method=update_failures|line=369"",""method"":""update_failures""},{""file"":""src/rrd_hw_update.c"",""line"":""117"",""location"":""src/rrd_hw_update.c:method=update_seasonal|line=117"",""method"":""update_seasonal""},{""file"":""src/rrd_hw.c"",""line"":""85"",""location"":""src/rrd_hw.c:method=erase_violations|line=85"",""method"":""erase_violations""},{""file"":""src/rrd_hw.c"",""line"":""421"",""location"":""src/rrd_hw.c:method=update_aberrant_CF|line=421"",""method"":""update_aberrant_CF""}]","{""group"":""rrd_t:rrd|unsignedlong:cdp_idx|unsignedlong:rra_idx""}"
15,c,data_clumps,cJSON,/opt/projects/c/cJSON,cJSON_Utils.c,"cJSONUtils_GeneratePatches(cJSON * const from, cJSON * const to)",1281,1294,206,/opt/projects/c/cJSON/cJSON_Utils.c:method=cJSONUtils_GeneratePatches|line=1281;/opt/projects/c/cJSON/cJSON_Utils.c:method=cJSONUtils_GenerateMergePatch|line=1473;/opt/projects/c/cJSON/cJSON_Utils.c:method=cJSONUtils_GenerateMergePatchCaseSensitive|line=1478;/opt/projects/c/cJSON/cJSON_Utils.c:method=cJSONUtils_GeneratePatchesCaseSensitive|line=1296;/opt/projects/c/cJSON/cJSON_Utils.c:method=create_patches|line=1141;/opt/projects/c/cJSON/cJSON_Utils.c:method=generate_merge_patch|line=1391,0,group=cJSON * const:from|cJSON * const:to;occurrences=6;classes=1;method_names=6,,,6,6,"[{""file"":""cJSON_Utils.c"",""line"":""1281"",""location"":""cJSON_Utils.c:method=cJSONUtils_GeneratePatches|line=1281"",""method"":""cJSONUtils_GeneratePatches""},{""file"":""cJSON_Utils.c"",""line"":""1473"",""location"":""cJSON_Utils.c:method=cJSONUtils_GenerateMergePatch|line=1473"",""method"":""cJSONUtils_GenerateMergePatch""},{""file"":""cJSON_Utils.c"",""line"":""1478"",""location"":""cJSON_Utils.c:method=cJSONUtils_GenerateMergePatchCaseSensitive|line=1478"",""method"":""cJSONUtils_GenerateMergePatchCaseSensitive""},{""file"":""cJSON_Utils.c"",""line"":""1296"",""location"":""cJSON_Utils.c:method=cJSONUtils_GeneratePatchesCaseSensitive|line=1296"",""method"":""cJSONUtils_GeneratePatchesCaseSensitive""},{""file"":""cJSON_Utils.c"",""line"":""1141"",""location"":""cJSON_Utils.c:method=create_patches|line=1141"",""method"":""create_patches""},{""file"":""cJSON_Utils.c"",""line"":""1391"",""location"":""cJSON_Utils.c:method=generate_merge_patch|line=1391"",""method"":""generate_merge_patch""}]","{""group"":""cjson*const:from|cjson*const:to""}"
16,c,data_clumps,cJSON,/opt/projects/c/cJSON,cJSON_Utils.c,"merge_patch(cJSON *target, const cJSON * const patch, const cJSON_bool case_sensitive)",1321,1379,203,/opt/projects/c/cJSON/cJSON_Utils.c:method=merge_patch|line=1321;/opt/projects/c/cJSON/cJSON_Utils.c:method=cJSONUtils_MergePatch|line=1381;/opt/projects/c/cJSON/cJSON_Utils.c:method=cJSONUtils_MergePatchCaseSensitive|line=1386,0,group=cJSON:target|const cJSON * const:patch;occurrences=3;classes=1;method_names=3,,,3,3,"[{""file"":""cJSON_Utils.c"",""line"":""1321"",""location"":""cJSON_Utils.c:method=merge_patch|line=1321"",""method"":""merge_patch""},{""file"":""cJSON_Utils.c"",""line"":""1381"",""location"":""cJSON_Utils.c:method=cJSONUtils_MergePatch|line=1381"",""method"":""cJSONUtils_MergePatch""},{""file"":""cJSON_Utils.c"",""line"":""1386"",""location"":""cJSON_Utils.c:method=cJSONUtils_MergePatchCaseSensitive|line=1386"",""method"":""cJSONUtils_MergePatchCaseSensitive""}]","{""group"":""cjson:target|constcjson*const:patch""}"
17,c,data_clumps,libuv,/opt/projects/c/libuv,src/unix/process.c,"uv__spawn_set_posix_spawn_file_actions(posix_spawn_file_actions_t* actions, const uv__posix_spawn_fncs_t* posix_spawn_fncs, const uv_process_options_t* options, int stdio_count, int (*pipes)[2])",541,659,305,/opt/projects/c/libuv/src/unix/process.c:method=uv__spawn_set_posix_spawn_file_actions|line=541;/opt/projects/c/libuv/src/unix/process.c:method=uv__process_child_init|line=287;/opt/projects/c/libuv/src/unix/process.c:method=uv__spawn_and_init_child_fork|line=819;/opt/projects/c/libuv/src/unix/process.c:method=uv__spawn_and_init_child_posix_spawn|line=778;/opt/projects/c/libuv/src/unix/process.c:method=uv__spawn_and_init_child|line=860,0,group=const uv_process_options_t*:options|int:stdio_count|int (*)[2]:pipes;occurrences=5;classes=1;method_names=5,,,5,5,"[{""file"":""src/unix/process.c"",""line"":""541"",""location"":""src/unix/process.c:method=uv__spawn_set_posix_spawn_file_actions|line=541"",""method"":""uv__spawn_set_posix_spawn_file_actions""},{""file"":""src/unix/process.c"",""line"":""287"",""location"":""src/unix/process.c:method=uv__process_child_init|line=287"",""method"":""uv__process_child_init""},{""file"":""src/unix/process.c"",""line"":""819"",""location"":""src/unix/process.c:method=uv__spawn_and_init_child_fork|line=819"",""method"":""uv__spawn_and_init_child_fork""},{""file"":""src/unix/process.c"",""line"":""778"",""location"":""src/unix/process.c:method=uv__spawn_and_init_child_posix_spawn|line=778"",""method"":""uv__spawn_and_init_child_posix_spawn""},{""file"":""src/unix/process.c"",""line"":""860"",""location"":""src/unix/process.c:method=uv__spawn_and_init_child|line=860"",""method"":""uv__spawn_and_init_child""}]","{""group"":""constuv_process_options_t*:options|int(*)[2]:pipes|int:stdio_count""}"
18,c,data_clumps,lua,/opt/projects/c/lua,ldump.c,"dumpCode(DumpState *D, const Proto *f)",171,176,206,/opt/projects/c/lua/ldump.c:method=dumpCode|line=171;/opt/projects/c/lua/ldump.c:method=dumpUpvalues|line=216;/opt/projects/c/lua/ldump.c:method=dumpConstants|line=181;/opt/projects/c/lua/ldump.c:method=dumpDebug|line=227;/opt/projects/c/lua/ldump.c:method=dumpFunction|line=254;/opt/projects/c/lua/ldump.c:method=dumpProtos|line=207,0,group=DumpState:D|const Proto:f;occurrences=6;classes=1;method_names=6,,,6,6,"[{""file"":""ldump.c"",""line"":""171"",""location"":""ldump.c:method=dumpCode|line=171"",""method"":""dumpCode""},{""file"":""ldump.c"",""line"":""216"",""location"":""ldump.c:method=dumpUpvalues|line=216"",""method"":""dumpUpvalues""},{""file"":""ldump.c"",""line"":""181"",""location"":""ldump.c:method=dumpConstants|line=181"",""method"":""dumpConstants""},{""file"":""ldump.c"",""line"":""227"",""location"":""ldump.c:method=dumpDebug|line=227"",""method"":""dumpDebug""},{""file"":""ldump.c"",""line"":""254"",""location"":""ldump.c:method=dumpFunction|line=254"",""method"":""dumpFunction""},{""file"":""ldump.c"",""line"":""207"",""location"":""ldump.c:method=dumpProtos|line=207"",""method"":""dumpProtos""}]","{""group"":""constproto:f|dumpstate:d""}"
19,c,data_clumps,rrdtool,/opt/projects/c/rrdtool,src/rrd_hw_update.c,"update_seasonal(rrd_t *rrd, unsigned long cdp_idx, unsigned long rra_idx, unsigned long ds_idx, unsigned short CDP_scratch_idx, rrd_value_t *seasonal_coef, hw_functions_t * functions)",117,230,307,/opt/projects/c/rrdtool/src/rrd_hw_update.c:method=update_seasonal|line=117;/opt/projects/c/rrdtool/src/rrd_hw_update.c:method=update_devpredict|line=232;/opt/projects/c/rrdtool/src/rrd_hw_update.c:method=update_devseasonal|line=262;/opt/projects/c/rrdtool/src/rrd_hw_update.c:method=update_failures|line=369;/opt/projects/c/rrdtool/src/rrd_hw_update.c:method=update_hwpredict|line=38;/opt/projects/c/rrdtool/src/rrd_hw.c:method=erase_violations|line=85;/opt/projects/c/rrdtool/src/rrd_hw.c:method=update_aberrant_CF|line=421,0,group=rrd_t:rrd|unsigned long:cdp_idx|unsigned long:rra_idx;occurrences=7;classes=2;method_names=7,,,7,7,"[{""file"":""src/rrd_hw_update.c"",""line"":""117"",""location"":""src/rrd_hw_update.c:method=update_seasonal|line=117"",""method"":""update_seasonal""},{""file"":""src/rrd_hw_update.c"",""line"":""232"",""location"":""src/rrd_hw_update.c:method=update_devpredict|line=232"",""method"":""update_devpredict""},{""file"":""src/rrd_hw_update.c"",""line"":""262"",""location"":""src/rrd_hw_update.c:method=update_devseasonal|line=262"",""method"":""update_devseasonal""},{""file"":""src/rrd_hw_update.c"",""line"":""369"",""location"":""src/rrd_hw_update.c:method=update_failures|line=369"",""method"":""update_failures""},{""file"":""src/rrd_hw_update.c"",""line"":""38"",""location"":""src/rrd_hw_update.c:method=update_hwpredict|line=38"",""method"":""update_hwpredict""},{""file"":""src/rrd_hw.c"",""line"":""85"",""location"":""src/rrd_hw.c:method=erase_violations|line=85"",""method"":""erase_violations""},{""file"":""src/rrd_hw.c"",""line"":""421"",""location"":""src/rrd_hw.c:method=update_aberrant_CF|line=421"",""method"":""update_aberrant_CF""}]","{""group"":""rrd_t:rrd|unsignedlong:cdp_idx|unsignedlong:rra_idx""}"
20,c,data_clumps,cJSON,/opt/projects/c/cJSON,cJSON_Utils.c,"cJSONUtils_GeneratePatchesCaseSensitive(cJSON * const from, cJSON * const to)",1296,1309,206,/opt/projects/c/cJSON/cJSON_Utils.c:method=cJSONUtils_GeneratePatchesCaseSensitive|line=1296;/opt/projects/c/cJSON/cJSON_Utils.c:method=cJSONUtils_GenerateMergePatch|line=1473;/opt/projects/c/cJSON/cJSON_Utils.c:method=cJSONUtils_GenerateMergePatchCaseSensitive|line=1478;/opt/projects/c/cJSON/cJSON_Utils.c:method=cJSONUtils_GeneratePatches|line=1281;/opt/projects/c/cJSON/cJSON_Utils.c:method=create_patches|line=1141;/opt/projects/c/cJSON/cJSON_Utils.c:method=generate_merge_patch|line=1391,0,group=cJSON * const:from|cJSON * const:to;occurrences=6;classes=1;method_names=6,,,6,6,"[{""file"":""cJSON_Utils.c"",""line"":""1296"",""location"":""cJSON_Utils.c:method=cJSONUtils_GeneratePatchesCaseSensitive|line=1296"",""method"":""cJSONUtils_GeneratePatchesCaseSensitive""},{""file"":""cJSON_Utils.c"",""line"":""1473"",""location"":""cJSON_Utils.c:method=cJSONUtils_GenerateMergePatch|line=1473"",""method"":""cJSONUtils_GenerateMergePatch""},{""file"":""cJSON_Utils.c"",""line"":""1478"",""location"":""cJSON_Utils.c:method=cJSONUtils_GenerateMergePatchCaseSensitive|line=1478"",""method"":""cJSONUtils_GenerateMergePatchCaseSensitive""},{""file"":""cJSON_Utils.c"",""line"":""1281"",""location"":""cJSON_Utils.c:method=cJSONUtils_GeneratePatches|line=1281"",""method"":""cJSONUtils_GeneratePatches""},{""file"":""cJSON_Utils.c"",""line"":""1141"",""location"":""cJSON_Utils.c:method=create_patches|line=1141"",""method"":""create_patches""},{""file"":""cJSON_Utils.c"",""line"":""1391"",""location"":""cJSON_Utils.c:method=generate_merge_patch|line=1391"",""method"":""generate_merge_patch""}]","{""group"":""cjson*const:from|cjson*const:to""}"
21,c,data_clumps,lua,/opt/projects/c/lua,ldump.c,"dumpConstants(DumpState *D, const Proto *f)",181,204,206,/opt/projects/c/lua/ldump.c:method=dumpConstants|line=181;/opt/projects/c/lua/ldump.c:method=dumpUpvalues|line=216;/opt/projects/c/lua/ldump.c:method=dumpCode|line=171;/opt/projects/c/lua/ldump.c:method=dumpDebug|line=227;/opt/projects/c/lua/ldump.c:method=dumpFunction|line=254;/opt/projects/c/lua/ldump.c:method=dumpProtos|line=207,0,group=DumpState:D|const Proto:f;occurrences=6;classes=1;method_names=6,,,6,6,"[{""file"":""ldump.c"",""line"":""181"",""location"":""ldump.c:method=dumpConstants|line=181"",""method"":""dumpConstants""},{""file"":""ldump.c"",""line"":""216"",""location"":""ldump.c:method=dumpUpvalues|line=216"",""method"":""dumpUpvalues""},{""file"":""ldump.c"",""line"":""171"",""location"":""ldump.c:method=dumpCode|line=171"",""method"":""dumpCode""},{""file"":""ldump.c"",""line"":""227"",""location"":""ldump.c:method=dumpDebug|line=227"",""method"":""dumpDebug""},{""file"":""ldump.c"",""line"":""254"",""location"":""ldump.c:method=dumpFunction|line=254"",""method"":""dumpFunction""},{""file"":""ldump.c"",""line"":""207"",""location"":""ldump.c:method=dumpProtos|line=207"",""method"":""dumpProtos""}]","{""group"":""constproto:f|dumpstate:d""}"
22,c,data_clumps,rrdtool,/opt/projects/c/rrdtool,src/rrd_hw.c,"erase_violations(rrd_t *rrd, unsigned long cdp_idx, unsigned long rra_idx)",85,124,307,/opt/projects/c/rrdtool/src/rrd_hw.c:method=erase_violations|line=85;/opt/projects/c/rrdtool/src/rrd_hw_update.c:method=update_devpredict|line=232;/opt/projects/c/rrdtool/src/rrd_hw_update.c:method=update_devseasonal|line=262;/opt/projects/c/rrdtool/src/rrd_hw_update.c:method=update_failures|line=369;/opt/projects/c/rrdtool/src/rrd_hw_update.c:method=update_hwpredict|line=38;/opt/projects/c/rrdtool/src/rrd_hw_update.c:method=update_seasonal|line=117;/opt/projects/c/rrdtool/src/rrd_hw.c:method=update_aberrant_CF|line=421,0,group=rrd_t:rrd|unsigned long:cdp_idx|unsigned long:rra_idx;occurrences=7;classes=2;method_names=7,,,7,7,"[{""file"":""src/rrd_hw.c"",""line"":""85"",""location"":""src/rrd_hw.c:method=erase_violations|line=85"",""method"":""erase_violations""},{""file"":""src/rrd_hw_update.c"",""line"":""232"",""location"":""src/rrd_hw_update.c:method=update_devpredict|line=232"",""method"":""update_devpredict""},{""file"":""src/rrd_hw_update.c"",""line"":""262"",""location"":""src/rrd_hw_update.c:method=update_devseasonal|line=262"",""method"":""update_devseasonal""},{""file"":""src/rrd_hw_update.c"",""line"":""369"",""location"":""src/rrd_hw_update.c:method=update_failures|line=369"",""method"":""update_failures""},{""file"":""src/rrd_hw_update.c"",""line"":""38"",""location"":""src/rrd_hw_update.c:method=update_hwpredict|line=38"",""method"":""update_hwpredict""},{""file"":""src/rrd_hw_update.c"",""line"":""117"",""location"":""src/rrd_hw_update.c:method=update_seasonal|line=117"",""method"":""update_seasonal""},{""file"":""src/rrd_hw.c"",""line"":""421"",""location"":""src/rrd_hw.c:method=update_aberrant_CF|line=421"",""method"":""update_aberrant_CF""}]","{""group"":""rrd_t:rrd|unsignedlong:cdp_idx|unsignedlong:rra_idx""}"
23,c,data_clumps,cJSON,/opt/projects/c/cJSON,cJSON_Utils.c,"cJSONUtils_GetPointer(cJSON * const object, const char *pointer)",348,351,203,/opt/projects/c/cJSON/cJSON_Utils.c:method=cJSONUtils_GetPointer|line=348;/opt/projects/c/cJSON/cJSON_Utils.c:method=get_item_from_pointer|line=301;/opt/projects/c/cJSON/cJSON_Utils.c:method=cJSONUtils_GetPointerCaseSensitive|line=353,0,group=cJSON * const:object|const char:pointer;occurrences=3;classes=1;method_names=3,,,3,3,"[{""file"":""cJSON_Utils.c"",""line"":""348"",""location"":""cJSON_Utils.c:method=cJSONUtils_GetPointer|line=348"",""method"":""cJSONUtils_GetPointer""},{""file"":""cJSON_Utils.c"",""line"":""301"",""location"":""cJSON_Utils.c:method=get_item_from_pointer|line=301"",""method"":""get_item_from_pointer""},{""file"":""cJSON_Utils.c"",""line"":""353"",""location"":""cJSON_Utils.c:method=cJSONUtils_GetPointerCaseSensitive|line=353"",""method"":""cJSONUtils_GetPointerCaseSensitive""}]","{""group"":""cjson*const:object|constchar:pointer""}"
24,c,data_clumps,lua,/opt/projects/c/lua,ldump.c,"dumpDebug(DumpState *D, const Proto *f)",227,251,206,/opt/projects/c/lua/ldump.c:method=dumpDebug|line=227;/opt/projects/c/lua/ldump.c:method=dumpUpvalues|line=216;/opt/projects/c/lua/ldump.c:method=dumpCode|line=171;/opt/projects/c/lua/ldump.c:method=dumpConstants|line=181;/opt/projects/c/lua/ldump.c:method=dumpFunction|line=254;/opt/projects/c/lua/ldump.c:method=dumpProtos|line=207,0,group=DumpState:D|const Proto:f;occurrences=6;classes=1;method_names=6,,,6,6,"[{""file"":""ldump.c"",""line"":""227"",""location"":""ldump.c:method=dumpDebug|line=227"",""method"":""dumpDebug""},{""file"":""ldump.c"",""line"":""216"",""location"":""ldump.c:method=dumpUpvalues|line=216"",""method"":""dumpUpvalues""},{""file"":""ldump.c"",""line"":""171"",""location"":""ldump.c:method=dumpCode|line=171"",""method"":""dumpCode""},{""file"":""ldump.c"",""line"":""181"",""location"":""ldump.c:method=dumpConstants|line=181"",""method"":""dumpConstants""},{""file"":""ldump.c"",""line"":""254"",""location"":""ldump.c:method=dumpFunction|line=254"",""method"":""dumpFunction""},{""file"":""ldump.c"",""line"":""207"",""location"":""ldump.c:method=dumpProtos|line=207"",""method"":""dumpProtos""}]","{""group"":""constproto:f|dumpstate:d""}"
25,c,data_clumps,rrdtool,/opt/projects/c/rrdtool,src/rrd_hw.c,"update_aberrant_CF(rrd_t *rrd, rrd_value_t pdp_val, enum cf_en current_cf, unsigned long cdp_idx, unsigned long rra_idx, unsigned long ds_idx, unsigned short CDP_scratch_idx, rrd_value_t *seasonal_coef)",421,510,307,/opt/projects/c/rrdtool/src/rrd_hw.c:method=update_aberrant_CF|line=421;/opt/projects/c/rrdtool/src/rrd_hw_update.c:method=update_devpredict|line=232;/opt/projects/c/rrdtool/src/rrd_hw_update.c:method=update_devseasonal|line=262;/opt/projects/c/rrdtool/src/rrd_hw_update.c:method=update_failures|line=369;/opt/projects/c/rrdtool/src/rrd_hw_update.c:method=update_hwpredict|line=38;/opt/projects/c/rrdtool/src/rrd_hw_update.c:method=update_seasonal|line=117;/opt/projects/c/rrdtool/src/rrd_hw.c:method=erase_violations|line=85,0,group=rrd_t:rrd|unsigned long:cdp_idx|unsigned long:rra_idx;occurrences=7;classes=2;method_names=7,,,7,7,"[{""file"":""src/rrd_hw.c"",""line"":""421"",""location"":""src/rrd_hw.c:method=update_aberrant_CF|line=421"",""method"":""update_aberrant_CF""},{""file"":""src/rrd_hw_update.c"",""line"":""232"",""location"":""src/rrd_hw_update.c:method=update_devpredict|line=232"",""method"":""update_devpredict""},{""file"":""src/rrd_hw_update.c"",""line"":""262"",""location"":""src/rrd_hw_update.c:method=update_devseasonal|line=262"",""method"":""update_devseasonal""},{""file"":""src/rrd_hw_update.c"",""line"":""369"",""location"":""src/rrd_hw_update.c:method=update_failures|line=369"",""method"":""update_failures""},{""file"":""src/rrd_hw_update.c"",""line"":""38"",""location"":""src/rrd_hw_update.c:method=update_hwpredict|line=38"",""method"":""update_hwpredict""},{""file"":""src/rrd_hw_update.c"",""line"":""117"",""location"":""src/rrd_hw_update.c:method=update_seasonal|line=117"",""method"":""update_seasonal""},{""file"":""src/rrd_hw.c"",""line"":""85"",""location"":""src/rrd_hw.c:method=erase_violations|line=85"",""method"":""erase_violations""}]","{""group"":""rrd_t:rrd|unsignedlong:cdp_idx|unsignedlong:rra_idx""}"
26,c,data_clumps,cJSON,/opt/projects/c/cJSON,cJSON_Utils.c,"cJSONUtils_GetPointerCaseSensitive(cJSON * const object, const char *pointer)",353,356,203,/opt/projects/c/cJSON/cJSON_Utils.c:method=cJSONUtils_GetPointerCaseSensitive|line=353;/opt/projects/c/cJSON/cJSON_Utils.c:method=get_item_from_pointer|line=301;/opt/projects/c/cJSON/cJSON_Utils.c:method=cJSONUtils_GetPointer|line=348,0,group=cJSON * const:object|const char:pointer;occurrences=3;classes=1;method_names=3,,,3,3,"[{""file"":""cJSON_Utils.c"",""line"":""353"",""location"":""cJSON_Utils.c:method=cJSONUtils_GetPointerCaseSensitive|line=353"",""method"":""cJSONUtils_GetPointerCaseSensitive""},{""file"":""cJSON_Utils.c"",""line"":""301"",""location"":""cJSON_Utils.c:method=get_item_from_pointer|line=301"",""method"":""get_item_from_pointer""},{""file"":""cJSON_Utils.c"",""line"":""348"",""location"":""cJSON_Utils.c:method=cJSONUtils_GetPointer|line=348"",""method"":""cJSONUtils_GetPointer""}]","{""group"":""cjson*const:object|constchar:pointer""}"
27,c,data_clumps,lua,/opt/projects/c/lua,ldump.c,"dumpFunction(DumpState *D, const Proto *f)",254,266,206,/opt/projects/c/lua/ldump.c:method=dumpFunction|line=254;/opt/projects/c/lua/ldump.c:method=dumpUpvalues|line=216;/opt/projects/c/lua/ldump.c:method=dumpCode|line=171;/opt/projects/c/lua/ldump.c:method=dumpConstants|line=181;/opt/projects/c/lua/ldump.c:method=dumpDebug|line=227;/opt/projects/c/lua/ldump.c:method=dumpProtos|line=207,0,group=DumpState:D|const Proto:f;occurrences=6;classes=1;method_names=6,,,6,6,"[{""file"":""ldump.c"",""line"":""254"",""location"":""ldump.c:method=dumpFunction|line=254"",""method"":""dumpFunction""},{""file"":""ldump.c"",""line"":""216"",""location"":""ldump.c:method=dumpUpvalues|line=216"",""method"":""dumpUpvalues""},{""file"":""ldump.c"",""line"":""171"",""location"":""ldump.c:method=dumpCode|line=171"",""method"":""dumpCode""},{""file"":""ldump.c"",""line"":""181"",""location"":""ldump.c:method=dumpConstants|line=181"",""method"":""dumpConstants""},{""file"":""ldump.c"",""line"":""227"",""location"":""ldump.c:method=dumpDebug|line=227"",""method"":""dumpDebug""},{""file"":""ldump.c"",""line"":""207"",""location"":""ldump.c:method=dumpProtos|line=207"",""method"":""dumpProtos""}]","{""group"":""constproto:f|dumpstate:d""}"
